case,workload,repetition,hnsw_seed,tail_seed,operation,index,ack,latency_us,lsn,visible_lsn,durable_lsn,durable_records,weak_records,cap,risk,snapshot_lsn,exact_recall,tail_evaluations
fixed-count,random,15,100,9016,write,21,weak,9782.21,1048598,1048598,1048596,180,2,4,0.010989,,,
fixed-count,random,15,100,9016,write,22,weak,9809.58,1048599,1048599,1048596,180,3,4,0.0163934,,,
fixed-count,random,15,100,9016,write,23,weak,9828.62,1048600,1048600,1048596,180,4,4,0.0217391,,,
fixed-count,random,15,100,9016,write,24,weak,10933.5,1048601,1048601,1048600,184,1,4,0.00540541,,,
fixed-count,random,15,100,9016,query,0,,65.666,,160,160,160,0,4,0,160,1,0
fixed-count,random,15,100,9016,query,1,,32.125,,160,160,160,0,4,0,160,1,0
fixed-count,random,15,100,9016,query,2,,26.417,,160,160,160,0,4,0,160,1,0
fixed-count,random,15,100,9016,query,3,,25.291,,160,160,160,0,4,0,160,1,0
fixed-count,random,15,100,9016,query,4,,27.416,,160,160,160,0,4,0,160,1,0
fixed-count,random,15,100,9016,query,5,,4540.29,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,15,100,9016,query,6,,31.209,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,15,100,9016,query,7,,28.625,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,15,100,9016,query,8,,20.833,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,15,100,9016,query,9,,25.208,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,15,100,9016,query,10,,10495.2,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,15,100,9016,query,11,,48.833,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,15,100,9016,query,12,,38.209,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,15,100,9016,query,13,,33.208,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,15,100,9016,query,14,,36.25,,1048584,1048580,168,4,4,0.0232558,1048584,1,4
fixed-count,random,15,100,9016,query,15,,144.459,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,15,100,9016,query,16,,77.042,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,15,100,9016,query,17,,35,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,15,100,9016,query,18,,13962.7,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,15,100,9016,query,19,,67.042,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,15,100,9016,query,20,,63.25,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,15,100,9016,query,21,,57.917,,1048592,1048588,176,4,4,0.0222222,1048592,1,4
fixed-count,random,15,100,9016,query,22,,61.292,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,15,100,9016,query,23,,34.208,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,15,100,9016,query,24,,32.583,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,15,100,9016,query,25,,32.75,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,15,100,9016,query,26,,9028.17,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,15,100,9016,query,27,,49.833,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,15,100,9016,query,28,,44.625,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,15,100,9016,query,29,,42.583,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,15,100,9016,query,30,,54.5,,1048600,1048596,184,1,4,0.00540541,1048600,1,4
fixed-count,random,15,100,9016,query,31,,85.708,,1048601,1048600,184,1,4,0.00540541,1048601,1,1
fixed-count,random,15,100,9016,fence,0,stable,6963.17,,,,,,,,,,
strict-hot,hot,15,100,45016,write,0,weak,1225.42,1048577,1048577,160,160,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,1,weak,7699.83,1048579,1048579,1048578,162,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,2,weak,8767.75,1048580,1048580,1048578,162,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,3,weak,2528.08,1048578,1048578,160,160,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,4,weak,14412.8,1048581,1048581,1048580,164,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,5,weak,14409,1048582,1048582,1048580,164,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,6,weak,14960.2,1048583,1048583,1048582,166,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,7,weak,15116.3,1048584,1048584,1048582,166,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,8,weak,14801,1048585,1048585,1048584,168,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,9,weak,14671.1,1048586,1048586,1048584,168,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,10,weak,13821.1,1048587,1048587,1048586,170,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,11,weak,13828.3,1048588,1048588,1048586,170,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,12,weak,14797.8,1048589,1048589,1048588,172,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,13,weak,14860.2,1048590,1048590,1048588,172,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,14,weak,16754.2,1048591,1048591,1048590,174,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,15,weak,16765.1,1048592,1048592,1048590,174,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,16,weak,16689.3,1048593,1048593,1048592,176,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,17,weak,16996.5,1048594,1048594,1048592,176,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,18,weak,20963.4,1048595,1048595,1048594,178,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,19,weak,21159.3,1048596,1048596,1048594,178,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,20,weak,20915.2,1048597,1048597,1048596,180,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,21,weak,20501.3,1048598,1048598,1048596,180,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,22,weak,18990.3,1048599,1048599,1048598,182,1,2,0.1,,,
strict-hot,hot,15,100,45016,write,23,weak,19473,1048600,1048600,1048598,182,2,2,0.2,,,
strict-hot,hot,15,100,45016,write,24,weak,20859.3,1048601,1048601,1048600,184,1,2,0.1,,,
strict-hot,hot,15,100,45016,query,0,,28.292,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,1,,10.333,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,2,,11.041,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,3,,8.959,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,4,,9.5,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,5,,7.333,,160,160,160,0,2,0,160,1,0
strict-hot,hot,15,100,45016,query,6,,7605.71,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-hot,hot,15,100,45016,query,7,,9.5,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-hot,hot,15,100,45016,query,8,,9.083,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-hot,hot,15,100,45016,query,9,,7.541,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-hot,hot,15,100,45016,query,10,,9.25,,1048580,1048578,166,2,2,0.2,1048580,1,2
strict-hot,hot,15,100,45016,query,11,,59.125,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,15,100,45016,query,12,,31.583,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,15,100,45016,query,13,,20.209,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,15,100,45016,query,14,,26.166,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,15,100,45016,query,15,,12966.8,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,15,100,45016,query,16,,32.041,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,15,100,45016,query,17,,20.417,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,15,100,45016,query,18,,23.417,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,15,100,45016,query,19,,16092.5,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,15,100,45016,query,20,,55.125,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,15,100,45016,query,21,,29.5,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,15,100,45016,query,22,,31.708,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,15,100,45016,query,23,,27,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,15,100,45016,query,24,,20269.1,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,15,100,45016,query,25,,59.459,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,15,100,45016,query,26,,55.709,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,15,100,45016,query,27,,61.708,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,15,100,45016,query,28,,18722.8,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,15,100,45016,query,29,,72.125,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,15,100,45016,query,30,,61.458,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,15,100,45016,query,31,,54.458,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,15,100,45016,fence,0,stable,6624.58,,,,,,,,,,
strict-random,random,15,100,9016,write,0,weak,1679.08,1048577,1048577,160,160,1,2,0.1,,,
strict-random,random,15,100,9016,write,1,weak,4689.21,1048578,1048578,160,160,2,2,0.2,,,
strict-random,random,15,100,9016,write,2,weak,12329.7,1048579,1048579,1048578,162,1,2,0.1,,,
strict-random,random,15,100,9016,write,3,weak,13711,1048580,1048580,1048578,162,2,2,0.2,,,
strict-random,random,15,100,9016,write,4,weak,19499.1,1048581,1048581,1048580,164,1,2,0.1,,,
strict-random,random,15,100,9016,write,5,weak,19571.5,1048582,1048582,1048580,164,2,2,0.2,,,
strict-random,random,15,100,9016,write,6,weak,19903,1048583,1048583,1048582,166,1,2,0.1,,,
strict-random,random,15,100,9016,write,7,weak,20980.3,1048584,1048584,1048582,166,2,2,0.2,,,
strict-random,random,15,100,9016,write,8,weak,22744.7,1048585,1048585,1048584,168,1,2,0.1,,,
strict-random,random,15,100,9016,write,9,weak,21235.1,1048586,1048586,1048584,168,2,2,0.2,,,
strict-random,random,15,100,9016,write,10,weak,21556.6,1048587,1048587,1048586,170,1,2,0.1,,,
strict-random,random,15,100,9016,write,11,weak,22407.2,1048588,1048588,1048586,170,2,2,0.2,,,
strict-random,random,15,100,9016,write,12,weak,23953.9,1048589,1048589,1048588,172,1,2,0.1,,,
strict-random,random,15,100,9016,write,13,weak,27142,1048590,1048590,1048588,172,2,2,0.2,,,
strict-random,random,15,100,9016,write,14,weak,29816.3,1048591,1048591,1048590,174,1,2,0.1,,,
strict-random,random,15,100,9016,write,15,weak,30101.4,1048592,1048592,1048590,174,2,2,0.2,,,
strict-random,random,15,100,9016,write,16,weak,32638.8,1048593,1048593,1048592,176,1,2,0.1,,,
strict-random,random,15,100,9016,write,17,weak,46717.8,1048594,1048594,1048592,176,2,2,0.2,,,
strict-random,random,15,100,9016,write,18,weak,42720.2,1048595,1048595,1048594,178,1,2,0.1,,,
strict-random,random,15,100,9016,write,19,weak,40832,1048596,1048596,1048594,178,2,2,0.2,,,
strict-random,random,15,100,9016,write,20,weak,34759.9,1048597,1048597,1048596,180,1,2,0.1,,,
strict-random,random,15,100,9016,write,21,weak,17626.7,1048598,1048598,1048596,180,2,2,0.2,,,
strict-random,random,15,100,9016,write,22,weak,16161.6,1048599,1048599,1048598,182,1,2,0.1,,,
strict-random,random,15,100,9016,write,23,weak,16129.5,1048600,1048600,1048598,182,2,2,0.2,,,
strict-random,random,15,100,9016,write,24,weak,17919.4,1048601,1048601,1048600,184,1,2,0.1,,,
strict-random,random,15,100,9016,query,0,,127.792,,160,160,160,0,2,0,160,1,0
strict-random,random,15,100,9016,query,1,,44,,160,160,160,0,2,0,160,1,0
strict-random,random,15,100,9016,query,2,,33,,160,160,160,0,2,0,160,1,0
strict-random,random,15,100,9016,query,3,,34.375,,160,160,160,0,2,0,160,1,0
strict-random,random,15,100,9016,query,4,,12457.9,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-random,random,15,100,9016,query,5,,34.791,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-random,random,15,100,9016,query,6,,44.542,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-random,random,15,100,9016,query,7,,27.334,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-random,random,15,100,9016,query,8,,21.667,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-random,random,15,100,9016,query,9,,20139.3,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-random,random,15,100,9016,query,10,,60.375,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-random,random,15,100,9016,query,11,,59.75,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-random,random,15,100,9016,query,12,,45.584,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-random,random,15,100,9016,query,13,,21612.2,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-random,random,15,100,9016,query,14,,30.333,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-random,random,15,100,9016,query,15,,30.875,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-random,random,15,100,9016,query,16,,30.042,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-random,random,15,100,9016,query,17,,34,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-random,random,15,100,9016,query,18,,29215.5,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-random,random,15,100,9016,query,19,,33.5,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-random,random,15,100,9016,query,20,,36.5,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-random,random,15,100,9016,query,21,,37.583,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-random,random,15,100,9016,query,22,,37.792,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-random,random,15,100,9016,query,23,,39917,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-random,random,15,100,9016,query,24,,71.583,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-random,random,15,100,9016,query,25,,42.667,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-random,random,15,100,9016,query,26,,35.416,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-random,random,15,100,9016,query,27,,51.459,,1048596,1048594,182,2,2,0.2,1048596,1,2
strict-random,random,15,100,9016,query,28,,192.833,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-random,random,15,100,9016,query,29,,76.625,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-random,random,15,100,9016,query,30,,78.042,,1048600,1048598,184,1,2,0.1,1048600,1,2
strict-random,random,15,100,9016,query,31,,108.833,,1048601,1048600,184,1,2,0.1,1048601,1,1
strict-random,random,15,100,9016,fence,0,stable,6995.21,,,,,,,,,,
exchange-hot-guard,hot,15,100,45016,write,0,weak,1387.42,1048577,1048577,160,160,1,8,0.00621118,,,
exchange-hot-guard,hot,15,100,45016,write,1,weak,2943.62,1048578,1048578,160,160,2,8,0.0123457,,,
exchange-hot-guard,hot,15,100,45016,write,2,weak,4760.04,1048579,1048579,160,160,3,8,0.0184049,,,
exchange-hot-guard,hot,15,100,45016,write,3,weak,8049.29,1048580,1048580,160,160,4,8,0.0243902,,,
exchange-hot-guard,hot,15,100,45016,write,4,stable,42412,1048581,1048584,1048584,168,0,8,0.00606061,,,
exchange-hot-guard,hot,15,100,45016,write,5,stable,40771.6,1048582,1048584,1048584,168,0,8,0.0060241,,,
exchange-hot-guard,hot,15,100,45016,write,6,stable,39003.9,1048583,1048584,1048584,168,0,8,0.00598802,,,
exchange-hot-guard,hot,15,100,45016,write,7,stable,35716.5,1048584,1048584,1048584,168,0,8,0.00595238,,,
exchange-hot-guard,hot,15,100,45016,write,8,stable,42525.6,1048585,1048588,1048588,172,0,8,0.00591716,,,
exchange-hot-guard,hot,15,100,45016,write,9,stable,42527.6,1048586,1048588,1048588,172,0,8,0.00588235,,,
exchange-hot-guard,hot,15,100,45016,write,10,stable,42533.1,1048587,1048588,1048588,172,0,8,0.00584795,,,
exchange-hot-guard,hot,15,100,45016,write,11,stable,42486.2,1048588,1048588,1048588,172,0,9,0.00581395,,,
exchange-hot-guard,hot,15,100,45016,write,12,stable,37884.5,1048589,1048592,1048592,176,0,9,0.00578035,,,
exchange-hot-guard,hot,15,100,45016,write,13,stable,37866.8,1048590,1048592,1048592,176,0,9,0.00574713,,,
exchange-hot-guard,hot,15,100,45016,write,14,stable,37844,1048591,1048592,1048592,176,0,9,0.00571429,,,
exchange-hot-guard,hot,15,100,45016,write,15,stable,37828.8,1048592,1048592,1048592,176,0,9,0.00568182,,,
exchange-hot-guard,hot,15,100,45016,write,16,stable,28883.6,1048594,1048596,1048596,180,0,9,0.00561798,,,
exchange-hot-guard,hot,15,100,45016,write,17,stable,28902.4,1048593,1048596,1048596,180,0,9,0.00564972,,,
exchange-hot-guard,hot,15,100,45016,write,18,stable,28864.3,1048595,1048596,1048596,180,0,9,0.00558659,,,
exchange-hot-guard,hot,15,100,45016,write,19,stable,28803.2,1048596,1048596,1048596,180,0,9,0.00555556,,,
exchange-hot-guard,hot,15,100,45016,write,20,stable,27835.3,1048597,1048600,1048600,184,0,9,0.00552486,,,
exchange-hot-guard,hot,15,100,45016,write,21,stable,27857.5,1048600,1048600,1048600,184,0,9,0.00543478,,,
exchange-hot-guard,hot,15,100,45016,write,22,stable,27816.3,1048598,1048600,1048600,184,0,9,0.00549451,,,
exchange-hot-guard,hot,15,100,45016,write,23,stable,27824.4,1048599,1048600,1048600,184,0,9,0.00546448,,,
exchange-hot-guard,hot,15,100,45016,write,24,stable,9874.12,1048601,1048601,1048601,185,0,9,0.00540541,,,
exchange-hot-guard,hot,15,100,45016,query,0,,91.667,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,15,100,45016,query,1,,49.459,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,15,100,45016,query,2,,45.916,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,15,100,45016,query,3,,44.292,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,15,100,45016,query,4,,19.208,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,15,100,45016,query,5,,6932.04,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,15,100,45016,query,6,,40.542,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,15,100,45016,query,7,,49.25,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,15,100,45016,query,8,,40.541,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,15,100,45016,query,9,,24.75,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,15,100,45016,query,10,,34829.2,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,15,100,45016,query,11,,34.709,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,15,100,45016,query,12,,39.125,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,15,100,45016,query,13,,58.125,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,15,100,45016,query,14,,54.667,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,15,100,45016,query,15,,41512.7,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,15,100,45016,query,16,,59.625,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,15,100,45016,query,17,,45.875,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,15,100,45016,query,18,,62.083,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,15,100,45016,query,19,,48.25,,1048588,1048588,176,0,9,0,1048588,1,0
exchange-hot-guard,hot,15,100,45016,query,20,,134.125,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,15,100,45016,query,21,,61.167,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,15,100,45016,query,22,,54.708,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,15,100,45016,query,23,,45.833,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,15,100,45016,query,24,,50.958,,1048592,1048592,180,0,9,0,1048592,1,0
exchange-hot-guard,hot,15,100,45016,query,25,,124.458,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,15,100,45016,query,26,,75.75,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,15,100,45016,query,27,,58.958,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,15,100,45016,query,28,,94.042,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,15,100,45016,query,29,,26855,,1048600,1048600,184,0,9,0,1048600,1,0
exchange-hot-guard,hot,15,100,45016,query,30,,68.542,,1048600,1048600,184,0,9,0,1048600,1,0
exchange-hot-guard,hot,15,100,45016,query,31,,62.375,,1048600,1048600,184,0,9,0,1048600,1,0
exchange-hot-guard,hot,15,100,45016,fence,0,stable,1148.21,,,,,,,,,,
stable-group,random,15,100,9016,write,0,stable,12312.8,1048577,1048580,1048580,164,0,0,0.1,,,
stable-group,random,15,100,9016,write,1,stable,12337.6,1048579,1048580,1048580,164,0,0,0.3,,,
stable-group,random,15,100,9016,write,2,stable,12324,1048578,1048580,1048580,164,0,0,0.2,,,
stable-group,random,15,100,9016,write,3,stable,12334.6,1048580,1048580,1048580,164,0,0,0.4,,,
stable-group,random,15,100,9016,write,4,stable,14812.8,1048581,1048584,1048584,168,0,0,0.1,,,
stable-group,random,15,100,9016,write,5,stable,14814.5,1048582,1048584,1048584,168,0,0,0.2,,,
stable-group,random,15,100,9016,write,6,stable,14817,1048583,1048584,1048584,168,0,0,0.3,,,
stable-group,random,15,100,9016,write,7,stable,14818.6,1048584,1048584,1048584,168,0,0,0.4,,,
stable-group,random,15,100,9016,write,8,stable,11857.5,1048585,1048588,1048588,172,0,0,0.1,,,
stable-group,random,15,100,9016,write,9,stable,11849.6,1048586,1048588,1048588,172,0,0,0.2,,,
stable-group,random,15,100,9016,write,10,stable,11816.8,1048587,1048588,1048588,172,0,0,0.3,,,
stable-group,random,15,100,9016,write,11,stable,11810,1048588,1048588,1048588,172,0,0,0.4,,,
stable-group,random,15,100,9016,write,12,stable,11928.5,1048589,1048592,1048592,176,0,0,0.1,,,
stable-group,random,15,100,9016,write,13,stable,11927.8,1048590,1048592,1048592,176,0,0,0.2,,,
stable-group,random,15,100,9016,write,14,stable,11850.3,1048591,1048592,1048592,176,0,0,0.3,,,
stable-group,random,15,100,9016,write,15,stable,11850.9,1048592,1048592,1048592,176,0,0,0.4,,,
stable-group,random,15,100,9016,write,16,stable,20785.8,1048593,1048596,1048596,180,0,0,0.1,,,
stable-group,random,15,100,9016,write,17,stable,20769.9,1048594,1048596,1048596,180,0,0,0.2,,,
stable-group,random,15,100,9016,write,18,stable,20739.9,1048595,1048596,1048596,180,0,0,0.3,,,
stable-group,random,15,100,9016,write,19,stable,20710.5,1048596,1048596,1048596,180,0,0,0.4,,,
stable-group,random,15,100,9016,write,20,stable,20777.3,1048597,1048600,1048600,184,0,0,0.1,,,
stable-group,random,15,100,9016,write,21,stable,20748,1048598,1048600,1048600,184,0,0,0.2,,,
stable-group,random,15,100,9016,write,22,stable,20723,1048599,1048600,1048600,184,0,0,0.3,,,
stable-group,random,15,100,9016,write,23,stable,20705.7,1048600,1048600,1048600,184,0,0,0.4,,,
stable-group,random,15,100,9016,write,24,stable,11879,1048601,1048601,1048601,185,0,0,0.1,,,
stable-group,random,15,100,9016,query,0,,63.666,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,1,,25.625,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,2,,20.209,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,3,,16.5,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,4,,15.167,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,5,,17.583,,160,160,160,0,0,0,160,1,0
stable-group,random,15,100,9016,query,6,,11153,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,7,,124.083,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,8,,32.75,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,9,,31.625,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,10,,27.792,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,11,,41.542,,1048580,1048580,168,0,0,0,1048580,1,0
stable-group,random,15,100,9016,query,12,,97.25,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,15,100,9016,query,13,,60.584,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,15,100,9016,query,14,,68.375,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,15,100,9016,query,15,,45.166,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,15,100,9016,query,16,,45.459,,1048584,1048584,172,0,0,0,1048584,1,0
stable-group,random,15,100,9016,query,17,,102.5,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,15,100,9016,query,18,,65.125,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,15,100,9016,query,19,,49.459,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,15,100,9016,query,20,,50.917,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,15,100,9016,query,21,,49.083,,1048588,1048588,176,0,0,0,1048588,1,0
stable-group,random,15,100,9016,query,22,,213.958,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,15,100,9016,query,23,,66.542,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,15,100,9016,query,24,,52.75,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,15,100,9016,query,25,,58.292,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,15,100,9016,query,26,,19711.7,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,15,100,9016,query,27,,69,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,15,100,9016,query,28,,56.667,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,15,100,9016,query,29,,66.208,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,15,100,9016,query,30,,19932.7,,1048600,1048600,184,0,0,0,1048600,1,0
stable-group,random,15,100,9016,query,31,,45.208,,1048600,1048600,184,0,0,0,1048600,1,0
stable-group,random,15,100,9016,fence,0,stable,1153.92,,,,,,,,,,
exchange-random,random,15,100,9016,write,0,weak,1230.67,1048577,1048577,160,160,1,8,0.00621118,,,
exchange-random,random,15,100,9016,write,1,weak,2494.79,1048578,1048578,160,160,2,8,0.0123457,,,
exchange-random,random,15,100,9016,write,2,weak,4138.5,1048579,1048579,160,160,3,8,0.0184049,,,
