case,workload,repetition,hnsw_seed,tail_seed,operation,index,ack,latency_us,lsn,visible_lsn,durable_lsn,durable_records,weak_records,cap,risk,snapshot_lsn,exact_recall,tail_evaluations
fixed-count,random,8,100,9009,write,11,weak,11975.3,1048588,1048588,1048584,168,4,4,0.0232558,,,
fixed-count,random,8,100,9009,write,12,weak,12591.3,1048589,1048589,1048588,172,1,4,0.00578035,,,
fixed-count,random,8,100,9009,write,13,weak,12915.8,1048590,1048590,1048588,172,2,4,0.0114943,,,
fixed-count,random,8,100,9009,write,14,weak,12801.5,1048591,1048591,1048588,172,3,4,0.0171429,,,
fixed-count,random,8,100,9009,write,15,weak,11604.4,1048592,1048592,1048588,172,4,4,0.0227273,,,
fixed-count,random,8,100,9009,write,16,weak,10828.6,1048593,1048593,1048592,176,1,4,0.00564972,,,
fixed-count,random,8,100,9009,write,17,weak,10354.7,1048594,1048594,1048592,176,2,4,0.011236,,,
fixed-count,random,8,100,9009,write,18,weak,10163.4,1048595,1048595,1048592,176,3,4,0.0167598,,,
fixed-count,random,8,100,9009,write,19,weak,10045.2,1048596,1048596,1048592,176,4,4,0.0222222,,,
fixed-count,random,8,100,9009,write,20,weak,9839.38,1048597,1048597,1048596,180,1,4,0.00552486,,,
fixed-count,random,8,100,9009,write,21,weak,9944.54,1048598,1048598,1048596,180,2,4,0.010989,,,
fixed-count,random,8,100,9009,write,22,weak,10055.8,1048599,1048599,1048596,180,3,4,0.0163934,,,
fixed-count,random,8,100,9009,write,23,weak,10177,1048600,1048600,1048596,180,4,4,0.0217391,,,
fixed-count,random,8,100,9009,write,24,weak,11023.5,1048601,1048601,1048600,184,1,4,0.00540541,,,
fixed-count,random,8,100,9009,query,0,,241.5,,160,160,160,0,4,0,160,1,0
fixed-count,random,8,100,9009,query,1,,41.167,,160,160,160,0,4,0,160,1,0
fixed-count,random,8,100,9009,query,2,,31.417,,160,160,160,0,4,0,160,1,0
fixed-count,random,8,100,9009,query,3,,23.667,,160,160,160,0,4,0,160,1,0
fixed-count,random,8,100,9009,query,4,,4315.46,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,8,100,9009,query,5,,37.458,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,8,100,9009,query,6,,28.208,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,8,100,9009,query,7,,27.541,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,8,100,9009,query,8,,21.625,,1048580,160,160,4,4,0.0243902,1048580,1,4
fixed-count,random,8,100,9009,query,9,,10316.7,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,8,100,9009,query,10,,33.042,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,8,100,9009,query,11,,37.208,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,8,100,9009,query,12,,31.958,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,8,100,9009,query,13,,27.667,,1048584,1048580,164,4,4,0.0238095,1048584,1,4
fixed-count,random,8,100,9009,query,14,,11068.5,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,8,100,9009,query,15,,25.25,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,8,100,9009,query,16,,18.208,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,8,100,9009,query,17,,14.208,,1048588,1048584,168,4,4,0.0232558,1048588,1,4
fixed-count,random,8,100,9009,query,18,,15.542,,1048588,1048584,172,4,4,0.0227273,1048588,1,4
fixed-count,random,8,100,9009,query,19,,30.542,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,8,100,9009,query,20,,15.166,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,8,100,9009,query,21,,12.5,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,8,100,9009,query,22,,11.958,,1048592,1048588,172,4,4,0.0227273,1048592,1,4
fixed-count,random,8,100,9009,query,23,,12,,1048592,1048588,176,4,4,0.0222222,1048592,1,4
fixed-count,random,8,100,9009,query,24,,23.875,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,8,100,9009,query,25,,14.375,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,8,100,9009,query,26,,11.791,,1048596,1048592,176,4,4,0.0222222,1048596,1,4
fixed-count,random,8,100,9009,query,27,,12,,1048596,1048592,180,4,4,0.0217391,1048596,1,4
fixed-count,random,8,100,9009,query,28,,68.875,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,8,100,9009,query,29,,32.75,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,8,100,9009,query,30,,28.166,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,8,100,9009,query,31,,33.042,,1048600,1048596,180,4,4,0.0217391,1048600,1,4
fixed-count,random,8,100,9009,fence,0,stable,6137.83,,,,,,,,,,
strict-hot,hot,8,100,45009,write,0,weak,1198.75,1048577,1048577,160,160,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,1,weak,2588.04,1048578,1048578,160,160,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,2,weak,9797.62,1048580,1048580,1048578,162,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,3,weak,8262.04,1048579,1048579,1048578,162,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,4,weak,18503,1048581,1048581,1048580,164,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,5,weak,18431.6,1048582,1048582,1048580,164,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,6,weak,18435.8,1048583,1048583,1048582,166,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,7,weak,16889.8,1048584,1048584,1048582,166,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,8,weak,14656.7,1048585,1048585,1048584,168,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,9,weak,15037.2,1048586,1048586,1048584,168,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,10,weak,16064,1048587,1048587,1048586,170,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,11,weak,16317.8,1048588,1048588,1048586,170,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,12,weak,18756.9,1048589,1048589,1048588,172,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,13,weak,18627,1048590,1048590,1048588,172,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,14,weak,17525.6,1048591,1048591,1048590,174,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,15,weak,17195.4,1048592,1048592,1048590,174,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,16,weak,14806,1048593,1048593,1048592,176,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,17,weak,14630.6,1048594,1048594,1048592,176,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,18,weak,15292.2,1048595,1048595,1048594,178,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,19,weak,15841.5,1048596,1048596,1048594,178,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,20,weak,19035.4,1048597,1048597,1048596,180,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,21,weak,19479.9,1048598,1048598,1048596,180,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,22,weak,19514.6,1048599,1048599,1048598,182,1,2,0.1,,,
strict-hot,hot,8,100,45009,write,23,weak,19054.7,1048600,1048600,1048598,182,2,2,0.2,,,
strict-hot,hot,8,100,45009,write,24,weak,16482.1,1048601,1048601,1048600,184,1,2,0.1,,,
strict-hot,hot,8,100,45009,query,0,,24.917,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,1,,11.292,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,2,,10.916,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,3,,9.166,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,4,,8.875,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,5,,7.166,,160,160,160,0,2,0,160,1,0
strict-hot,hot,8,100,45009,query,6,,9974.29,,1048580,1048578,162,2,2,0.2,1048580,1,2
strict-hot,hot,8,100,45009,query,7,,16779.4,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,8,100,45009,query,8,,32.625,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,8,100,45009,query,9,,23,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,8,100,45009,query,10,,29.833,,1048584,1048582,166,2,2,0.2,1048584,1,2
strict-hot,hot,8,100,45009,query,11,,26.458,,1048584,1048582,170,2,2,0.2,1048584,1,2
strict-hot,hot,8,100,45009,query,12,,77.167,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,8,100,45009,query,13,,41.042,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,8,100,45009,query,14,,95.417,,1048588,1048586,170,2,2,0.2,1048588,1,2
strict-hot,hot,8,100,45009,query,15,,16316.9,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,8,100,45009,query,16,,35.208,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,8,100,45009,query,17,,26.708,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,8,100,45009,query,18,,26.417,,1048592,1048590,174,2,2,0.2,1048592,1,2
strict-hot,hot,8,100,45009,query,19,,26.209,,1048592,1048590,178,2,2,0.2,1048592,1,2
strict-hot,hot,8,100,45009,query,20,,87.542,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,8,100,45009,query,21,,53.167,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,8,100,45009,query,22,,43.208,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,8,100,45009,query,23,,39.833,,1048596,1048594,178,2,2,0.2,1048596,1,2
strict-hot,hot,8,100,45009,query,24,,17946.7,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,8,100,45009,query,25,,41.375,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,8,100,45009,query,26,,41.042,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,8,100,45009,query,27,,32.542,,1048600,1048598,182,2,2,0.2,1048600,1,2
strict-hot,hot,8,100,45009,query,28,,35.541,,1048600,1048598,184,1,2,0.1,1048600,1,2
strict-hot,hot,8,100,45009,query,29,,55.625,,1048601,1048600,184,1,2,0.1,1048601,1,1
strict-hot,hot,8,100,45009,query,30,,41.208,,1048601,1048600,184,1,2,0.1,1048601,1,1
strict-hot,hot,8,100,45009,query,31,,38.958,,1048601,1048600,184,1,2,0.1,1048601,1,1
strict-hot,hot,8,100,45009,fence,0,stable,6518.79,,,,,,,,,,
exchange-hot-guard,hot,8,100,45009,write,0,weak,1649.88,1048577,1048577,160,160,1,8,0.00621118,,,
exchange-hot-guard,hot,8,100,45009,write,1,weak,6253.67,1048580,1048580,160,160,4,8,0.0243902,,,
exchange-hot-guard,hot,8,100,45009,write,2,weak,3367.92,1048578,1048578,160,160,2,8,0.0123457,,,
exchange-hot-guard,hot,8,100,45009,write,3,weak,4759.25,1048579,1048579,160,160,3,8,0.0184049,,,
exchange-hot-guard,hot,8,100,45009,write,4,stable,41018.2,1048581,1048584,1048584,168,0,8,0.00606061,,,
exchange-hot-guard,hot,8,100,45009,write,5,stable,39318.8,1048582,1048584,1048584,168,0,8,0.0060241,,,
exchange-hot-guard,hot,8,100,45009,write,6,stable,37860.4,1048583,1048584,1048584,168,0,8,0.00598802,,,
exchange-hot-guard,hot,8,100,45009,write,7,stable,36421,1048584,1048584,1048584,168,0,8,0.00595238,,,
exchange-hot-guard,hot,8,100,45009,write,8,stable,26753,1048585,1048588,1048588,172,0,8,0.00591716,,,
exchange-hot-guard,hot,8,100,45009,write,9,stable,26739.7,1048586,1048588,1048588,172,0,8,0.00588235,,,
exchange-hot-guard,hot,8,100,45009,write,10,stable,26744.7,1048587,1048588,1048588,172,0,8,0.00584795,,,
exchange-hot-guard,hot,8,100,45009,write,11,stable,26717.6,1048588,1048588,1048588,172,0,9,0.00581395,,,
exchange-hot-guard,hot,8,100,45009,write,12,stable,33964.4,1048589,1048592,1048592,176,0,9,0.00578035,,,
exchange-hot-guard,hot,8,100,45009,write,13,stable,33954.1,1048590,1048592,1048592,176,0,9,0.00574713,,,
exchange-hot-guard,hot,8,100,45009,write,14,stable,33959.8,1048591,1048592,1048592,176,0,9,0.00571429,,,
exchange-hot-guard,hot,8,100,45009,write,15,stable,33918,1048592,1048592,1048592,176,0,9,0.00568182,,,
exchange-hot-guard,hot,8,100,45009,write,16,stable,35734,1048593,1048596,1048596,180,0,9,0.00564972,,,
exchange-hot-guard,hot,8,100,45009,write,17,stable,35756.7,1048594,1048596,1048596,180,0,9,0.00561798,,,
exchange-hot-guard,hot,8,100,45009,write,18,stable,35745.8,1048595,1048596,1048596,180,0,9,0.00558659,,,
exchange-hot-guard,hot,8,100,45009,write,19,stable,35691.3,1048596,1048596,1048596,180,0,9,0.00555556,,,
exchange-hot-guard,hot,8,100,45009,write,20,stable,32893.8,1048597,1048600,1048600,184,0,9,0.00552486,,,
exchange-hot-guard,hot,8,100,45009,write,21,stable,32856.4,1048598,1048600,1048600,184,0,9,0.00549451,,,
exchange-hot-guard,hot,8,100,45009,write,22,stable,32846.4,1048599,1048600,1048600,184,0,9,0.00546448,,,
exchange-hot-guard,hot,8,100,45009,write,23,stable,32818.5,1048600,1048600,1048600,184,0,9,0.00543478,,,
exchange-hot-guard,hot,8,100,45009,write,24,stable,8742.21,1048601,1048601,1048601,185,0,9,0.00540541,,,
exchange-hot-guard,hot,8,100,45009,query,0,,142.709,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,8,100,45009,query,1,,42.792,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,8,100,45009,query,2,,26.875,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,8,100,45009,query,3,,24.458,,160,160,160,0,8,0,160,1,0
exchange-hot-guard,hot,8,100,45009,query,4,,29.459,,160,160,160,4,8,0.0243902,160,1,0
exchange-hot-guard,hot,8,100,45009,query,5,,93.667,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,8,100,45009,query,6,,54.458,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,8,100,45009,query,7,,22.917,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,8,100,45009,query,8,,25.167,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot-guard,hot,8,100,45009,query,9,,35553.8,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,10,,46.125,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,11,,31.458,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,12,,35.25,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,13,,29.708,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,14,,32.75,,1048584,1048584,168,0,8,0,1048584,1,0
exchange-hot-guard,hot,8,100,45009,query,15,,25613.8,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,16,,51.458,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,17,,41.792,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,18,,49.042,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,19,,37.292,,1048588,1048588,172,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,20,,41.041,,1048588,1048588,176,0,9,0,1048588,1,0
exchange-hot-guard,hot,8,100,45009,query,21,,75.417,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,8,100,45009,query,22,,45.708,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,8,100,45009,query,23,,41.458,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,8,100,45009,query,24,,58.708,,1048592,1048592,176,0,9,0,1048592,1,0
exchange-hot-guard,hot,8,100,45009,query,25,,42.959,,1048592,1048592,180,0,9,0,1048592,1,0
exchange-hot-guard,hot,8,100,45009,query,26,,67.25,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,8,100,45009,query,27,,26.875,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,8,100,45009,query,28,,29.75,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,8,100,45009,query,29,,74.791,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,8,100,45009,query,30,,65.875,,1048596,1048596,180,0,9,0,1048596,1,0
exchange-hot-guard,hot,8,100,45009,query,31,,31796,,1048600,1048600,184,0,9,0,1048600,1,0
exchange-hot-guard,hot,8,100,45009,fence,0,stable,1159,,,,,,,,,,
stable-group,random,8,100,9009,write,0,stable,11175.9,1048577,1048580,1048580,164,0,0,0.1,,,
stable-group,random,8,100,9009,write,1,stable,11197.3,1048580,1048580,1048580,164,0,0,0.4,,,
stable-group,random,8,100,9009,write,2,stable,11172.3,1048578,1048580,1048580,164,0,0,0.2,,,
stable-group,random,8,100,9009,write,3,stable,11168.2,1048579,1048580,1048580,164,0,0,0.3,,,
stable-group,random,8,100,9009,write,4,stable,14008.1,1048581,1048584,1048584,168,0,0,0.1,,,
stable-group,random,8,100,9009,write,5,stable,14020.8,1048582,1048584,1048584,168,0,0,0.2,,,
stable-group,random,8,100,9009,write,6,stable,14025,1048583,1048584,1048584,168,0,0,0.3,,,
stable-group,random,8,100,9009,write,7,stable,13959.4,1048584,1048584,1048584,168,0,0,0.4,,,
stable-group,random,8,100,9009,write,8,stable,13708,1048585,1048588,1048588,172,0,0,0.1,,,
stable-group,random,8,100,9009,write,9,stable,13690.7,1048586,1048588,1048588,172,0,0,0.2,,,
stable-group,random,8,100,9009,write,10,stable,13667.8,1048587,1048588,1048588,172,0,0,0.3,,,
stable-group,random,8,100,9009,write,11,stable,13645.2,1048588,1048588,1048588,172,0,0,0.4,,,
stable-group,random,8,100,9009,write,12,stable,10792.8,1048589,1048592,1048592,176,0,0,0.1,,,
stable-group,random,8,100,9009,write,13,stable,10793.1,1048590,1048592,1048592,176,0,0,0.2,,,
stable-group,random,8,100,9009,write,14,stable,10746.1,1048591,1048592,1048592,176,0,0,0.3,,,
stable-group,random,8,100,9009,write,15,stable,10732.8,1048592,1048592,1048592,176,0,0,0.4,,,
stable-group,random,8,100,9009,write,16,stable,13041.1,1048593,1048596,1048596,180,0,0,0.1,,,
stable-group,random,8,100,9009,write,17,stable,13017.7,1048594,1048596,1048596,180,0,0,0.2,,,
stable-group,random,8,100,9009,write,18,stable,13002.8,1048595,1048596,1048596,180,0,0,0.3,,,
stable-group,random,8,100,9009,write,19,stable,12987.3,1048596,1048596,1048596,180,0,0,0.4,,,
stable-group,random,8,100,9009,write,20,stable,12602.3,1048597,1048600,1048600,184,0,0,0.1,,,
stable-group,random,8,100,9009,write,21,stable,12585.8,1048598,1048600,1048600,184,0,0,0.2,,,
stable-group,random,8,100,9009,write,22,stable,12568.6,1048599,1048600,1048600,184,0,0,0.3,,,
stable-group,random,8,100,9009,write,23,stable,12543.5,1048600,1048600,1048600,184,0,0,0.4,,,
stable-group,random,8,100,9009,write,24,stable,7883.33,1048601,1048601,1048601,185,0,0,0.1,,,
stable-group,random,8,100,9009,query,0,,70.041,,160,160,160,0,0,0,160,1,0
stable-group,random,8,100,9009,query,1,,36.792,,160,160,160,0,0,0,160,1,0
stable-group,random,8,100,9009,query,2,,32.875,,160,160,160,0,0,0,160,1,0
stable-group,random,8,100,9009,query,3,,30.542,,160,160,160,0,0,0,160,1,0
stable-group,random,8,100,9009,query,4,,29.417,,160,160,160,0,0,0,160,1,0
stable-group,random,8,100,9009,query,5,,30.875,,160,160,164,0,0,0,160,1,0
stable-group,random,8,100,9009,query,6,,76.667,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,8,100,9009,query,7,,34.25,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,8,100,9009,query,8,,29.917,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,8,100,9009,query,9,,33.416,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,8,100,9009,query,10,,38.916,,1048580,1048580,164,0,0,0,1048580,1,0
stable-group,random,8,100,9009,query,11,,12974.8,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,8,100,9009,query,12,,49.25,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,8,100,9009,query,13,,47.042,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,8,100,9009,query,14,,39.875,,1048584,1048584,168,0,0,0,1048584,1,0
stable-group,random,8,100,9009,query,15,,42.667,,1048584,1048584,172,0,0,0,1048584,1,0
stable-group,random,8,100,9009,query,16,,88.667,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,8,100,9009,query,17,,65.333,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,8,100,9009,query,18,,49.791,,1048588,1048588,172,0,0,0,1048588,1,0
stable-group,random,8,100,9009,query,19,,54.875,,1048588,1048588,176,0,0,0,1048588,1,0
stable-group,random,8,100,9009,query,20,,88.375,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,8,100,9009,query,21,,56.125,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,8,100,9009,query,22,,54.875,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,8,100,9009,query,23,,48.792,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,8,100,9009,query,24,,47.25,,1048592,1048592,176,0,0,0,1048592,1,0
stable-group,random,8,100,9009,query,25,,11899,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,8,100,9009,query,26,,70.791,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,8,100,9009,query,27,,65.584,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,8,100,9009,query,28,,72.5,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,8,100,9009,query,29,,54.25,,1048596,1048596,180,0,0,0,1048596,1,0
stable-group,random,8,100,9009,query,30,,11466.8,,1048600,1048600,184,0,0,0,1048600,1,0
stable-group,random,8,100,9009,query,31,,55.667,,1048600,1048600,184,0,0,0,1048600,1,0
stable-group,random,8,100,9009,fence,0,stable,1161.17,,,,,,,,,,
exchange-hot,hot,8,100,45009,write,0,weak,1219.25,1048577,1048577,160,160,1,8,0.00621118,,,
exchange-hot,hot,8,100,45009,write,1,weak,5049.88,1048579,1048579,160,160,3,8,0.0184049,,,
exchange-hot,hot,8,100,45009,write,2,weak,2756.17,1048578,1048578,160,160,2,8,0.0123457,,,
exchange-hot,hot,8,100,45009,write,3,weak,6397.29,1048580,1048580,160,160,4,8,0.0243902,,,
exchange-hot,hot,8,100,45009,write,4,weak,7340.67,1048581,1048581,160,160,5,8,0.030303,,,
exchange-hot,hot,8,100,45009,write,5,weak,7217.54,1048582,1048582,160,160,6,8,0.0361446,,,
exchange-hot,hot,8,100,45009,write,6,weak,6252.54,1048583,1048583,160,160,7,8,0.0419162,,,
exchange-hot,hot,8,100,45009,write,7,weak,7296.54,1048584,1048584,160,160,8,8,0.047619,,,
exchange-hot,hot,8,100,45009,write,8,weak,11865.5,1048585,1048585,1048584,168,1,8,0.00591716,,,
exchange-hot,hot,8,100,45009,write,9,weak,11627.2,1048586,1048586,1048584,168,2,8,0.0117647,,,
exchange-hot,hot,8,100,45009,write,10,weak,11603.9,1048587,1048587,1048584,168,3,8,0.0175439,,,
exchange-hot,hot,8,100,45009,write,11,weak,10277.8,1048588,1048588,1048584,168,4,8,0.0232558,,,
exchange-hot,hot,8,100,45009,write,12,weak,5464,1048589,1048589,1048584,168,5,8,0.0289017,,,
exchange-hot,hot,8,100,45009,write,13,weak,5289.71,1048590,1048590,1048584,168,6,8,0.0344828,,,
exchange-hot,hot,8,100,45009,write,14,weak,5307.33,1048591,1048591,1048584,168,7,8,0.04,,,
exchange-hot,hot,8,100,45009,write,15,weak,5519.71,1048592,1048592,1048584,168,8,8,0.0454545,,,
exchange-hot,hot,8,100,45009,write,16,weak,13496.8,1048593,1048593,1048592,176,1,9,0.00564972,,,
exchange-hot,hot,8,100,45009,write,17,weak,15217,1048594,1048594,1048592,176,2,9,0.011236,,,
exchange-hot,hot,8,100,45009,write,18,weak,15454.6,1048595,1048595,1048592,176,3,9,0.0167598,,,
exchange-hot,hot,8,100,45009,write,19,weak,16251,1048596,1048596,1048592,176,4,9,0.0222222,,,
exchange-hot,hot,8,100,45009,write,20,weak,8340.62,1048597,1048597,1048592,176,5,9,0.0276243,,,
exchange-hot,hot,8,100,45009,write,21,weak,6717.38,1048598,1048598,1048592,176,6,9,0.032967,,,
exchange-hot,hot,8,100,45009,write,22,weak,6659.46,1048599,1048599,1048592,176,7,9,0.0382514,,,
exchange-hot,hot,8,100,45009,write,23,weak,5636.29,1048600,1048600,1048592,176,8,9,0.0434783,,,
exchange-hot,hot,8,100,45009,write,24,weak,7503.46,1048601,1048601,1048592,176,9,9,0.0486486,,,
exchange-hot,hot,8,100,45009,query,0,,121.875,,160,160,160,0,8,0,160,1,0
exchange-hot,hot,8,100,45009,query,1,,36.5,,160,160,160,0,8,0,160,1,0
exchange-hot,hot,8,100,45009,query,2,,25.542,,160,160,160,0,8,0,160,1,0
exchange-hot,hot,8,100,45009,query,3,,23.916,,160,160,160,0,8,0,160,1,0
exchange-hot,hot,8,100,45009,query,4,,5523.08,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot,hot,8,100,45009,query,5,,36.542,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot,hot,8,100,45009,query,6,,35.125,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot,hot,8,100,45009,query,7,,28.667,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot,hot,8,100,45009,query,8,,29.291,,1048580,160,160,4,8,0.0243902,1048580,1,4
exchange-hot,hot,8,100,45009,query,9,,6378.83,,1048584,160,160,8,8,0.047619,1048584,1,8
exchange-hot,hot,8,100,45009,query,10,,42.708,,1048584,160,160,8,8,0.047619,1048584,1,8
exchange-hot,hot,8,100,45009,query,11,,28.916,,1048584,160,160,8,8,0.047619,1048584,1,8
exchange-hot,hot,8,100,45009,query,12,,32.542,,1048584,160,160,8,8,0.047619,1048584,1,8
exchange-hot,hot,8,100,45009,query,13,,29.333,,1048584,160,168,4,8,0.0232558,1048584,1,8
exchange-hot,hot,8,100,45009,query,14,,68.333,,1048588,1048584,168,4,8,0.0232558,1048588,1,4
exchange-hot,hot,8,100,45009,query,15,,23.167,,1048588,1048584,168,4,8,0.0232558,1048588,1,4
exchange-hot,hot,8,100,45009,query,16,,22.208,,1048588,1048584,168,4,8,0.0232558,1048588,1,4
exchange-hot,hot,8,100,45009,query,17,,18.459,,1048588,1048584,168,4,8,0.0232558,1048588,1,4
exchange-hot,hot,8,100,45009,query,18,,4708.71,,1048592,1048584,168,8,8,0.0454545,1048592,1,8
exchange-hot,hot,8,100,45009,query,19,,38.083,,1048592,1048584,168,8,8,0.0454545,1048592,1,8
exchange-hot,hot,8,100,45009,query,20,,34.375,,1048592,1048584,168,8,8,0.0454545,1048592,1,8
