case,workload,repetition,query,M,L,delta_positive,amplification,pre_recall,post_recall,answer_churn,durable_overlap,lost_ids_subset_weak,durable_fingerprint_equal
fixed-time,random,8,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,8,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,8,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,8,6,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,8,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,8,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,8,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,10,0,0,0,0,1,1,0,1,1,1
exchange-random,random,8,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,8,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,8,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,8,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,8,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,8,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,8,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,8,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,8,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,8,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,8,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,8,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,8,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,8,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,9,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,9,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,9,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,9,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
stable-group,random,9,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,9,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,9,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,9,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,9,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,9,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,9,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,6,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,9,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,9,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,9,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,9,10,0,0,0,0,1,1,0,1,1,1
exchange-random,random,9,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,9,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,9,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,9,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,9,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,10,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,10,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,10,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,10,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,10,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,10,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,10,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,10,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,10,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,10,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,10,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,5,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,10,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,10,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,10,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,10,0,0,0,0,1,1,0,1,1,1
exchange-random,random,10,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,10,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,10,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,10,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,10,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,10,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
strict-random,random,10,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,10,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,10,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,11,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,11,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,11,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,11,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,11,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,11,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,11,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-hot,hot,11,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,11,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,11,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,11,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,11,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot-guard,hot,11,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,11,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,11,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,11,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,11,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,11,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,11,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,12,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,12,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,12,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,12,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,12,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,12,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,7,0,0,0,0,1,1,0,1,1,1
