case,workload,repetition,hnsw_seed,tail_seed,requested_ack,writers,writes,queries,k_min,epsilon,comparison_epsilon,configured_cap,group_delay_us,write_seconds,writes_per_s,weak_acks,stable_acks,max_weak,binding,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,query_p50_us,query_p95_us,query_p99_us,latest_queries,stable_queries,timed_sync_attempts,timed_sync_successes,timed_sync_failures,timed_records_synced,policy_fences,follower_requests,fence_then_retry,strict_rejections,cap_overshoots,all_applied
stable-random-k100-for-e200000-g750-w4,random,26,100,9027,stable,4,64,64,100,0,0.20000000000000001,0,750,0.17323074999999999,369.44941934385207,0,64,0,0,0,0,0,10830.041499999999,11986.848199999999,12005.118420000001,44.228999999999999,9877.1731499999987,10916.115539999999,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k20-for-e200000-g750-w4,hot,26,100,45027,stable,4,64,64,20,0,0.20000000000000001,0,750,0.187133042,342.00266995071883,0,64,0,0,0,0,0,11341.458500000001,12886.679349999999,12919.51863,15.375499999999999,10648.951749999997,11251.910419999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,26,100,45027,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.18727337499999999,341.74639080435219,64,0,4,1,11849.563,13829.240150000001,14929.43533,0,0,0,15.9375,11817.548149999988,12791.006670000001,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,26,100,45027,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.28345049999999999,225.78898255603713,64,0,2,1,17503.333500000001,25080.660699999975,25977.860869999997,0,0,0,11.916499999999999,16720.7919,17785.275419999994,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,26,100,45027,stable,4,64,64,10,0,0.20000000000000001,0,750,0.133225125,480.38986640095101,0,64,0,0,0,0,0,7863.7710000000006,10704.168799999994,10887.54925,13.75,6897.9937499999996,8764.7699599999942,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k10-for-e200000-g750-w4,random,26,100,9027,stable,4,64,64,10,0,0.20000000000000001,0,750,0.209148583,306.00255130583412,0,64,0,0,0,0,0,12782.958500000001,16908.392,16950.476419999999,12.896000000000001,11844.0018,13482.50082999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,26,100,9027,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.27066870799999998,236.45141868412807,64,0,2,1,16769,22401.227649999983,23025.277000000002,0,0,0,12.2295,16200.36435,17958.310499999996,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k50-for-e200000-g750-w4,random,26,100,9027,stable,4,64,64,50,0,0.20000000000000001,0,750,0.20314658299999999,315.04344820803607,0,64,0,0,0,0,0,11678.708000000001,19590.154499999997,19706.017919999998,32.707999999999998,11971.633899999993,18367.773369999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,26,100,9027,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.132794,481.94948566953326,64,0,10,1,6647.9790000000003,13045.412499999997,13991.457499999995,0,0,0,31.082999999999998,9219.8142999999818,11932.14308999999,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k50-for-e200000-g750-w4,hot,26,100,45027,stable,4,64,64,50,0,0.20000000000000001,0,750,0.165118917,387.59944143771241,0,64,0,0,0,0,0,10758.603999999999,10879.51425,10893.434999999999,28.896000000000001,9915.9812499999989,9976.1439200000004,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,26,100,45027,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.139423458,459.03322811000714,64,0,10,1,7676.1875,13321.273249999997,14480.403039999999,0,0,0,32.603999999999999,10535.0401,12345.477079999993,64,0,6,6,0,60,6,48,6,6,0,1
strict-hot-k100-e200000-g750-w4,hot,26,100,45027,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.10666995899999999,599.98148119659447,64,0,20,1,5591.25,12548.831249999999,12977.16167,0,0,0,42.978999999999999,5382.0124499999993,9674.5462099999913,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,26,100,45027,stable,4,64,64,100,0,0.20000000000000001,0,750,0.16823729200000001,380.41506279119136,0,64,0,0,0,0,0,9874.1039999999994,13735.331199999995,13927.16071,40.478999999999999,8906.1625000000004,10742.939289999995,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k20-for-e200000-g750-w4,random,26,100,9027,stable,4,64,64,20,0,0.20000000000000001,0,750,0.18017949999999999,355.20134088506188,0,64,0,0,0,0,0,10867.896000000001,12890.812399999999,12925.29033,13.916499999999999,10677.931299999995,11332.332079999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,26,100,9027,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.130888375,488.9662661027001,64,0,4,1,7859.5210000000006,12045.966849999992,12964.341789999999,0,0,0,13.916499999999999,6966.4152499999991,8836.118959999998,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,27,117,45028,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.25357191600000001,252.39388103215657,64,0,2,1,15582.917000000001,23032.028599999972,24136.848870000002,0,0,0,10.1455,14461.445599999999,16476.779879999998,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,27,117,45028,stable,4,64,64,10,0,0.20000000000000001,0,750,0.160091334,399.77179526781879,0,64,0,0,0,0,0,9852.5419999999995,10885.377700000001,10901.30608,10.625,8817.3562500000007,9843.82575,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,27,117,45028,stable,4,64,64,50,0,0.20000000000000001,0,750,0.193182875,331.29230528327111,0,64,0,0,0,0,0,11752.021000000001,14673.543749999995,14831.306629999999,37.042000000000002,11067.262499999999,13313.352829999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,27,117,45028,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.11299129099999999,566.41533549696328,64,0,10,1,5495.3955000000005,10062.55185,12400.66929,0,0,0,27.854500000000002,6945.1481499999854,8885.3757099999984,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k50-e200000-g750-w4,random,27,117,9028,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.13575483299999999,471.4380960565876,64,0,10,1,7850.9794999999995,12333.246450000001,14130.368629999999,0,0,0,31.417000000000002,8318.1999999999953,11694.356129999993,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,27,117,9028,stable,4,64,64,50,0,0.20000000000000001,0,750,0.165178458,387.45972552910018,0,64,0,0,0,0,0,9866.3744999999999,13483.014399999989,13812.534669999999,28.854500000000002,8998.2955500000007,9717.5207099999989,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,27,117,45028,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.10404554100000001,615.11525996102034,64,0,20,1,5315.0625,10085.840200000001,11505.222539999992,0,0,0,41.270499999999998,5290.0338499999953,9346.6914599999982,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,27,117,45028,stable,4,64,64,100,0,0.20000000000000001,0,750,0.16519566699999999,387.41936251875183,0,64,0,0,0,0,0,9863.1460000000006,11866.972449999999,11909.34446,42.603999999999999,9901.1355999999942,10892.442709999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,27,117,9028,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.156741625,408.3152768130355,64,0,4,1,9793.1880000000001,12054.627549999999,13112.347380000001,0,0,0,14.937999999999999,9076.9624499999991,10829.97604,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,27,117,9028,stable,4,64,64,20,0,0.20000000000000001,0,750,0.11909112500000001,537.4036058522413,0,64,0,0,0,0,0,6906.3125,10546.491849999988,10881.219999999999,14.417,5917.8713999999991,8553.9777099999956,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,27,117,9028,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.105027125,609.36638987309232,64,0,20,1,5477.9375,11439.441199999997,11627.564709999999,0,0,0,42.125,5542.558949999996,10132.995379999997,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,27,117,9028,stable,4,64,64,100,0,0.20000000000000001,0,750,0.16606612500000001,385.38865165909061,0,64,0,0,0,0,0,9870.0414999999994,12608.075049999996,12774.62592,42.042000000000002,8962.8080499999996,10526.036909999995,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,27,117,45028,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.15726195800000001,406.96428312306779,64,0,4,1,9825.4164999999994,11859.531149999997,12139.99775,0,0,0,12.874500000000001,9274.6375499999958,10439.646039999998,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,27,117,45028,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17524904199999999,365.19457835324431,0,64,0,0,0,0,0,10829.916499999999,11865.28125,11878.369499999999,16.478999999999999,9954.9625500000002,10959.829250000001,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,27,117,9028,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.23138845799999999,276.59115131836006,64,0,2,1,14739.208500000001,16866.1662,18014.678039999999,0,0,0,11.2295,14515.933849999998,15183.358039999999,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,27,117,9028,stable,4,64,64,10,0,0.20000000000000001,0,750,0.169184958,378.28422075206004,0,64,0,0,0,0,0,10786.604499999999,13659.452649999996,13863.28392,11.1455,9838.1062500000007,10285.871039999998,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k20-for-e200000-g750-w4,random,28,100,9029,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17617870799999999,363.26750676364367,0,64,0,0,0,0,0,10833.416499999999,13656.501899999996,13829.30229,13.7715,9952.9517999999989,11551.535499999994,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,28,100,9029,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.109472292,584.62281944366339,64,0,4,1,6827.375,8827.4732999999997,9823.0154199999997,0,0,0,13.521000000000001,6673.4268499999989,7468.4434199999996,64,0,15,15,0,60,15,48,15,15,0,1
strict-random-k50-e200000-g750-w4,random,28,100,9029,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.13576279199999999,471.41045832351477,64,0,10,1,6915.625,12505.434749999997,14501.395919999999,0,0,0,30.207999999999998,9930.8642499999751,12567.321959999996,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,28,100,9029,stable,4,64,64,50,0,0.20000000000000001,0,750,0.13018587500000001,491.60479199452317,0,64,0,0,0,0,0,7788.0829999999996,11551.224999999989,11886.52521,29.396000000000001,6873.6687499999998,8156.8819599999988,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,28,100,45029,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.12395200000000001,516.32890151026197,64,0,20,1,6082.7080000000005,13228.556249999998,16753.021579999997,0,0,0,42.958500000000001,5470.8811999999989,10450.735709999999,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,28,100,45029,stable,4,64,64,100,0,0.20000000000000001,0,750,0.18795329199999999,340.51013057009931,0,64,0,0,0,0,0,11762.979500000001,13914.760699999999,13966.77425,43.8125,10847.528699999999,12955.71696,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,28,100,45029,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.13734633299999999,465.97530929347789,64,0,10,1,7179.7710000000006,14432.862499999988,15054.591249999999,0,0,0,30.667000000000002,9237.2035999999989,12204.320829999991,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k50-for-e200000-g750-w4,hot,28,100,45029,stable,4,64,64,50,0,0.20000000000000001,0,750,0.18995954200000001,336.91384663372162,0,64,0,0,0,0,0,10901.791499999999,14672.195499999994,14887.19967,29.728999999999999,11655.04374999999,13211.643869999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,28,100,9029,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.25581970900000001,250.17618951321691,64,0,2,1,15813.354499999999,19615.256299999997,20062.661789999998,0,0,0,13,15743.357949999996,17781.111209999995,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,28,100,9029,stable,4,64,64,10,0,0.20000000000000001,0,750,0.13318495799999999,480.53474627367456,0,64,0,0,0,0,0,7790.9580000000005,11816.795599999999,11835.368869999998,11.916499999999999,7795.2830499999936,9552.0382099999952,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k10-for-e200000-g750-w4,hot,28,100,45029,stable,4,64,64,10,0,0.20000000000000001,0,750,0.184142375,347.5571551632263,0,64,0,0,0,0,0,10859.646000000001,15320.535749999983,15790.869290000001,11.833500000000001,9912.0437500000007,12275.540329999991,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,28,100,45029,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.24397425,262.32276561973242,64,0,2,1,15466.687,18647.459799999993,19822.051579999999,0,0,0,11.396000000000001,15079.074999999999,16814.283959999993,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k100-for-e200000-g750-w4,random,28,100,9029,stable,4,64,64,100,0,0.20000000000000001,0,750,0.176141834,363.3435541496633,0,64,0,0,0,0,0,10817.208500000001,15240.247449999977,15876.802830000001,41.478999999999999,9970.8249499999984,10776.482830000001,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,28,100,9029,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.12173070800000001,525.75065939811998,64,0,20,1,5652.4580000000005,14070.5267,17425.338749999999,0,0,0,42.8125,5254.6954999999989,13052.747329999998,64,0,3,3,0,60,3,48,3,3,0,1
strict-hot-k20-e200000-g750-w4,hot,28,100,45029,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.16780937500000001,381.3851282146781,64,0,4,1,10601.770499999999,13526.512499999993,14218.347169999997,0,0,0,14.416499999999999,9101.0501000000004,11828.587709999994,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,28,100,45029,stable,4,64,64,20,0,0.20000000000000001,0,750,0.18503366700000001,345.88300084870497,0,64,0,0,0,0,0,10861.9375,14431.551899999991,14740.938459999999,14.396000000000001,9870.4482499999995,11229.799999999997,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k100-for-e200000-g750-w4,hot,29,117,45030,stable,4,64,64,100,0,0.20000000000000001,0,750,0.18021799999999999,355.12545916612106,0,64,0,0,0,0,0,10833.457999999999,12967.654449999998,13014.804620000001,41.75,10110.322249999999,11307.743539999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,29,117,45030,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.104787666,610.75890362898247,64,0,20,1,5750.3539999999994,10601.1626,10767.556790000001,0,0,0,42.479500000000002,5072.3186999999998,9564.7889599999999,64,0,3,3,0,60,3,48,3,3,0,1
strict-hot-k10-e200000-g750-w4,hot,29,117,45030,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.24580120899999999,260.37300735978073,64,0,2,1,14970.353999999999,20476.409749999992,22480.425419999996,0,0,0,11.3545,14765.496399999993,15915.734579999998,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,29,117,45030,stable,4,64,64,10,0,0.20000000000000001,0,750,0.17101391699999999,374.23854808261018,0,64,0,0,0,0,0,10389,11842.9982,11874.34816,11.083500000000001,9996.0812000000005,10940.56342,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,29,117,9030,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.18679416600000001,342.62312025312394,64,0,4,1,11818.084000000001,14631.779349999995,16085.853869999999,0,0,0,16.875,11737.115999999993,13721.724669999994,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,29,117,9030,stable,4,64,64,20,0,0.20000000000000001,0,750,0.12109745800000001,528.49994588656023,0,64,0,0,0,0,0,7329.1044999999995,8926.1589500000009,8953.8462899999995,15.5,6792.8062499999996,7323.9385799999973,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,29,117,45030,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.11591204200000001,552.14280497275684,64,0,4,1,6717.8960000000006,11840.728599999999,13320.001039999999,0,0,0,12.6045,6080.2267999999995,8880.0821199999991,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,29,117,45030,stable,4,64,64,20,0,0.20000000000000001,0,750,0.174179,367.43809529277354,0,64,0,0,0,0,0,9881.8125,14531.798249999987,14881.704959999999,12.5625,10597.264299999995,12547.487709999994,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,29,117,45030,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.122305209,523.28106483183399,64,0,10,1,5644.3329999999996,12563.2456,13075.012499999997,0,0,0,25.917000000000002,8313.0286999999789,10141.592709999994,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k50-for-e200000-g750-w4,hot,29,117,45030,stable,4,64,64,50,0,0.20000000000000001,0,750,0.16321766600000001,392.1144173204878,0,64,0,0,0,0,0,9866.8330000000005,12545.090999999988,12875.208790000001,27.563000000000002,9126.0625,9959.557499999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,29,117,9030,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.257442375,248.59932246973716,64,0,2,1,15877.375,19816.264199999998,21873.502540000001,0,0,0,11.75,15762.0875,16464.616039999997,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,29,117,9030,stable,4,64,64,10,0,0.20000000000000001,0,750,0.186130667,343.84446707000734,0,64,0,0,0,0,0,10918.916499999999,14687.546499999995,14876.46571,11.396000000000001,10877.23135,12180.368039999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,29,117,9030,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.102645875,623.50289283422251,64,0,20,1,5374.1669999999995,10028.243699999999,12783.53462,0,0,0,41.896000000000001,4982.0286500000002,9968.0872899999922,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,29,117,9030,stable,4,64,64,100,0,0.20000000000000001,0,750,0.17715987499999999,361.25561727789659,0,64,0,0,0,0,0,10831.915999999999,12881.29385,12903.65804,42.229500000000002,10015.415149999999,11850.76125,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k50-for-e200000-g750-w4,random,29,117,9030,stable,4,64,64,50,0,0.20000000000000001,0,750,0.180227042,355.107642503504,0,64,0,0,0,0,0,10817.8125,12923.1001,12952.06529,31.875,10865.210799999995,11954.86721,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,29,117,9030,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.113705083,562.85962167584012,64,0,10,1,6445.8339999999998,11337.634749999996,12339.252210000001,0,0,0,28.792000000000002,7114.4275999999963,9425.3084599999984,64,0,6,6,0,60,6,48,6,6,0,1
