case,workload,repetition,hnsw_seed,tail_seed,requested_ack,writers,writes,queries,k_min,epsilon,comparison_epsilon,configured_cap,group_delay_us,write_seconds,writes_per_s,weak_acks,stable_acks,max_weak,binding,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,query_p50_us,query_p95_us,query_p99_us,latest_queries,stable_queries,timed_sync_attempts,timed_sync_successes,timed_sync_failures,timed_records_synced,policy_fences,follower_requests,fence_then_retry,strict_rejections,cap_overshoots,all_applied
strict-random-k100-e200000-g750-w4,random,20,100,9021,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.116173875,550.89838399554117,64,0,20,1,6213.3544999999995,11051.168749999999,11447.611579999999,0,0,0,48.416499999999999,5772.1561999999976,9788.3392499999973,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,100,0,0.20000000000000001,0,750,0.17720212499999999,361.16948371809877,0,64,0,0,0,0,0,10859.020499999999,12627.321349999997,12776.88675,47.458500000000001,10040.775,11347.829999999998,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,20,100,45021,stable,4,64,64,50,0,0.20000000000000001,0,750,0.17921941699999999,357.10416355165358,0,64,0,0,0,0,0,10858.978999999999,13655.564249999996,13829.47212,30.208500000000001,9974.5081000000009,11333.957169999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,20,100,45021,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.12867424999999999,497.38001192934877,64,0,10,1,8143.875,11608.3125,11982.118749999998,0,0,0,33.333500000000001,8794.3043999999973,10283.805329999997,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k10-e200000-g750-w4,random,20,100,9021,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.242411667,264.0136953474273,64,0,2,1,15504.707999999999,17520.235700000001,17928.095419999998,0,0,0,11.541499999999999,14859.4393,15681.150829999997,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,10,0,0.20000000000000001,0,750,0.174112083,367.57931383774212,0,64,0,0,0,0,0,10814.75,13669.039249999996,13871.99554,11.6455,9904.5525500000003,10636.599169999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,21,117,9022,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.16850637500000001,379.80758888202297,64,0,4,1,10620.334000000001,12885.799999999999,13421.399960000001,0,0,0,14.9375,9618.8669499999996,10968.282879999993,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17614787500000001,363.33109326467888,0,64,0,0,0,0,0,10875.292000000001,12626.208049999996,12825.204460000001,14.875,9906.7473999999984,10872.51087,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,100,0,0.20000000000000001,0,750,0.176250834,363.11884912839616,0,64,0,0,0,0,0,10880.333500000001,12673.059799999994,12855.47775,43.459000000000003,10066.3606,11346.533749999997,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,21,117,9022,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.10595341599999999,604.03904296960093,64,0,20,1,5460.8744999999999,10965.645549999999,11269.710209999999,0,0,0,42.583500000000001,5230.7812499999964,9629.368709999997,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k10-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,10,0,0.20000000000000001,0,750,0.11917829200000001,537.0105488674061,0,64,0,0,0,0,0,6908.1045000000004,9700.8169999999936,9877.5005399999991,10.75,5969.7856000000002,7221.8572099999974,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,21,117,9022,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.24944625000000001,256.56829878180167,64,0,2,1,15803.3125,17905.179350000002,18644.77146,0,0,0,12.6455,14895.697349999995,17034.038709999997,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k100-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,100,0,0.20000000000000001,0,750,0.18323804099999999,349.27245265626914,0,64,0,0,0,0,0,10902.0625,13906.85435,13946.44104,41.313000000000002,10799.874999999995,12990.141669999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.107618875,594.69121936091597,64,0,20,1,5557.7505000000001,10561.3688,10671.121580000001,0,0,0,39,4934.22865,9783.5513699999992,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,50,0,0.20000000000000001,0,750,0.171187333,373.85943736853477,0,64,0,0,0,0,0,10695.8125,12828.298149999999,12900.762500000001,27.291499999999999,9736.0794999999962,9917.0209599999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.115817458,552.59372036985997,64,0,10,1,5932.625,10634.509749999997,10930.86658,0,0,0,28.082999999999998,8055.0875499999893,8941.1033700000007,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,50,0,0.20000000000000001,0,750,0.18706637500000001,342.12455338379226,0,64,0,0,0,0,0,11395.978999999999,13692.870499999995,13866.99554,31.5625,11641.006349999996,12325.174579999997,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,21,117,9022,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.121396083,527.19987678679877,64,0,10,1,5859.6869999999999,11300.03305,11894.68125,0,0,0,29.541499999999999,9276.9956499999771,10413.72596,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k20-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,20,0,0.20000000000000001,0,750,0.183057792,349.61636596163032,0,64,0,0,0,0,0,10886.270499999999,13683.889349999996,13864.2065,13.396000000000001,9861.4812000000002,10030.62875,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.17096604200000001,374.34334474444927,64,0,4,1,10911.1875,12972.28745,14809.388419999999,0,0,0,16.146000000000001,11306.485649999999,11831.48337,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k10-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,10,0,0.20000000000000001,0,750,0.17910024999999999,357.34176808798429,0,64,0,0,0,0,0,10800.7495,14642.929499999995,14827.421040000001,10.708,9835.4670499999993,13206.265419999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.26450845899999997,241.95823544531711,64,0,2,1,16680.771000000001,19923.615149999998,20862.813040000001,0,0,0,14.542,16096.750099999999,19538.800169999999,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k100-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.11482687499999999,557.36080947948813,64,0,20,1,6001.3960000000006,11931.881299999992,12367.710590000001,0,0,0,43.875,6075.5722999999944,10620.834619999996,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,100,0,0.20000000000000001,0,750,0.18509100000000001,345.77586160321141,0,64,0,0,0,0,0,10863.603499999999,14487.941899999989,14790.49446,46.542000000000002,11035.797299999993,12669.723369999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.17988000000000001,355.792750722704,64,0,4,1,11377.728999999999,12955.23755,13220.078959999999,0,0,0,15.5205,10562.456249999997,11766.379459999998,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,20,0,0.20000000000000001,0,750,0.18420120800000001,347.4461470415547,0,64,0,0,0,0,0,11338.208500000001,12922.8001,12958.87696,16.103999999999999,10913.464250000001,11866.63292,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k50-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,50,0,0.20000000000000001,0,750,0.18613112500000001,343.84362099568244,0,64,0,0,0,0,0,10905.832999999999,13805.5088,13821.60879,29.541,10698.609949999995,12282.547289999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,22,100,9023,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.122886,520.807903259932,64,0,10,1,5749.4794999999995,11150.1482,13058.199789999997,0,0,0,28.457999999999998,8122.1911499999842,9895.2938699999977,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k10-e200000-g750-w4,random,22,100,9023,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.27160295800000001,235.63808167361711,64,0,2,1,16797.688000000002,23346.514399999989,24040.413420000001,0,0,0,12.666,15922.7438,16332.145,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,10,0,0.20000000000000001,0,750,0.17711708300000001,361.34289768085216,0,64,0,0,0,0,0,10828.395499999999,13643.931249999994,13819.106250000001,11.875,9930.0714000000007,11156.758959999997,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,100,0,0.20000000000000001,0,750,0.17721695800000001,361.1392539533378,0,64,0,0,0,0,0,10846.082999999999,12644.149999999996,12814.425379999999,43.146000000000001,10005.931349999999,11253.746369999997,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,22,100,9023,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.10640158399999999,601.49480481418402,64,0,20,1,5852.4164999999994,11263.584949999999,12315.781959999993,0,0,0,44.896000000000001,6356.0713999999934,10062.146499999999,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,50,0,0.20000000000000001,0,750,0.18012141700000001,355.31588117586261,0,64,0,0,0,0,0,10858.833500000001,13684.368749999994,13873.734129999999,28.396000000000001,10004.126900000001,11319.190499999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.12086891700000001,529.49924255547023,64,0,10,1,6274.9169999999995,10791.36435,11213.353369999999,0,0,0,28.521000000000001,8338.6937499999822,9834.1398300000001,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k20-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,20,0,0.20000000000000001,0,750,0.117129917,546.4018214919422,0,64,0,0,0,0,0,6883.6454999999996,8863.4642500000009,8906.3325000000004,15,6818.7686499999991,7917.79583,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,22,100,9023,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.14202645799999999,450.62026400742883,64,0,4,1,8803.0414999999994,11702.9625,11912.73821,0,0,0,16.646000000000001,7795.0723499999976,9032.7183699999969,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.26861516699999999,238.25907045673264,64,0,2,1,16824.5,24229.889249999975,25719.344079999999,0,0,0,11.25,15175.816049999996,16495.799129999999,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,10,0,0.20000000000000001,0,750,0.12217995800000001,523.81749877504456,0,64,0,0,0,0,0,7791.6244999999999,8617.5543499999949,8772.58871,10.312000000000001,6666.798149999996,6892.4242899999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,23,117,9024,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.1092525,585.7989519690625,64,0,20,1,5672.9380000000001,10857.243699999999,11192.421629999999,0,0,0,43.208500000000001,5371.0374499999989,10028.387709999999,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,100,0,0.20000000000000001,0,750,0.187058375,342.13918516078201,0,64,0,0,0,0,0,10845.645499999999,17642.712499999969,18539.827999999998,44.395499999999998,10764.729549999995,13955.912709999986,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k10-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,10,0,0.20000000000000001,0,750,0.168098792,380.72849446770562,0,64,0,0,0,0,0,10341.166499999999,11882.406199999999,11922.650119999998,11.583500000000001,8880.7857000000004,9817.1419600000008,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,23,117,9024,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.25570220799999999,250.29115118161204,64,0,2,1,16048.520499999999,20457.64554999999,20806.579130000002,0,0,0,11.542,15798.754449999999,16370.148749999998,64,0,31,31,0,62,31,48,31,31,0,1
strict-random-k50-e200000-g750-w4,random,23,117,9024,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.127051417,503.73306737696595,64,0,10,1,6954.7914999999994,12211.481299999999,12438.237499999999,0,0,0,32.791499999999999,8804.1249499999922,11633.63696,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,50,0,0.20000000000000001,0,750,0.177207792,361.15793373239478,0,64,0,0,0,0,0,10905.833500000001,12802.864250000001,12847.460709999999,28.707999999999998,10769.189349999995,11884.14229,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.1070195,598.02185583001221,64,0,20,1,5561.2295000000004,10765.45455,12208.108039999999,0,0,0,42.375,5054.5526999999993,9649.9467499999992,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,100,0,0.20000000000000001,0,750,0.16704425000000001,383.13201442132845,0,64,0,0,0,0,0,10320.416499999999,10873.533000000001,10935.623159999999,43.0625,9115.956299999998,9854.7292500000003,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k10-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,10,0,0.20000000000000001,0,750,0.154153084,415.17171333399989,0,64,0,0,0,0,0,9837.9375,16060.800049999973,16842.611669999998,10.417,6804.6169499999942,9638.3707099999956,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.22938904099999999,279.00199469424524,64,0,2,1,14709.9375,15870.041149999999,16053.436249999999,0,0,0,10.521000000000001,14048.816049999999,14893.509459999999,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k20-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.166739625,383.8319775518267,64,0,4,1,10485.896000000001,12511.1608,12722.387500000001,0,0,0,15.583,10266.591999999997,11551.955959999999,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,20,0,0.20000000000000001,0,750,0.191098666,334.90552990045467,0,64,0,0,0,0,0,10894.604499999999,13885.73315,13904.442290000001,16.291499999999999,9983.0161499999995,11626.164289999995,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,50,0,0.20000000000000001,0,750,0.176154792,363.31682648746789,0,64,0,0,0,0,0,10785.8125,12705.697449999996,12860.805,29.603999999999999,10951.089250000001,11433.918539999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.115112958,555.97563568820806,64,0,10,1,5499.375,10895.985649999999,11052.817709999999,0,0,0,28.479500000000002,8413.9643999999807,9591.132169999999,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k20-e200000-g750-w4,random,23,117,9024,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.16681416700000001,383.66045972582168,64,0,4,1,10160.8125,14030.339299999987,14879.85425,0,0,0,15.771000000000001,10076.768699999995,11843.743539999994,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17611816699999999,363.39238075308839,0,64,0,0,0,0,0,10882.916499999999,12671.514399999995,12865.235000000001,14.875,9879.7420499999989,10783.10533,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,100,0,0.20000000000000001,0,750,0.20811012500000001,307.52948709247084,0,64,0,0,0,0,0,13155.291499999999,17355.529349999986,17789.715210000002,48.229500000000002,12226.826749999995,14434.33678999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,24,100,9025,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.119002792,537.80250802855119,64,0,20,1,6042.3755000000001,13599.651749999999,14347.214459999999,0,0,0,46.5,5725.1267999999982,11762.909499999992,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,50,0,0.20000000000000001,0,750,0.19411720800000001,329.6977154132569,0,64,0,0,0,0,0,11841.708000000001,13814.2125,13845.58238,31.896000000000001,10950.433850000001,12324.593789999997,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.125632417,509.42265959907468,64,0,10,1,6474.8335000000006,12192.676749999997,13961.307999999999,0,0,0,28.750500000000002,7759.4794999999885,10048.596459999997,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k20-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,20,0,0.20000000000000001,0,750,0.178112458,359.32354602618534,0,64,0,0,0,0,0,10838.354500000001,12708.758999999996,12892.974620000001,14.583,9917.5642499999994,11475.144959999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.16750320899999999,382.08223222756288,64,0,4,1,10535.478999999999,12753.343699999998,13299.16675,0,0,0,13.875,9604.8750499999969,10708.246579999997,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.2459075,260.26046379227961,64,0,2,1,14886.645499999999,18196.303650000002,18797.686079999999,0,0,0,11.146000000000001,14943.898249999995,16119.703789999996,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,10,0,0.20000000000000001,0,750,0.1820735,351.50639714181364,0,64,0,0,0,0,0,10846.6245,12868.3483,12913.67229,11.583,9900.3625499999998,11373.278959999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,24,100,9025,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.16907612499999999,378.52771939267001,64,0,4,1,10785.145499999999,12502.712600000001,13625.99721,0,0,0,14.875,10082.2588,11273.313329999999,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,20,0,0.20000000000000001,0,750,0.148185709,431.89050031808398,0,64,0,0,0,0,0,8884.9580000000005,11587.196399999997,11741.365169999999,16.332999999999998,7976.1062499999989,8888.9959999999992,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k50-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,50,0,0.20000000000000001,0,750,0.18419354199999999,347.4606074951314,0,64,0,0,0,0,0,10829.541499999999,17825.284749999963,18899.782289999999,32.708500000000001,10102.967049999999,11038.92283,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,24,100,9025,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.13309312500000001,480.86631071289366,64,0,10,1,6416.0414999999994,12222.178549999999,13589.300209999999,0,0,0,32.332999999999998,10020.578699999978,11884.637499999997,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k10-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,10,0,0.20000000000000001,0,750,0.17315787499999999,369.60490535010319,0,64,0,0,0,0,0,10787.25,12837.992049999999,12867.76,13,9801.5643,10632.564169999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,24,100,9025,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.25301895800000002,252.94547296333423,64,0,2,1,15677.145499999999,21362.206299999987,23038.410329999999,0,0,0,12.125,14691.793649999998,16989.340499999995,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k100-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.114872375,557.14004346127604,64,0,20,1,5880.7289999999994,12131.173199999999,12286.36721,0,0,0,43.500500000000002,7077.8106999999964,9382.7157499999976,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,100,0,0.20000000000000001,0,750,0.23019995900000001,278.01916333095437,0,64,0,0,0,0,0,10934.666499999999,37397.964299999941,39123.14892,51.5,13057.30805,31299.15641999997,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,50,0,0.20000000000000001,0,750,0.171153792,373.93270258365061,0,64,0,0,0,0,0,10815.916499999999,11804.897349999999,11832.19375,29.666499999999999,9912.0027000000009,10335.469169999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.12776204099999999,500.93125860442387,64,0,10,1,6204.8130000000001,14325.878599999984,15111.14625,0,0,0,26.104500000000002,8461.2160999999851,10541.269289999998,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k100-e200000-g750-w4,random,25,117,9026,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.118593166,539.66010149353804,64,0,20,1,6125.1875,11571,13417.538,0,0,0,43.938000000000002,6009.8473999999969,10231.737709999998,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,100,0,0.20000000000000001,0,750,0.20216200000000001,316.57779404635886,0,64,0,0,0,0,0,11852.3745,19269.445599999977,19901.45837,56.853999999999999,11810.504399999994,16430.928459999992,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,25,117,9026,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.14481187500000001,441.95270588133741,64,0,10,1,7309.5625,15432.254399999996,16183.569170000001,0,0,0,37.1875,10101.374949999998,13711.873579999992,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,50,0,0.20000000000000001,0,750,0.22823258299999999,280.41570208229211,0,64,0,0,0,0,0,11300.583500000001,30702.143799999994,30899.575000000001,32.5,10800.687449999994,13305.687829999997,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k10-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,10,0,0.20000000000000001,0,750,0.193937791,330.00272752410592,0,64,0,0,0,0,0,10908.604500000001,15499.024999999989,15829.493420000001,15.6455,11624.393799999994,12879.934999999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.27893075000000001,229.44763171504039,64,0,2,1,16962.666499999999,20995.118750000001,21918.288539999998,0,0,0,14.396000000000001,16611.449949999998,18485.938039999994,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k20-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.17600666700000001,363.62258936475399,64,0,4,1,11437.478999999999,13957.872349999996,15554.303039999999,0,0,0,15.562999999999999,10452.126749999999,10963.182459999998,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17808041699999999,359.38819707503268,0,64,0,0,0,0,0,11007.854500000001,12841.8501,12865.454460000001,13.853999999999999,10867.618700000001,11829.129129999999,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k20-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,20,0,0.20000000000000001,0,750,0.17689908300000001,361.78819536334169,0,64,0,0,0,0,0,10776.333500000001,17486.441899999965,18517.76467,15.083500000000001,9869.0848499999993,10954.77621,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,25,117,9026,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.15804425,404.9498795432292,64,0,4,1,9952.875,13023.715099999999,13436.941999999999,0,0,0,15.666499999999999,9833.5517999999993,11255.917749999995,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k10-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,10,0,0.20000000000000001,0,750,0.182131083,351.39526403628753,0,64,0,0,0,0,0,10868.104500000001,14827.3483,14876.0825,13.3955,9986.2276500000007,12612.923209999995,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,25,117,9026,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.26663658299999998,240.02707835481075,64,0,2,1,16163.5005,21832.5026,22731.715749999999,0,0,0,12.374500000000001,15281.835649999992,16295.006959999995,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k100-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.129533542,494.08052163045153,64,0,20,1,6474.2914999999994,15713.715099999985,20102.31854,0,0,0,45.832999999999998,6683.71695,10454.151419999991,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,100,0,0.20000000000000001,0,750,0.19216208300000001,333.05217658366035,0,64,0,0,0,0,0,11786.4375,14694.074949999995,14872.936250000001,50.041499999999999,10817.350049999999,12210.135999999991,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,26,100,9027,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.12156975,526.44675176184865,64,0,20,1,6424.1045000000004,12785.768749999999,13408.19592,0,0,0,46.353999999999999,5718.9311999999991,10537.432829999996,64,0,3,3,0,60,3,48,3,3,0,1
