case,workload,repetition,hnsw_seed,tail_seed,writers,writes_per_s,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,fence_us,query_p50_us,query_p95_us,query_p99_us,mean_D,mean_W,max_W,max_cap,max_risk,timed_sync_successes,total_sync_attempts,total_sync_successes,total_sync_failures,timed_syncs_per_s,total_records_per_sync,policy_fences,age_fences,overshoots,enrichment,alarm,alarm_latency_ms,crash_frontier,crash_visible_lsn,crash_durable_lsn,crash_child_status,exposed_weak_records,surviving_weak_records,lost_weak_records,has_L_lt_M,M_max,L_max,delta_max,amplification_max,stable_losses,weak_survivors,stable_records_unchanged,cohort_records_unchanged,cohort_expectations_ok,post_recovery_suffix_ok,frontier_ok,recovery_ok,strict_ok
exchange-hot,hot,18,100,45019,4,536.435,5331.75,11503.4,11687.7,0,0,0,6432.54,8.812,4122.63,8080.74,168.32,4.68,9,9,0.0486486,2,3,3,0,42.9148,8.33333,2,0,0,4.19659,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,18,117,9019,4,478.712,6272.62,11621.7,13836,0,0,0,6863.29,10.6665,4679.67,8830.44,168.32,4.68,9,9,0.0486486,2,3,3,0,38.2969,8.33333,2,0,0,1.1618,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,18,100,9019,4,376.911,9845.38,14896.9,16939.8,0,0,0,1144.75,11.8335,27.6475,39084.9,170.92,2.08,4,1638,0.0243902,7,8,8,0,105.535,3.125,0,8,0,0.858491,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,18,117,9019,4,371.532,10067.6,12371,12779.8,0,0,0,7196.79,11.7295,8782.61,9976.15,170.56,2.44,4,4,0.0243902,6,7,7,0,89.1678,3.57143,6,0,0,1.16941,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,18,117,9019,4,251.724,16711.6,17802.7,18104.3,0,0,0,7590.33,10.896,15826.2,16320.5,171.52,1.48,2,2,0.2,12,13,13,0,120.828,1.92308,12,0,0,1.20541,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,19,117,9020,4,363.061,10158,15000.8,16105,0,0,0,778.792,12,31.0847,51011.7,170.92,2.08,4,1638,0.0243902,7,8,8,0,101.657,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,19,100,9020,4,259.697,14807,17952.4,18723.7,0,0,0,7590.96,12.6455,12149.6,16768.3,171.52,1.48,2,2,0.2,12,13,13,0,124.655,1.92308,12,0,0,1.7011,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,19,117,45020,4,268.034,14672.9,17923.4,18043,0,0,0,6637.04,9.875,10659.7,13744.3,171.52,1.48,2,2,0.2,12,13,13,0,128.656,1.92308,12,0,0,3.22414,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,19,100,9020,4,483.636,6768.54,13277,13588.9,0,0,0,6436.08,11.4795,7225.98,11694.6,168.32,4.68,9,9,0.0486486,2,3,3,0,38.6909,8.33333,2,0,0,1.24856,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,19,117,45020,4,499.417,5881.38,10720.5,10757.5,0,0,0,6303.46,10.6045,6507.12,9587.32,168.32,4.68,9,9,0.0486486,2,3,3,0,39.9534,8.33333,2,0,0,4.21168,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,19,117,9020,4,333,0,0,0,10736,12178.3,12186,1141.88,10.521,9379.65,10451,174.44,0,0,0,0.4,7,7,7,0,93.24,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,19,100,45020,4,159.041,3394.81,5255.26,5418.15,29740.7,34079,35385.3,1143.83,11.7915,27050.6,29802.2,173.8,0.4,4,9,0.0243902,22,22,22,0,139.956,1.13636,16,0,0,2.7033,1,5.738,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,19,100,9020,4,366.443,10804.1,11732.6,11936.9,0,0,0,6044.42,11.4375,6376.06,10019.2,170.56,2.44,4,4,0.0243902,6,7,7,0,87.9463,3.57143,6,0,0,1.6393,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,20,117,45021,4,161.135,3528.19,5291.63,5447.19,26735,37906.3,39145.2,1149.33,11.3335,1974.95,19731.6,173.8,0.4,4,9,0.0243902,22,22,22,0,141.799,1.13636,16,0,0,2.84158,1,5.571,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,20,117,9021,4,383.639,10250.9,10988.3,11036,0,0,0,5890.08,11.104,9538.04,10066.8,170.56,2.44,4,4,0.0243902,6,7,7,0,92.0733,3.57143,6,0,0,0.905775,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,20,100,45021,4,226.901,16779.2,22237.4,22503.7,0,0,0,7632.79,10.479,14905.6,19762.7,171.52,1.48,2,2,0.2,12,13,13,0,108.913,1.92308,12,0,0,3.71286,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,20,117,9021,4,244.456,15837.4,18828.9,19647.9,0,0,0,7643.12,10.8955,11678.1,15642.8,171.52,1.48,2,2,0.2,12,13,13,0,117.339,1.92308,12,0,0,0.24836,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,20,100,9021,4,369.516,10048,15545.9,15882.3,0,0,0,1146.75,11.3545,30.3064,15727,170.92,2.08,4,1638,0.0243902,7,8,8,0,103.464,3.125,0,8,0,0.85,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,20,100,45021,4,530.423,6476.79,10318,10431,0,0,0,6911.58,10.75,7336.37,9237.99,168.32,4.68,9,9,0.0486486,2,3,3,0,42.4338,8.33333,2,0,0,4.20717,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,20,117,9021,4,509.877,5657.58,13013,13206.4,0,0,0,7045.62,11.2505,4447.48,9861.18,168.32,4.68,9,9,0.0486486,2,3,3,0,40.7902,8.33333,2,0,0,0.580902,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,20,100,9021,4,346.5,0,0,0,10694.7,11856.9,11875.5,1143.67,10.625,9143.71,9711.47,174.44,0,0,0,0.4,7,7,7,0,97.0199,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,21,117,9022,4,377.337,9128.12,14508.1,14697.5,0,0,0,1141.54,9.833,42.1061,36035.8,170.92,2.08,4,1638,0.0243902,7,8,8,0,105.654,3.125,0,8,0,0.858491,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,21,117,45022,4,519.896,6228.29,11321.4,11334.3,0,0,0,6011.83,9.667,7625.83,9591.86,168.32,4.68,9,9,0.0486486,2,3,3,0,41.5916,8.33333,2,0,0,4.20696,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,21,117,9022,4,316.023,0,0,0,10849.9,13975,13981.8,1146.12,10.417,9612.9,11870.2,174.44,0,0,0,0.4,7,7,7,0,88.4865,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,21,100,45022,4,165.345,3191.73,4860.18,5009.7,25820.4,38238.4,39510.9,1142.71,11.8955,24080.3,31642.3,173.8,0.4,4,9,0.0243902,22,22,22,0,145.504,1.13636,16,0,0,2.7033,1,5.27,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,21,100,9022,4,491.381,6162.08,12448,12550.7,0,0,0,6647.5,11.333,6943.9,11102.4,168.32,4.68,9,9,0.0486486,2,3,3,0,39.3105,8.33333,2,0,0,0.582531,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,21,117,45022,4,254.93,15530.5,17798.5,18357.2,0,0,0,7708.04,11.666,14397.8,14786.7,171.52,1.48,2,2,0.2,12,13,13,0,122.366,1.92308,12,0,0,3.73244,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,21,100,9022,4,252.171,15696.9,18871.2,18937.5,0,0,0,6719.88,10.813,16366.4,17652.1,171.52,1.48,2,2,0.2,12,13,13,0,121.042,1.92308,12,0,0,0.723244,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,21,100,9022,4,371.718,10367.5,12362.9,12584.9,0,0,0,6758.21,10.75,9909.06,10798,170.56,2.44,4,4,0.0243902,6,7,7,0,89.2123,3.57143,6,0,0,0.519009,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,22,117,45023,4,172.157,3694.6,5261.62,5395.72,25755.5,31716.7,33108.8,1145.21,9.6665,24122.2,27225.1,173.8,0.4,4,9,0.0243902,22,22,22,0,151.498,1.13636,16,0,0,2.84158,1,5.491,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,22,117,9023,4,242.081,16459.5,18344.2,18685.8,0,0,0,7648.92,12.021,4264.88,13834,171.52,1.48,2,2,0.2,12,13,13,0,116.199,1.92308,12,0,0,0.248933,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,22,100,45023,4,242.336,16770.5,18015.9,18074.5,0,0,0,9733.88,13.396,15100.3,16464,171.52,1.48,2,2,0.2,12,13,13,0,116.321,1.92308,12,0,0,3.63701,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,22,100,9023,4,337.06,0,0,0,10832.9,11970.6,11976.4,1143.5,11.4165,9654.06,10643.5,174.44,0,0,0,0.4,7,7,7,0,94.3767,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,22,100,45023,4,518.931,6151.79,11250.6,11386.8,0,0,0,4960.58,10.812,6666.86,10293.6,168.32,4.68,9,9,0.0486486,2,3,3,0,41.5145,8.33333,2,0,0,4.20855,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,22,117,9023,4,487.935,6250.12,12845.7,12913.7,0,0,0,6223.38,11.125,7321.68,11437.2,168.32,4.68,9,9,0.0486486,2,3,3,0,39.0348,8.33333,2,0,0,1.33541,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,22,100,9023,4,415.823,9044.67,12653.5,13020.7,0,0,0,1142,10.2085,29.0249,28602,170.92,2.08,4,1638,0.0243902,7,8,8,0,116.43,3.125,0,8,0,1.71292,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,22,117,9023,4,382.48,10111.2,10765,11569.1,0,0,0,6582.25,11.292,6505.24,9331.48,170.56,2.44,4,4,0.0243902,6,7,7,0,91.7952,3.57143,6,0,0,0.911884,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,23,117,45024,4,542.164,5487.5,12202.3,12258,0,0,0,5935.62,9.791,7231.29,8929.1,168.32,4.68,9,9,0.0486486,2,3,3,0,43.3731,8.33333,2,0,0,4.19702,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,23,117,9024,4,351.974,0,0,0,10813.2,10896.4,10902.9,1142.33,11.2915,4343.83,9667.49,174.44,0,0,0,0.4,7,7,7,0,98.5527,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,23,117,45024,4,277,14678.8,15577.2,15763.4,0,0,0,7755.25,10.8335,13329.9,13787.7,171.52,1.48,2,2,0.2,12,13,13,0,132.96,1.92308,12,0,0,3.63202,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,23,100,45024,4,157.008,3260.67,4833.6,4972.65,26823.2,35066.6,36254.2,1145.96,11.417,24613.7,29587.8,173.8,0.4,4,9,0.0243902,22,22,22,0,138.167,1.13636,16,0,0,2.84158,1,5.047,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,23,100,9024,4,346.161,10994.5,13775.9,14040.5,0,0,0,6697.46,10.646,10057.2,12183.8,170.56,2.44,4,4,0.0243902,6,7,7,0,83.0787,3.57143,6,0,0,0.906988,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,23,100,9024,4,270.815,14781.1,15763.6,15812.4,0,0,0,7671.17,11.3125,13365.9,13679.5,171.52,1.48,2,2,0.2,12,13,13,0,129.991,1.92308,12,0,0,1.48714,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-random,random,23,100,9024,4,491.435,5970.33,11985.6,12018,0,0,0,6690,11.813,4917.74,9057.26,168.32,4.68,9,9,0.0486486,2,3,3,0,39.3148,8.33333,2,0,0,0.970888,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,23,117,9024,4,375.629,10025,15360.3,15836,0,0,0,1145.58,10.9585,36.1914,19615.6,170.92,2.08,4,1638,0.0243902,7,8,8,0,105.176,3.125,0,8,0,0.852217,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,24,100,45025,4,542.871,5663,10815.8,10889.1,0,0,0,6008.79,11.104,6667.26,9687.01,168.32,4.68,9,9,0.0486486,2,3,3,0,43.4297,8.33333,2,0,0,4.19702,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,24,117,9025,4,556.674,5503.71,10534.7,10602,0,0,0,6764.67,10.521,4750.43,7916.2,168.32,4.68,9,9,0.0486486,2,3,3,0,44.5339,8.33333,2,0,0,0.840817,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-random,random,24,117,9025,4,270.828,15472.6,16758.2,17161.6,0,0,0,7090.08,12.2705,12933.6,14952.6,171.52,1.48,2,2,0.2,12,13,13,0,129.997,1.92308,12,0,0,0.97032,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,24,117,9025,4,341.129,10803.9,13178.9,13315.7,0,0,0,5808.83,11.9375,9945.25,11496.8,170.56,2.44,4,4,0.0243902,6,7,7,0,81.871,3.57143,6,0,0,1.00868,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,24,100,9025,4,357.599,10111.3,15212.6,15692.9,0,0,0,1148.42,8.792,26.077,51587.7,170.92,2.08,4,1638,0.0243902,7,8,8,0,100.128,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,24,100,45025,4,262.397,14849.1,17244.4,17676,0,0,0,9740.08,10.562,14396.8,15328.3,171.52,1.48,2,2,0.2,12,13,13,0,125.95,1.92308,12,0,0,3.45875,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,24,100,9025,4,341.803,0,0,0,10869.8,11791,11809.9,1146.12,14.7085,9872.56,10602.5,174.44,0,0,0,0.4,7,7,7,0,95.7048,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,24,117,45025,4,159.119,3517.33,5141.98,5279.76,27871.9,33819.9,35100,1142.17,10.125,26631.1,29271.6,173.8,0.4,4,9,0.0243902,22,22,22,0,140.025,1.13636,16,0,0,2.84158,1,5.359,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,25,100,9026,4,475.119,6274.33,13067.9,13542.1,0,0,0,6569.38,11.5835,8167.26,12276.4,168.32,4.68,9,9,0.0486486,2,3,3,0,38.0095,8.33333,2,0,0,1.16258,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,25,117,45026,4,537.056,5731.54,11628,11695.8,0,0,0,6129.29,9.479,5681.95,8139.77,168.32,4.68,9,9,0.0486486,2,3,3,0,42.9645,8.33333,2,0,0,4.1997,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-hot,hot,25,117,45026,4,249.433,15810.5,18820.1,19108.5,0,0,0,6754.38,9.7295,16247.3,17133.5,171.52,1.48,2,2,0.2,12,13,13,0,119.728,1.92308,12,0,0,3.63266,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,25,100,9026,4,377.07,10533.8,11383.7,11709.2,0,0,0,5538.96,9.667,9277.64,9791.58,170.56,2.44,4,4,0.0243902,6,7,7,0,90.4968,3.57143,6,0,0,0.903918,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,25,100,9026,4,265.641,14775.5,17764.5,17781.7,0,0,0,6803.42,9.979,13295.9,15853.7,171.52,1.48,2,2,0.2,12,13,13,0,127.508,1.92308,12,0,0,0.988214,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,25,117,9026,4,355.991,10481.1,15267.7,17168.3,0,0,0,1143.08,9.7705,25.1213,52233.3,170.92,2.08,4,1638,0.0243902,7,8,8,0,99.6774,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,25,117,9026,4,337.249,0,0,0,10872.1,11809.9,11814,1141.5,9.2085,9790.97,10355.5,174.44,0,0,0,0.4,7,7,7,0,94.4297,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,25,100,45026,4,166.369,3566.15,5357.85,5509.14,26880.2,33963.8,35464.2,784.167,13.583,26789.8,29681.8,173.8,0.4,4,9,0.0243902,22,22,22,0,146.404,1.13636,16,0,0,2.53086,1,5.766,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,26,100,45027,4,492.731,6483.25,10800.3,12941.4,0,0,0,6222.71,9.896,7577.69,11940,168.32,4.68,9,9,0.0486486,2,3,3,0,39.4184,8.33333,2,0,0,4.2182,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,26,117,9027,4,226.707,16911.2,23531.1,24922.9,0,0,0,8840.67,13.542,17116.3,20481.6,171.52,1.48,2,2,0.2,12,13,13,0,108.819,1.92308,12,0,0,0.990155,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,26,117,9027,4,341.393,11572.4,13553.6,15367,0,0,0,6047.29,12.458,6284.71,10501.3,170.56,2.44,4,4,0.0243902,6,7,7,0,81.9343,3.57143,6,0,0,0.776886,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,26,100,9027,4,308.191,0,0,0,10829.1,14842.7,14856.5,959.334,10.979,9216.97,10562.5,174.44,0,0,0,0.4,7,7,7,0,86.2934,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,26,100,45027,4,214.795,17772.8,26077,27748.8,0,0,0,7629.88,13.458,16995.3,18007.1,171.52,1.48,2,2,0.2,12,13,13,0,103.102,1.92308,12,0,0,3.7154,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,26,117,9027,4,484.368,6865.21,11930.6,12090.4,0,0,0,7464.54,11.146,7980.36,10669.7,168.32,4.68,9,9,0.0486486,2,3,3,0,38.7495,8.33333,2,0,0,0.890276,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,26,117,45027,4,167.683,3427.6,5074.09,5219.88,26859.8,36019.8,37412.4,957.291,9.7915,24172.7,30629.1,173.8,0.4,4,9,0.0243902,22,22,22,0,147.561,1.13636,16,0,0,2.84158,1,5.304,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,26,100,9027,4,354.849,10440.6,16231.3,16928.9,0,0,0,952.5,8.3965,14273.3,33547.7,170.92,2.08,4,1638,0.0243902,7,8,8,0,99.3576,3.125,0,8,0,0.852217,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,27,100,9028,4,361.274,10953.2,11888.3,11976,0,0,0,6640.12,11.188,6729.41,9834.26,170.56,2.44,4,4,0.0243902,6,7,7,0,86.7058,3.57143,6,0,0,1.03585,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-random,random,27,100,9028,4,553.656,5444.38,11058,11156.5,0,0,0,5703.17,10.6875,4286.39,7357.77,168.32,4.68,9,9,0.0486486,2,3,3,0,44.2925,8.33333,2,0,0,1.16258,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,27,117,45028,4,263.138,14880.1,16797.5,17135.9,0,0,0,6738.96,10.6035,14385.8,15558.9,171.52,1.48,2,2,0.2,12,13,13,0,126.306,1.92308,12,0,0,3.7058,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,27,100,45028,4,160.184,3563.52,5506.56,5666.14,28798.5,35070,36353.7,962.833,17.2915,11706,27221.3,173.8,0.4,4,9,0.0243902,22,22,22,0,140.962,1.13636,16,0,0,2.7033,1,5.942,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,27,117,9028,4,383.087,9966.21,15263.9,15441.6,0,0,0,958.625,9.333,21.1312,48355.1,170.92,2.08,4,1638,0.0243902,7,8,8,0,107.264,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,27,117,45028,4,517.577,5989.12,12309.5,12599.5,0,0,0,5971.25,8.8335,7156.71,11315.8,168.32,4.68,9,9,0.0486486,2,3,3,0,41.4062,8.33333,2,0,0,4.19541,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,27,100,9028,4,246.91,15101,21076.1,21745.6,0,0,0,5776.92,10.9585,5866.09,16053.4,171.52,1.48,2,2,0.2,12,13,13,0,118.517,1.92308,12,0,0,0.495712,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,27,117,9028,4,332.76,0,0,0,10824.3,12830.3,12846,953.458,10.1255,9855.53,10585.4,174.44,0,0,0,0.4,7,7,7,0,93.1727,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,28,100,9029,4,375.926,10127.9,16111.4,16326.7,0,0,0,956.5,9.4375,26.6859,40348,170.92,2.08,4,1638,0.0243902,7,8,8,0,105.259,3.125,0,8,0,0.858491,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
