case,workload,repetition,hnsw_seed,tail_seed,writers,writes_per_s,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,fence_us,query_p50_us,query_p95_us,query_p99_us,mean_D,mean_W,max_W,max_cap,max_risk,timed_sync_successes,total_sync_attempts,total_sync_successes,total_sync_failures,timed_syncs_per_s,total_records_per_sync,policy_fences,age_fences,overshoots,enrichment,alarm,alarm_latency_ms,crash_frontier,crash_visible_lsn,crash_durable_lsn,crash_child_status,exposed_weak_records,surviving_weak_records,lost_weak_records,has_L_lt_M,M_max,L_max,delta_max,amplification_max,stable_losses,weak_survivors,stable_records_unchanged,cohort_records_unchanged,cohort_expectations_ok,post_recovery_suffix_ok,frontier_ok,recovery_ok,strict_ok
exchange-hot-guard,hot,8,117,45009,4,140.363,3495.19,5132.57,5277.65,33779.7,39009,40281.7,1149.71,9.6665,26466.5,33102.7,173.8,0.4,4,9,0.0243902,22,22,22,0,123.52,1.13636,16,0,0,2.84158,1,5.378,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,8,100,9009,4,323.807,0,0,0,10834.6,11977.5,11989.6,1147.88,11.437,4365.2,10486.4,174.44,0,0,0,0.4,7,7,7,0,90.666,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,8,100,45009,4,480.789,6257.71,12550.4,12636.7,0,0,0,5509.54,13.3335,5546,9324.89,168.32,4.68,9,9,0.0486486,2,3,3,0,38.4631,8.33333,2,0,0,4.21799,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot,hot,9,117,45010,4,475.423,6060.42,14736.7,14769.5,0,0,0,6258.58,12.125,5084.92,8884.02,168.32,4.68,9,9,0.0486486,2,3,3,0,38.0338,8.33333,2,0,0,4.22592,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,9,117,9010,4,323.973,0,0,0,11825.5,12873.6,12886.3,1162.54,12.396,10374.8,11004.4,174.44,0,0,0,0.4,7,7,7,0,90.7124,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,9,100,45010,4,160.1,3159.79,4804.51,4945.4,26784,36346.9,37556.5,1143.5,12.958,10716.7,30050.2,173.8,0.4,4,9,0.0243902,22,22,22,0,140.888,1.13636,16,0,0,2.7033,1,5.221,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,9,100,9010,4,214.688,18964.2,24489,24918.2,0,0,0,6500.92,11.687,10351.2,20450.9,171.52,1.48,2,2,0.2,12,13,13,0,103.05,1.92308,12,0,0,1.24172,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,9,117,9010,4,373.609,10278.4,14240.1,14296,0,0,0,1148.83,9.7295,22.4814,34.8808,170.92,2.08,4,1638,0.0243902,7,8,8,0,104.61,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,9,100,9010,4,341.352,11020.5,14940.2,15026.3,0,0,0,7569.71,11.3125,9531.79,10774.2,170.56,2.44,4,4,0.0243902,6,7,7,0,81.9244,3.57143,6,0,0,0.881661,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,9,100,9010,4,517.428,6221.17,11113.5,11332.8,0,0,0,5566.17,10.042,5805.27,8266.78,168.32,4.68,9,9,0.0486486,2,3,3,0,41.3943,8.33333,2,0,0,0.970173,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,9,117,45010,4,254.613,15596.3,16962.9,17579.8,0,0,0,6746.38,9.646,12311.3,15968.6,171.52,1.48,2,2,0.2,12,13,13,0,122.214,1.92308,12,0,0,3.47641,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,10,100,9011,4,341.99,0,0,0,10775.1,10898.4,10901.8,1147.25,10.4165,9621.87,9715.71,174.44,0,0,0,0.4,7,7,7,0,95.7572,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,10,100,45011,4,202.912,16824.7,30550.5,33114.8,0,0,0,7841.75,12.958,16730.9,26140.6,171.52,1.48,2,2,0.2,12,13,13,0,97.3979,1.92308,12,0,0,3.71784,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,10,117,45011,4,168.766,3028.48,4581.44,4718.82,26753.7,33308.8,34487.6,1142.75,11.8335,26107.5,29010.3,173.8,0.4,4,9,0.0243902,22,22,22,0,148.514,1.13636,16,0,0,2.7033,1,4.998,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,10,117,9011,4,356.064,10845.9,12478.1,12696,0,0,0,5728.88,11.1665,9992.31,10291,170.56,2.44,4,4,0.0243902,6,7,7,0,85.4555,3.57143,6,0,0,0.881661,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,10,100,9011,4,325.789,11064,20891.3,22233.5,0,0,0,991,10,34.8224,56388.8,170.92,2.08,4,1638,0.0243902,7,8,8,0,91.2208,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,10,117,9011,4,494.811,6501.21,11985.2,12265.7,0,0,0,6972.5,10.542,7574.13,11112.1,168.32,4.68,9,9,0.0486486,2,3,3,0,39.5849,8.33333,2,0,0,0.776708,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,10,100,45011,4,466.337,7711.33,12329.6,12485.2,0,0,0,7328.96,10.4165,4717.42,9779.63,168.32,4.68,9,9,0.0486486,2,3,3,0,37.307,8.33333,2,0,0,4.20415,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,10,117,9011,4,254.471,15727.9,17788.4,18568.3,0,0,0,7744.83,10.8335,13996.6,16222.6,171.52,1.48,2,2,0.2,12,13,13,0,122.146,1.92308,12,0,0,0.744614,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,11,117,45012,4,249.451,15805.8,17802.1,17998.7,0,0,0,7729.42,10.1045,14884,16498.4,171.52,1.48,2,2,0.2,12,13,13,0,119.736,1.92308,12,0,0,3.86447,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,11,100,9012,4,536.525,5865.71,10692.8,10853.6,0,0,0,7107.21,11.25,6951,9484.75,168.32,4.68,9,9,0.0486486,2,3,3,0,42.922,8.33333,2,0,0,0.691143,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,11,117,45012,4,559.709,5461.46,10456.5,10502.8,0,0,0,6322.58,9.3125,3968.4,4288.55,168.32,4.68,9,9,0.0486486,2,3,3,0,44.7767,8.33333,2,0,0,4.20255,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,11,100,45012,4,156.098,3715.81,5308.45,5445.46,28865.6,35549.7,37006.5,1139.88,11.104,26571.1,27467.5,173.8,0.4,4,9,0.0243902,22,22,22,0,137.366,1.13636,16,0,0,2.7033,1,5.54,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,11,117,9012,4,388.21,9173.96,14560.6,15217.2,0,0,0,1148.67,10.646,40.217,47437.5,170.92,2.08,4,1638,0.0243902,7,8,8,0,108.699,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,11,117,9012,4,332.905,0,0,0,10939.4,11940.7,11943.4,1143.08,10.8955,10126.2,10722.5,174.44,0,0,0,0.4,7,7,7,0,93.2134,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,11,100,9012,4,356.06,10806.9,11985.2,12057.8,0,0,0,5674.54,11.3755,10167,10893,170.56,2.44,4,4,0.0243902,6,7,7,0,85.4545,3.57143,6,0,0,0.646519,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,11,100,9012,4,256.936,15776.5,16699.7,16755.1,0,0,0,6711.21,10.771,14413.3,15379.5,171.52,1.48,2,2,0.2,12,13,13,0,123.329,1.92308,12,0,0,1.24347,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,12,100,45013,4,244.404,15006.4,21742.6,22449.2,0,0,0,7632.62,9.3955,13037.6,14352.9,171.52,1.48,2,2,0.2,12,13,13,0,117.314,1.92308,12,0,0,3.46091,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,12,100,9013,4,320.047,0,0,0,11849.7,12737.4,12770.6,780.375,12.521,10136.6,11317.5,174.44,0,0,0,0.4,7,7,7,0,89.613,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,12,100,9013,4,335.129,10187.7,15957.7,16402.4,0,0,0,869.125,12.0625,23.0212,54986.4,170.92,2.08,4,1638,0.0243902,7,8,8,0,93.8362,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,12,117,9013,4,509.156,6395.62,11405.6,11568.2,0,0,0,6036.92,11.708,8114.18,9718.52,168.32,4.68,9,9,0.0486486,2,3,3,0,40.7325,8.33333,2,0,0,0.756481,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,12,117,9013,4,247.366,15874.2,18540,18881.1,0,0,0,6654.92,12.2295,15249.1,17298.5,171.52,1.48,2,2,0.2,12,13,13,0,118.736,1.92308,12,0,0,0.482426,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,12,117,9013,4,389.282,10332.7,11175.1,11385.6,0,0,0,5807.83,10.8545,8838.15,9839.7,170.56,2.44,4,4,0.0243902,6,7,7,0,93.4277,3.57143,6,0,0,0.775293,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,12,117,45013,4,167.718,2897.6,4474.11,4618.69,26717,34481.1,35591.7,1139.46,8.896,25131.3,29468,173.8,0.4,4,9,0.0243902,22,22,22,0,147.592,1.13636,16,0,0,2.7033,1,4.878,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,12,100,45013,4,495.157,5855.17,11395,11440.9,0,0,0,5974.08,9.979,6750.75,10050.7,168.32,4.68,9,9,0.0486486,2,3,3,0,39.6125,8.33333,2,0,0,4.19702,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,13,100,9014,4,506.62,6089.54,13718.7,13756.4,0,0,0,6605.67,12.7705,2327.15,10377.7,168.32,4.68,9,9,0.0486486,2,3,3,0,40.5296,8.33333,2,0,0,1.06876,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,13,117,9014,4,324.313,0,0,0,10903.5,12836.2,12840.2,1140.54,11.8125,9691.9,10386.2,174.44,0,0,0,0.4,7,7,7,0,90.8078,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,13,117,45014,4,244.534,15702.5,18762.7,19057.8,0,0,0,7725.96,10.25,11774.5,13870.2,171.52,1.48,2,2,0.2,12,13,13,0,117.376,1.92308,12,0,0,3.47661,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,13,100,9014,4,341.417,10932.9,14580,14738.5,0,0,0,6115.54,11.833,9809.24,12418.6,170.56,2.44,4,4,0.0243902,6,7,7,0,81.94,3.57143,6,0,0,1.03948,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,13,117,9014,4,328.295,11341.4,17301.8,18210.4,0,0,0,1142.71,9.7085,21.5626,55715,170.92,2.08,4,1638,0.0243902,7,8,8,0,91.9226,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,13,100,45014,4,137.252,3539.98,5426.51,5600.03,27720.2,38757.3,40092.2,1143.96,10.9785,25208.6,26392.1,173.8,0.4,4,9,0.0243902,22,22,22,0,120.781,1.13636,16,0,0,2.7033,1,5.706,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,13,117,45014,4,489.584,6603,11872.8,11923.6,0,0,0,6790.08,10.917,4263.75,5060.78,168.32,4.68,9,9,0.0486486,2,3,3,0,39.1667,8.33333,2,0,0,4.20255,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,13,100,9014,4,242.02,15757.1,20638.3,21035.2,0,0,0,6682.46,10.6455,15192,18594.7,171.52,1.48,2,2,0.2,12,13,13,0,116.17,1.92308,12,0,0,0.988831,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,14,100,9015,4,332.406,11277.1,18461.6,19289.6,0,0,0,1146,12.1875,65.7273,55706.4,170.92,2.08,4,1638,0.0243902,7,8,8,0,93.0737,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,14,100,45015,4,199.543,19803.5,24676.7,24734.5,0,0,0,8696.21,14.9375,15825.5,22262,171.52,1.48,2,2,0.2,12,13,13,0,95.7805,1.92308,12,0,0,3.4787,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,14,117,9015,4,360.907,10741.1,12695.9,13968.9,0,0,0,7620.29,12.063,9987.95,12560.8,170.56,2.44,4,4,0.0243902,6,7,7,0,86.6176,3.57143,6,0,0,1.13356,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,14,100,45015,4,496.075,6168.92,10812.1,10860.3,0,0,0,6152.58,10.8125,1781.22,4473.56,168.32,4.68,9,9,0.0486486,2,3,3,0,39.686,8.33333,2,0,0,4.23325,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,14,117,45015,4,163.169,3387.23,5328.77,5503.09,28798.3,36076.1,37226.9,1144.62,11.396,40.5583,15682.3,173.8,0.4,4,9,0.0243902,22,22,22,0,143.589,1.13636,16,0,0,2.7033,1,5.783,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,14,117,9015,4,446.345,7002.54,12346.3,12651.2,0,0,0,6142.71,13.979,2381.71,5302.11,168.32,4.68,9,9,0.0486486,2,3,3,0,35.7076,8.33333,2,0,0,0.706906,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,14,117,9015,4,260.065,14768.7,18691.8,18847.5,0,0,0,7748.46,10.6875,13315.5,16134.1,171.52,1.48,2,2,0.2,12,13,13,0,124.831,1.92308,12,0,0,1.48514,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,14,100,9015,4,304.213,0,0,0,11764.1,15785.1,15813.1,1144.33,11.833,4460.48,10481.2,174.44,0,0,0,0.4,7,7,7,0,85.1797,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,15,117,9016,4,358.556,10294.7,16826.8,17294.1,0,0,0,1143.96,9.854,43.8392,51621.1,170.92,2.08,4,1638,0.0243902,7,8,8,0,100.396,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,15,100,9016,4,341.338,11451.8,13866,13943.7,0,0,0,6086.75,11.167,9837.71,10826.5,170.56,2.44,4,4,0.0243902,6,7,7,0,81.9212,3.57143,6,0,0,1.26116,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,15,117,45016,4,259.833,14813.8,16466.1,17562.7,0,0,0,7727.71,10.1875,13683.3,13916.1,171.52,1.48,2,2,0.2,12,13,13,0,124.72,1.92308,12,0,0,3.47487,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,15,100,9016,4,244.46,15962.5,20557.7,20778.8,0,0,0,6667.67,11.625,11690.8,14950.1,171.52,1.48,2,2,0.2,12,13,13,0,117.341,1.92308,12,0,0,1.23839,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,15,100,45016,4,139.483,3670.44,5783.89,5976.54,29868.5,41823.8,41835.9,1146.38,14.5625,13866.1,31775.9,173.8,0.4,4,9,0.0243902,22,22,22,0,122.745,1.13636,16,0,0,2.84158,1,6.063,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,15,117,9016,4,323.829,0,0,0,10898.5,13855.2,13863.1,1149.25,12.167,4359.93,9872.35,174.44,0,0,0,0.4,7,7,7,0,90.672,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,15,100,9016,4,481.383,6483.04,14239.4,14248.3,0,0,0,5536.75,11.833,4790.02,10874,168.32,4.68,9,9,0.0486486,2,3,3,0,38.5106,8.33333,2,0,0,1.04915,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,15,117,45016,4,565.348,5836.96,9574.43,9684.35,0,0,0,5040.75,10.7915,1877.01,6945.31,168.32,4.68,9,9,0.0486486,2,3,3,0,45.2278,8.33333,2,0,0,4.22738,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,16,117,9017,4,497.639,5923.46,13840.7,13935.5,0,0,0,6677.42,11.042,8839.28,9639.39,168.32,4.68,9,9,0.0486486,2,3,3,0,39.8111,8.33333,2,0,0,0.839081,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,16,100,45017,4,242.218,16822,18776.8,18843.8,0,0,0,6750.17,8.854,15946.7,17300.2,171.52,1.48,2,2,0.2,12,13,13,0,116.264,1.92308,12,0,0,3.45875,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,16,100,45017,4,509.172,5882.38,12177.8,12271.1,0,0,0,7028.71,10.917,4527.56,9145.55,168.32,4.68,9,9,0.0486486,2,3,3,0,40.7338,8.33333,2,0,0,4.21256,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,16,117,9017,4,377.355,9779.17,13764.2,13773.6,0,0,0,5866.62,11.313,8585.79,8980.53,170.56,2.44,4,4,0.0243902,6,7,7,0,90.5652,3.57143,6,0,0,0.631788,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,16,100,9017,4,374.522,9597.29,15311.6,16039.3,0,0,0,1140.21,9.8335,27.3184,26508.8,170.92,2.08,4,1638,0.0243902,7,8,8,0,104.866,3.125,0,8,0,0.854369,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,16,117,45017,4,167.642,3438.62,4934.09,5061.22,26913.3,31942.7,33210.1,1142.46,10.562,26629.1,28343.7,173.8,0.4,4,9,0.0243902,22,22,22,0,147.525,1.13636,16,0,0,2.84158,1,5.135,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,16,117,9017,4,244.375,15712.5,19558,19760.7,0,0,0,7617.08,10.2915,14152.7,17036.2,171.52,1.48,2,2,0.2,12,13,13,0,117.3,1.92308,12,0,0,0.49641,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,16,100,9017,4,320.365,0,0,0,10846,13731.3,13735.9,1142.5,10.938,4385.18,11632.1,174.44,0,0,0,0.4,7,7,7,0,89.7022,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,17,117,45018,4,476.68,5732.92,13745.1,13758.4,0,0,0,6682.46,10.5625,4451.17,9876.78,168.32,4.68,9,9,0.0486486,2,3,3,0,38.1344,8.33333,2,0,0,4.22369,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,17,100,9018,4,366.017,10812,11770,11831.5,0,0,0,6932.12,10.521,9909.76,9941.71,170.56,2.44,4,4,0.0243902,6,7,7,0,87.844,3.57143,6,0,0,1.42044,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,17,117,9018,4,379.924,9927.38,14594.5,16033.3,0,0,0,1162.62,8.417,27.0019,48849.7,170.92,2.08,4,1638,0.0243902,7,8,8,0,106.379,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,17,117,45018,4,268.34,14824.4,16135.9,16677.4,0,0,0,7739.08,9.2715,13986.9,14503.9,171.52,1.48,2,2,0.2,12,13,13,0,128.803,1.92308,12,0,0,3.46533,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,17,100,45018,4,163.235,3376.58,4854.84,4985.13,26817,31890.6,33156.6,1153.75,11.6875,26552.3,28755.9,173.8,0.4,4,9,0.0243902,22,22,22,0,143.647,1.13636,16,0,0,2.84158,1,5.054,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,17,117,9018,4,290.268,0,0,0,10842,15847.8,15852,1142.62,11.375,11465.1,14367.3,174.44,0,0,0,0.4,7,7,7,0,81.275,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,17,100,9018,4,249.375,15606.7,18800.5,18819.6,0,0,0,6729.79,10.521,13804.3,16578.8,171.52,1.48,2,2,0.2,12,13,13,0,119.7,1.92308,12,0,0,0.741623,0,-1,strict-cap-before-fence,2097154,1048601,87,2,0,2,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-random,random,17,100,9018,4,558.447,5504.17,11066.7,11095,0,0,0,6388.75,11.2295,4631.34,8255.41,168.32,4.68,9,9,0.0486486,2,3,3,0,44.6757,8.33333,2,0,0,1.29356,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,18,100,9019,4,332.987,0,0,0,10793.1,13838.9,13850.6,1140.12,11.2915,9131.92,9770.55,174.44,0,0,0,0.4,7,7,7,0,93.2363,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,18,100,45019,4,251.95,15958,17174.3,18383.2,0,0,0,7693.88,11.3125,11184.5,15541.6,171.52,1.48,2,2,0.2,12,13,13,0,120.936,1.92308,12,0,0,3.7154,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,18,117,45019,4,161.244,3157.9,4679.04,4817.14,26897.6,36073.7,37149,1154.62,9.8125,13615.7,30690.5,173.8,0.4,4,9,0.0243902,22,22,22,0,141.894,1.13636,16,0,0,2.84158,1,4.89,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
