case,workload,repetition,hnsw_seed,tail_seed,requested_ack,writers,writes,queries,k_min,epsilon,comparison_epsilon,configured_cap,group_delay_us,index,actual_ack,latency_us,lsn,visible_lsn,durable_lsn,durable_records,weak_records,receipt_cap,risk
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,39,stable,10754,1048616,1048616,1048616,200,0,0,0.40000000000000002
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,40,stable,10953.209000000001,1048617,1048620,1048620,204,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,41,stable,10960.334000000001,1048618,1048620,1048620,204,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,42,stable,10918.458000000001,1048619,1048620,1048620,204,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,43,stable,10883.165999999999,1048620,1048620,1048620,204,0,0,0.40000000000000002
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,44,stable,10844.125,1048621,1048624,1048624,208,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,45,stable,10815.458000000001,1048622,1048624,1048624,208,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,46,stable,10801.709000000001,1048623,1048624,1048624,208,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,47,stable,10787.084000000001,1048624,1048624,1048624,208,0,0,0.40000000000000002
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,48,stable,12891.75,1048625,1048628,1048628,212,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,49,stable,12874,1048626,1048628,1048628,212,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,50,stable,12854.875,1048627,1048628,1048628,212,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,51,stable,12849.708000000001,1048628,1048628,1048628,212,0,0,0.40000000000000002
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,52,stable,11856.5,1048629,1048632,1048632,216,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,53,stable,11841.041999999999,1048630,1048632,1048632,216,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,54,stable,11819.791999999999,1048631,1048632,1048632,216,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,55,stable,11782.583000000001,1048632,1048632,1048632,216,0,0,0.40000000000000002
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,56,stable,12904.375,1048633,1048636,1048636,220,0,0,0.10000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,57,stable,12883.540999999999,1048634,1048636,1048636,220,0,0,0.20000000000000001
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,58,stable,12864.625,1048635,1048636,1048636,220,0,0,0.29999999999999999
stable-random-k10-for-e200000-g750-w4,random,0,100,9001,stable,4,64,64,10,0,0.20000000000000001,0,750,59,stable,12855.166999999999,1048636,1048636,1048636,220,0,0,0.40000000000000002
