case,workload,repetition,hnsw_seed,tail_seed,requested_ack,writers,writes,queries,k_min,epsilon,comparison_epsilon,configured_cap,group_delay_us,write_seconds,writes_per_s,weak_acks,stable_acks,max_weak,binding,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,query_p50_us,query_p95_us,query_p99_us,latest_queries,stable_queries,timed_sync_attempts,timed_sync_successes,timed_sync_failures,timed_records_synced,policy_fences,follower_requests,fence_then_retry,strict_rejections,cap_overshoots,all_applied
strict-random-k50-e200000-g750-w4,random,20,100,9021,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.26421087500000001,242.2307560201676,64,0,10,1,16334.125,22262.7706,26693.439619999997,0,0,0,158.6045,18606.326749999997,23068.760709999991,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,50,0,0.20000000000000001,0,750,0.365366625,175.16651938309909,0,64,0,0,0,0,0,22415.479500000001,30819.437499999985,31176.067170000002,130.3545,23980.881149999994,28859.422169999994,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,20,100,45021,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.241813792,264.66645872705226,64,0,4,1,13168.563,27251.106199999973,31190.823749999996,0,0,0,90.625500000000002,17121.656249999982,25009.060919999982,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,20,100,45021,stable,4,64,64,20,0,0.20000000000000001,0,750,0.33780916700000002,189.45607831891667,0,64,0,0,0,0,0,20721.395499999999,28962.404449999998,29030.27708,83.042000000000002,20729.849999999995,27239.303039999995,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k20-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,20,0,0.20000000000000001,0,750,0.31225387500000001,204.96142762039381,0,64,0,0,0,0,0,19243.604500000001,31512.357999999997,31700.207999999999,95.6875,21888.840099999998,30337.40554,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,20,100,9021,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.32813166599999999,195.04365665214402,64,0,4,1,19748.583500000001,27655.779399999999,28486.613709999998,0,0,0,91.603999999999999,22098.451799999995,25404.025919999996,64,0,15,15,0,60,15,48,15,15,0,1
strict-random-k100-e200000-g750-w4,random,20,100,9021,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.228621459,279.93872613681464,64,0,20,1,12601.228999999999,20262.801799999994,28871.93809,0,0,0,241.042,16543.816949999989,21958.668959999977,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,100,0,0.20000000000000001,0,750,0.32123112500000001,199.23349582018244,0,64,0,0,0,0,0,18881.5,26751.006150000001,26866.783040000002,149.39600000000002,24208.539249999991,25798.47179,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,20,100,45021,stable,4,64,64,50,0,0.20000000000000001,0,750,0.25226283300000002,253.70364408775191,0,64,0,0,0,0,0,14845.979500000001,25350.666949999984,25808.192080000001,84.999499999999998,15196.387599999996,22978.091749999989,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,20,100,45021,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.24670641600000001,259.41765535599205,64,0,10,1,12844.1875,26335.268749999992,29980.094129999987,0,0,0,115.0005,17800.568749999999,27682.706539999981,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k10-e200000-g750-w4,random,20,100,9021,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.46713295799999999,137.00596137342123,64,0,2,1,27761.375,38786.253499999984,45033.027999999998,0,0,0,69.25,30993.583049999997,39666.340119999979,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,20,100,9021,stable,4,64,64,10,0,0.20000000000000001,0,750,0.31723033299999998,201.74615521397826,0,64,0,0,0,0,0,18745.3125,29558.664299999975,30210.999619999999,70.375,18039.776699999995,25688.656459999987,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,21,117,9022,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.339009791,188.78510797937398,64,0,4,1,20413.041499999999,27710.3187,28776.191459999995,0,0,0,93.063000000000002,24760.770649999984,27052.98604,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,20,0,0.20000000000000001,0,750,0.30130041699999999,212.41258355112069,0,64,0,0,0,0,0,19315.103999999999,31834.060699999962,32921.634170000005,63.936999999999998,18885.968849999997,25629.629789999974,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,100,0,0.20000000000000001,0,750,0.35424512499999999,180.6658595513488,0,64,0,0,0,0,0,21420.207999999999,29546.678649999987,29914.616040000001,251.77100000000002,23966.329399999999,27507.298919999994,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,21,117,9022,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.185742042,344.56388715700672,64,0,20,1,9966.3125,18704.662549999994,19500.069500000001,0,0,0,144.083,14036.689399999985,17597.85771,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k10-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,10,0,0.20000000000000001,0,750,0.31613545900000001,202.44486399103999,0,64,0,0,0,0,0,19845.541499999999,26785.266149999989,27166.841540000001,78.25,20492.439349999997,23693.514999999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,21,117,9022,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.39189712500000001,163.30816410046387,64,0,2,1,22437.895499999999,36583.918699999995,38957.767,0,0,0,21.728999999999999,27665.383099999985,37224.200209999995,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k100-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,100,0,0.20000000000000001,0,750,0.31374470799999998,203.98750438844056,0,64,0,0,0,0,0,19438.438000000002,27248.537499999977,27863.680210000002,220.1875,21813.674999999996,24406.911129999989,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.20389341599999999,313.88948822163047,64,0,20,1,11756.832999999999,18401.676799999997,19304.539789999999,0,0,0,233.04149999999998,14841.964349999991,18085.383419999998,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,50,0,0.20000000000000001,0,750,0.33965733300000001,188.42519734440711,0,64,0,0,0,0,0,19818.291499999999,35948.243749999943,37434.489459999997,116.729,19851.487449999997,28582.536039999966,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.17145095799999999,373.28458672129443,64,0,10,1,9618.5835000000006,16423.456200000001,16922.79754,0,0,0,131.70850000000002,12574.723299999996,15096.150039999999,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,21,117,9022,stable,4,64,64,50,0,0.20000000000000001,0,750,0.25822050000000002,247.85019005075117,0,64,0,0,0,0,0,15805.832999999999,26135.906249999978,26785.395380000002,170.62450000000001,17929.243649999997,23356.882209999989,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,21,117,9022,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.22145925,288.99221865873744,64,0,10,1,12082.875,22759.231149999981,23836.520039999999,0,0,0,142.66649999999998,16196.301699999996,20290.598629999989,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k20-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,20,0,0.20000000000000001,0,750,0.32421408299999999,197.40043186217792,0,64,0,0,0,0,0,19839.332999999999,27819.000049999988,28263.612829999998,77.375,21663.606199999995,25644.631249999995,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.30818762500000002,207.66570364400582,64,0,4,1,18165.354500000001,28601.748099999997,30014.588749999999,0,0,0,72.853999999999999,20715.548200000001,28130.700749999996,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k10-for-e200000-g750-w4,hot,21,117,45022,stable,4,64,64,10,0,0.20000000000000001,0,750,0.209152791,305.99639476003932,0,64,0,0,0,0,0,11321.562,26190.346399999944,27728.079170000001,56.5,10757.568849999994,14681.99721,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,21,117,45022,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.486377,131.58516952898677,64,0,2,1,29394.811999999998,39965.784849999996,48285.491579999994,0,0,0,70.041499999999999,33212.946499999998,39821.891079999987,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k100-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.23540029200000001,271.87731780723533,64,0,20,1,12238.228999999999,23991.954449999997,31633.545120000002,0,0,0,168.4375,14999.958899999987,25200.981579999981,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,100,0,0.20000000000000001,0,750,0.37417787499999999,171.0416469707088,0,64,0,0,0,0,0,21847.957999999999,35003.968799999973,35735.833250000003,169.66649999999998,24512.475049999994,31591.932459999985,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.26050262499999999,245.67890630660634,64,0,4,1,13269.604499999999,27591.627699999997,29926.343959999995,0,0,0,46.625500000000002,18882.185599999979,22727.483579999986,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,20,0,0.20000000000000001,0,750,0.30323624999999998,211.05656068494451,0,64,0,0,0,0,0,18963.5,28782.485649999999,28809.32,58.75,19998.822299999996,27676.42179,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k50-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,50,0,0.20000000000000001,0,750,0.34665008400000002,184.62421604374975,0,64,0,0,0,0,0,20650.6875,27474.162449999989,27783.139289999999,140.375,22292.627649999988,25803.356789999994,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,22,100,9023,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.21778112499999999,293.8730342218592,64,0,10,1,11492.896500000001,18154.922350000001,18358.975539999999,0,0,0,179.08350000000002,17037.475049999997,17351.881959999999,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k10-e200000-g750-w4,random,22,100,9023,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.477455458,134.04391745376174,64,0,2,1,31188.708500000001,39612.579400000002,40489.444499999998,0,0,0,80.25,35104.673149999995,39410.70721,64,0,31,31,0,62,31,48,31,31,0,1
stable-random-k10-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,10,0,0.20000000000000001,0,750,0.30785541700000002,207.88979652743936,0,64,0,0,0,0,0,19638.895499999999,24091.537499999977,24709.00604,67.979500000000002,18733.483,20788.342209999988,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,100,0,0.20000000000000001,0,750,0.390385708,163.94042786013057,0,64,0,0,0,0,0,20683.0625,43817.870649999961,44904.011290000002,247.1045,28280.866899999979,39533.394459999981,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,22,100,9023,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.21234845799999999,301.39140449986223,64,0,20,1,11921.4375,20997.343799999999,22753.000749999996,0,0,0,120.417,15736.26254999999,19827.909579999989,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,50,0,0.20000000000000001,0,750,0.305435542,209.53684558426406,0,64,0,0,0,0,0,16950.8125,36012.800099999935,37856.015999999996,151.22899999999998,18707.893799999998,29301.502829999969,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.251306584,254.66901416319439,64,0,10,1,13871.8745,23261.937549999999,24101.741579999998,0,0,0,168.0215,18390.716949999995,20861.482499999991,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k20-for-e200000-g750-w4,random,22,100,9023,stable,4,64,64,20,0,0.20000000000000001,0,750,0.363085459,176.26704240997984,0,64,0,0,0,0,0,21387.166499999999,32516.385749999969,33412.057079999999,72.645499999999998,23228.081299999991,27583.629289999979,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,22,100,9023,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.34496483300000003,185.52615767648408,64,0,4,1,21681.833500000001,32426.283049999987,34624.579879999998,0,0,0,101.146,25556.228650000001,28496.113789999996,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,22,100,45023,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.46725666700000001,136.96968822490874,64,0,2,1,29341.375,35732.693749999999,36330.549999999996,0,0,0,69.124499999999998,31433.004449999997,34599.042119999998,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,22,100,45023,stable,4,64,64,10,0,0.20000000000000001,0,750,0.36634654100000003,174.69797810920232,0,64,0,0,0,0,0,21336.6875,29556.874899999995,29721.035960000001,82.103999999999999,26116.735649999995,27215.030499999997,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,23,117,9024,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.2267245,282.28091803047312,64,0,20,1,11893.645500000001,24099.296399999999,24875.119459999998,0,0,0,201.89600000000002,16736.299999999981,22501.644079999995,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,100,0,0.20000000000000001,0,750,0.27949162500000002,228.987183426337,0,64,0,0,0,0,0,15302.313,30070.662449999971,30856.69125,218.1045,18982.201799999999,26841.277709999988,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k10-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,10,0,0.20000000000000001,0,750,0.32323308299999998,197.99953459590645,0,64,0,0,0,0,0,18827.229500000001,30585.448249999994,30757.60125,53.042000000000002,20923.716999999993,25404.470829999984,64,0,17,17,0,64,0,47,0,0,0,1
strict-random-k10-e200000-g750-w4,random,23,117,9024,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.42357183300000001,151.09597714916987,64,0,2,1,26924.041499999999,37060.956249999981,44001.389709999996,0,0,0,58.8125,28657.318799999997,35754.865499999956,64,0,31,31,0,62,31,48,31,31,0,1
strict-random-k50-e200000-g750-w4,random,23,117,9024,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.25675579199999998,249.26409449801235,64,0,10,1,13423.708000000001,26987.218649999999,34471.98446,0,0,0,153.64600000000002,19156.454399999995,29013.006579999979,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,50,0,0.20000000000000001,0,750,0.34922104199999998,183.26501643048189,0,64,0,0,0,0,0,20255.3125,32446.616949999985,32912.738539999998,104.1045,21615.41254999999,30064.307669999991,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k100-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.220500791,290.24839189805897,64,0,20,1,11465.3125,28204.578600000001,28400.456630000001,0,0,0,231.3125,12372.718849999994,27473.428959999997,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,100,0,0.20000000000000001,0,750,0.36237975,176.61031004077904,0,64,0,0,0,0,0,21264.707999999999,32422.539299999989,32729.429,153.625,24364.258949999992,30684.683209999996,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k10-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,10,0,0.20000000000000001,0,750,0.36718716699999998,174.29803041019679,0,64,0,0,0,0,0,20761.520499999999,32803.884849999995,32950.498919999998,50.729500000000002,24148.104549999975,31429.941129999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.36235837500000001,176.62072802926107,64,0,2,1,20088.625,30654.4643,47429.396999999997,0,0,0,33.5,21575.137499999986,24263.379669999995,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k20-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.31567079199999998,202.74286257057321,64,0,4,1,19650.375500000002,22506.368849999999,23493.77475,0,0,0,98.729500000000002,20944.609749999992,22016.288749999996,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,20,0,0.20000000000000001,0,750,0.30314354100000002,211.1211071457399,0,64,0,0,0,0,0,17805.978999999999,30207.350049999979,30903.782169999999,59.042000000000002,21314.801699999971,27339.253749999989,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,23,117,45024,stable,4,64,64,50,0,0.20000000000000001,0,750,0.28513645799999998,224.45393496471084,0,64,0,0,0,0,0,18492.666499999999,25780.598199999997,25922.437250000003,144.1455,19467.712449999995,24340.915209999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,23,117,45024,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.24638433400000001,259.75677495794031,64,0,10,1,14759.917000000001,25939.989399999999,32649.624789999994,0,0,0,138.6455,18571.131249999991,26345.668959999981,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k20-e200000-g750-w4,random,23,117,9024,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.38713345799999999,165.31766675666665,64,0,4,1,21129.021000000001,36583.914199999999,38905.424460000002,0,0,0,106.375,28776.0062,35086.833539999985,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,23,117,9024,stable,4,64,64,20,0,0.20000000000000001,0,750,0.37108195900000002,172.46863785151032,0,64,0,0,0,0,0,22029.603999999999,32404.734849999979,32934.528209999997,96.1875,24317.708899999991,29911.754789999992,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k100-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,100,0,0.20000000000000001,0,750,0.37111024999999997,172.4554899790561,0,64,0,0,0,0,0,21277.25,33451.403699999995,33698.806039999996,191.56200000000001,27448.146299999997,32409.58179,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k100-e200000-g750-w4,random,24,100,9025,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.18155133400000001,352.5173767106553,64,0,20,1,9445.5419999999995,18757.332999999995,19005.784169999999,0,0,0,243.77100000000002,12780.402599999999,17468.807079999999,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k50-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,50,0,0.20000000000000001,0,750,0.36319704200000003,176.21288887038898,0,64,0,0,0,0,0,21404.625,32366.181199999981,32850.998,156.8125,23723.914299999993,29672.021289999993,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.23545074999999999,271.81905345385394,64,0,10,1,11812.041999999999,27719.778699999973,28548.303960000001,0,0,0,127.8125,17407.432949999995,24360.112289999983,64,0,6,6,0,60,6,48,6,6,0,1
stable-hot-k20-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,20,0,0.20000000000000001,0,750,0.290659416,220.18897884250893,0,64,0,0,0,0,0,19787.4375,27163.753549999979,27780.716039999999,89.791499999999999,19458.837499999998,24167.100749999991,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k20-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.230010875,278.24771328746954,64,0,4,1,14405.583500000001,21269.712599999988,22661.693039999998,0,0,0,16.000500000000002,12372.265199999998,17082.218539999994,64,0,15,15,0,60,15,48,15,15,0,1
strict-hot-k10-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.46041775000000001,139.00419781817706,64,0,2,1,28310.270499999999,42528.264249999957,48843.266369999998,0,0,0,88.791499999999999,29672.767049999995,38838.728579999966,64,0,31,31,0,62,31,48,31,31,0,1
stable-hot-k10-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,10,0,0.20000000000000001,0,750,0.26528962499999997,241.24577054228942,0,64,0,0,0,0,0,15985.354499999999,20393.87509999999,20690.651460000001,33.646000000000001,16542.933149999993,18372.163959999998,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k20-e200000-g750-w4,random,24,100,9025,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.24644733299999999,259.69037368320801,64,0,4,1,15716.228999999999,20191.927649999998,20589.90667,0,0,0,74.208500000000001,17241.720649999992,19262.824500000002,64,0,15,15,0,60,15,48,15,15,0,1
stable-random-k20-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,20,0,0.20000000000000001,0,750,0.305296083,209.63256184325169,0,64,0,0,0,0,0,18669.791499999999,28048.016899999973,28820.628369999999,87.5,20290.63749999999,24745.574249999987,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k50-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,50,0,0.20000000000000001,0,750,0.38590887499999998,165.84226004131156,0,64,0,0,0,0,0,22827.167000000001,34206.098299999976,34827.875919999999,172.72899999999998,26188.739249999984,31595.94091999999,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,24,100,9025,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.27221387499999999,235.10925003363624,64,0,10,1,16988.541499999999,24755.116150000002,31190.035329999999,0,0,0,174.208,19126.968849999997,26579.807079999984,64,0,6,6,0,60,6,48,6,6,0,1
stable-random-k10-for-e200000-g750-w4,random,24,100,9025,stable,4,64,64,10,0,0.20000000000000001,0,750,0.34416337499999999,185.95819499968584,0,64,0,0,0,0,0,19878.978999999999,32118.18124999998,32717.43375,54.624499999999998,20109.170649999989,24110.526289999987,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k10-e200000-g750-w4,random,24,100,9025,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.53577658299999997,119.45277571043079,64,0,2,1,34272.375,40488.566899999998,44369.475499999993,0,0,0,88.8125,35956.168799999999,39109.625329999981,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k100-e200000-g750-w4,hot,24,100,45025,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.20080445799999999,318.71802368053005,64,0,20,1,11242.478999999999,18063.723249999999,18689.657289999999,0,0,0,180.416,14229.421399999985,17223.262999999995,64,0,3,3,0,60,3,48,3,3,0,1
stable-hot-k100-for-e200000-g750-w4,hot,24,100,45025,stable,4,64,64,100,0,0.20000000000000001,0,750,0.27008891600000001,236.95900204953244,0,64,0,0,0,0,0,16807.25,24213.539249999983,24656.91762,238.75,18241.787499999999,21978.278249999996,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k50-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,50,0,0.20000000000000001,0,750,0.351280125,182.1907800790039,0,64,0,0,0,0,0,20692.1875,30111.07234999998,30727.403040000001,119.7295,22889.212499999998,27364.843039999989,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k50-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.21384820800000001,299.27770075117951,64,0,10,1,11246.645499999999,18977.515099999997,19359.12283,0,0,0,124.917,16980.440099999993,18276.32429,64,0,6,6,0,60,6,48,6,6,0,1
strict-random-k100-e200000-g750-w4,random,25,117,9026,weak,4,64,64,100,0.20000000000000001,0.20000000000000001,20,750,0.24835441699999999,257.69624222145404,64,0,20,1,13547.9375,23868.474999999999,25709.271419999997,0,0,0,232.25,15437.709849999997,21984.210379999986,64,0,3,3,0,60,3,48,3,3,0,1
stable-random-k100-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,100,0,0.20000000000000001,0,750,0.25633608299999999,249.67222425724592,0,64,0,0,0,0,0,14913.478999999999,20799.779450000002,20837.23358,127.0415,15012.618799999998,18688.687669999996,64,0,16,16,0,64,0,48,0,0,0,1
strict-random-k50-e200000-g750-w4,random,25,117,9026,weak,4,64,64,50,0.20000000000000001,0.20000000000000001,10,750,0.18714741700000001,341.97640034753994,64,0,10,1,11183.896000000001,17082.962499999998,17601.732,0,0,0,131.72899999999998,12282.758999999998,16256.108749999998,64,0,6,6,0,60,6,47,6,6,0,1
stable-random-k50-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,50,0,0.20000000000000001,0,750,0.35437179200000002,180.6012821697727,0,64,0,0,0,0,0,20811.188000000002,29667.923149999995,29845.87283,159.5205,26816.6044,27604.681039999999,64,0,16,16,0,64,0,48,0,0,0,1
stable-hot-k10-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,10,0,0.20000000000000001,0,750,0.29640345800000001,215.921907361823,0,64,0,0,0,0,0,18272.5,26736.553649999998,26850.487710000001,50.582999999999998,17523.500099999997,21219.928959999983,64,0,16,16,0,64,0,48,0,0,0,1
strict-hot-k10-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,10,0.20000000000000001,0.20000000000000001,2,750,0.50681333299999998,126.27923504135595,64,0,2,1,29482.666499999999,50263.439349999993,62921.412709999982,0,0,0,81.042000000000002,35091.552549999986,50971.27657999994,64,0,31,31,0,62,31,48,31,31,0,1
strict-hot-k20-e200000-g750-w4,hot,25,117,45026,weak,4,64,64,20,0.20000000000000001,0.20000000000000001,4,750,0.290040625,220.65874392595865,64,0,4,1,15907.583500000001,38577.787449999967,46543.301539999986,0,0,0,73.958500000000001,23811.441050000001,35135.127709999986,64,0,15,15,0,60,15,48,15,15,0,1
stable-hot-k20-for-e200000-g750-w4,hot,25,117,45026,stable,4,64,64,20,0,0.20000000000000001,0,750,0.23791837499999999,268.99981979113636,0,64,0,0,0,0,0,11698.478999999999,26242.483149999982,26750.742119999999,77.4375,13354.195499999994,22695.325959999987,64,0,16,16,0,64,0,48,0,0,0,1
stable-random-k20-for-e200000-g750-w4,random,25,117,9026,stable,4,64,64,20,0,0.20000000000000001,0,750,0.34050470799999999,187.95628517418328,0,64,0,0,0,0,0,20926.854500000001,30818.908049999958,31931.91908,64.979500000000002,23003.856199999998,26323.90399999998,64,0,16,16,0,64,0,48,0,0,0,1
