case,workload,repetition,hnsw_seed,tail_seed,writers,writes_per_s,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,fence_us,query_p50_us,query_p95_us,query_p99_us,mean_D,mean_W,max_W,max_cap,max_risk,timed_sync_successes,total_sync_attempts,total_sync_successes,total_sync_failures,timed_syncs_per_s,total_records_per_sync,policy_fences,age_fences,overshoots,enrichment,alarm,alarm_latency_ms,crash_frontier,crash_visible_lsn,crash_durable_lsn,crash_child_status,exposed_weak_records,surviving_weak_records,lost_weak_records,has_L_lt_M,M_max,L_max,delta_max,amplification_max,stable_losses,weak_survivors,stable_records_unchanged,cohort_records_unchanged,cohort_expectations_ok,post_recovery_suffix_ok,frontier_ok,recovery_ok,strict_ok
exchange-random,random,17,100,9018,4,255.081,15067,21974.3,22293,0,0,0,8841.29,75.6255,14167.2,20368.2,168.32,4.68,9,9,0.0486486,2,3,3,0,20.4065,8.33333,2,0,0,1.3089,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,18,100,9019,4,265.442,0,0,0,13050.7,16881.2,16888.2,1169.54,29.6045,12667.4,15106.2,174.44,0,0,0,0.4,7,7,7,0,74.3236,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,18,100,45019,4,150.717,25088.3,34796.4,35477.8,0,0,0,16009.4,71.0205,250.379,9001.45,171.52,1.48,2,2,0.2,12,13,13,0,72.3441,1.92308,12,0,0,3.25068,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,18,117,45019,4,98.0294,5453.4,8529.33,8804.43,47451.9,51917.1,52574.1,1199.75,51.9585,3513.79,31960.4,173.8,0.4,4,9,0.0243902,22,22,22,0,86.2659,1.13636,16,0,0,2.7033,1,8.988,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,18,100,45019,4,271.989,12914.8,19501.1,21730.2,0,0,0,8599.5,60,14117.4,18255.3,168.32,4.68,9,9,0.0486486,2,3,3,0,21.7591,8.33333,2,0,0,4.29161,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,18,117,9019,4,248.799,15234.5,21968.3,23304.9,0,0,0,7551.08,71.313,6349.61,11020.4,168.32,4.68,9,9,0.0486486,2,3,3,0,19.9039,8.33333,2,0,0,1.07827,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,18,100,9019,4,166.558,24220.8,35279.3,36138.3,0,0,0,1153.58,44.4585,179.323,6584.13,170.92,2.08,4,1638,0.0243902,7,8,8,0,46.6363,3.125,0,8,0,0.803922,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,18,117,9019,4,199.733,19212.1,22061.9,22603.8,0,0,0,8785.67,68.2915,18468.7,19267,170.56,2.44,4,4,0.0243902,6,7,7,0,47.9359,3.57143,6,0,0,0.568309,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,18,117,9019,4,144.055,27039.2,33293.9,33607,0,0,0,8631.62,70.5625,26036.6,28334.9,171.52,1.48,2,2,0.2,12,13,13,0,69.1464,1.92308,12,0,0,0.664211,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,19,117,9020,4,252.243,14773.5,21126.6,21632,0,0,0,1202.29,60.5,167.198,73058.9,170.92,2.08,4,1638,0.0243902,7,8,8,0,70.6281,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,19,100,9020,4,152.516,26064.6,35628.6,35792.5,0,0,0,8608.08,57.375,25528.6,25730.9,171.52,1.48,2,2,0.2,12,13,13,0,73.2079,1.92308,12,0,0,1.74385,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,19,117,45020,4,145.058,22799.5,43362.2,43776.1,0,0,0,12289.1,62.958,11101,34862.2,171.52,1.48,2,2,0.2,12,13,13,0,69.628,1.92308,12,0,0,3.42563,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,19,100,9020,4,290.982,11478.6,19178.3,19265.3,0,0,0,6883.46,61.292,13713.4,17842.3,168.32,4.68,9,9,0.0486486,2,3,3,0,23.2786,8.33333,2,0,0,1.2361,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,19,117,45020,4,320.855,9915.25,20517.4,20550.3,0,0,0,8905,49.521,8962.64,16405.6,168.32,4.68,9,9,0.0486486,2,3,3,0,25.6684,8.33333,2,0,0,4.27392,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,19,117,9020,4,206.174,0,0,0,14797.6,22942.9,22949.4,1184.67,50.75,13651.4,19396.2,174.44,0,0,0,0.4,7,7,7,0,57.7287,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,19,100,45020,4,109.589,9304.56,11925.4,12154.7,32831,76120.4,81447,1155.38,63.458,28073.8,58889.3,173.8,0.4,4,9,0.0243902,22,22,22,0,96.4387,1.13636,16,0,0,2.30986,1,12.6,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,19,100,9020,4,323.917,12229,13998.4,14182.2,0,0,0,6925.58,37.8335,11444.4,12815.6,170.56,2.44,4,4,0.0243902,6,7,7,0,77.7402,3.57143,6,0,0,1.26856,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,20,117,45021,4,102.184,6207.96,8747.99,8954.1,40796.2,62430,65650.8,1168.92,61.375,202.475,5100.29,173.8,0.4,4,9,0.0243902,22,22,22,0,89.9223,1.13636,16,0,0,2.53086,1,9.326,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,20,117,9021,4,191.028,20165.1,25495.5,25877,0,0,0,9477.88,63.8745,19154.7,22323,170.56,2.44,4,4,0.0243902,6,7,7,0,45.8468,3.57143,6,0,0,0.752836,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,20,100,45021,4,116.134,32208.4,47338,48139.5,0,0,0,9499.17,65.6875,35312.5,39561.5,171.52,1.48,2,2,0.2,12,13,13,0,55.7445,1.92308,12,0,0,3.04169,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,20,117,9021,4,171.647,22415.2,34231.2,36303.2,0,0,0,6644.25,67.5205,4468.99,24925.6,171.52,1.48,2,2,0.2,12,13,13,0,82.3908,1.92308,12,0,0,0.862331,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,20,100,9021,4,199.216,19105,27017.2,32087,0,0,0,985.625,58.917,122.442,91708.2,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.7804,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,20,100,45021,4,342.394,9747.08,16200,16395.4,0,0,0,7146.96,21.917,3889.48,12548.3,168.32,4.68,9,9,0.0486486,2,3,3,0,27.3915,8.33333,2,0,0,4.24021,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,20,117,9021,4,278.407,11388.3,21834.3,21901.5,0,0,0,7687.5,61.875,6941.67,15956,168.32,4.68,9,9,0.0486486,2,3,3,0,22.2726,8.33333,2,0,0,0.641249,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,20,100,9021,4,167.744,0,0,0,20047.2,30755,30761.7,932.375,81.104,17324.5,18571,174.44,0,0,0,0.4,7,7,7,0,46.9683,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,21,117,9022,4,199.025,19348.8,27273.1,31131.3,0,0,0,1165.46,41.354,86.9684,137.846,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.727,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,21,117,45022,4,375.049,8302.58,17430.2,18489.4,0,0,0,6967.92,33.7505,6488.08,12891.8,168.32,4.68,9,9,0.0486486,2,3,3,0,30.004,8.33333,2,0,0,4.23707,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,21,117,9022,4,187.884,0,0,0,14719.7,31830,31834.1,1192.12,64.146,9433.31,27618.5,174.44,0,0,0,0.4,7,7,7,0,52.6076,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,21,100,45022,4,83.2619,5353.29,8316.54,8579.94,50675.9,64721.4,65179.5,1165.42,74.0205,46962.6,55686.1,174,0.24,3,9,0.0184049,23,23,23,0,76.6009,1.08696,17,0,0,2.57708,1,8.839,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,21,100,9022,4,317.728,10975.9,16357.6,16560.1,0,0,0,7722.58,52.396,11862.2,15046.2,168.32,4.68,9,9,0.0486486,2,3,3,0,25.4182,8.33333,2,0,0,0.996414,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,21,117,45022,4,153.55,25906.9,28896.5,29468.2,0,0,0,13056.4,61,25141.7,27361.9,171.52,1.48,2,2,0.2,12,13,13,0,73.7042,1.92308,12,0,0,3.61212,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,21,100,9022,4,121.481,34864.1,44768.7,45292.9,0,0,0,6784.58,76.146,35615.6,40591.8,171.52,1.48,2,2,0.2,12,13,13,0,58.3109,1.92308,12,0,0,1.53323,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-count,random,21,100,9022,4,220.577,18208.9,20261.8,20435.1,0,0,0,8500.5,46.8125,12561.9,16941,170.56,2.44,4,4,0.0243902,6,7,7,0,52.9385,3.57143,6,0,0,1.14462,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,22,117,45023,4,87.1057,5454.9,8314.26,8563.42,45690.1,68896.3,68896.3,1237.58,62.9585,51589.1,65407.4,173.8,0.4,4,9,0.0243902,22,22,22,0,76.653,1.13636,16,0,0,2.53086,1,8.775,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,22,117,9023,4,121.01,31081.3,46211.3,47850.2,0,0,0,7767.29,74.6035,30136.3,32090.5,171.52,1.48,2,2,0.2,12,13,13,0,58.0847,1.92308,12,0,0,1.30132,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,22,100,45023,4,117.461,28234.1,54354.6,55753.3,0,0,0,9895.29,63.2915,37344.5,45927.7,171.52,1.48,2,2,0.2,12,13,13,0,56.3814,1.92308,12,0,0,3.43651,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,22,100,9023,4,184.959,0,0,0,19782.5,24748.7,24752.1,1175.79,59.75,18186.1,18689.9,174.44,0,0,0,0.4,7,7,7,0,51.7886,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,22,100,45023,4,293.067,12043.5,18482.2,18633,0,0,0,7657.92,42.4795,14455.8,17207,168.32,4.68,9,9,0.0486486,2,3,3,0,23.4453,8.33333,2,0,0,4.23916,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,22,117,9023,4,295.661,11192.8,21909.9,22809.4,0,0,0,10578.7,53.583,9676.05,18386.3,168.32,4.68,9,9,0.0486486,2,3,3,0,23.6528,8.33333,2,0,0,1.14768,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-time,random,22,100,9023,4,182.874,19642.9,34359.6,37810,0,0,0,1193.71,35.9375,86.6793,99401.4,170.92,2.08,4,1638,0.0243902,7,8,8,0,51.2047,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,22,117,9023,4,196.664,18494.9,27579.6,28207.4,0,0,0,7328.25,78.7915,18064.9,24721.9,170.56,2.44,4,4,0.0243902,6,7,7,0,47.1994,3.57143,6,0,0,1.53585,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,23,117,45024,4,336.819,11719.5,18117,18802.1,0,0,0,5447.12,41.459,8584.74,14918.7,168.32,4.68,9,9,0.0486486,2,3,3,0,26.9455,8.33333,2,0,0,4.23308,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,23,117,9024,4,209.601,0,0,0,15834.7,20709.7,20718.7,1201.71,64.8955,5476.56,13721.4,174.44,0,0,0,0.4,7,7,7,0,58.6883,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,23,117,45024,4,128.799,28519.4,43907.7,45749.3,0,0,0,10060,67.563,19868.9,32190.5,171.52,1.48,2,2,0.2,12,13,13,0,61.8233,1.92308,12,0,0,3.64256,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,23,100,45024,4,89.8335,4982.21,8119.93,8412.75,52767,53089.5,54245.5,1189.33,58.0415,51820.7,52039.9,173.8,0.4,4,9,0.0243902,22,22,22,0,79.0535,1.13636,16,0,0,2.7033,1,8.562,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,23,100,9024,4,153.529,25929.8,37851.8,38380.9,0,0,0,9340.79,82.937,27997.6,29080,170.56,2.44,4,4,0.0243902,6,7,7,0,36.8469,3.57143,6,0,0,0.32613,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,23,100,9024,4,121.809,30224.5,47083.1,48564.3,0,0,0,7911.08,53.0415,31028.3,43819.6,171.52,1.48,2,2,0.2,12,13,13,0,58.4683,1.92308,12,0,0,0.457311,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,23,100,9024,4,263.613,13217.1,19722.4,20049.4,0,0,0,8620.67,61.2915,7107.09,13009.5,168.32,4.68,9,9,0.0486486,2,3,3,0,21.0891,8.33333,2,0,0,0.570218,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,23,117,9024,4,199.348,18879.9,26560.5,27048.2,0,0,0,1196.29,38.0415,122.687,49785.8,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.8174,3.125,0,8,0,0.854369,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,24,100,45025,4,262.363,12100.9,19771.1,24174.3,0,0,0,8623.92,73.6455,6828.65,16909.5,168.32,4.68,9,9,0.0486486,2,3,3,0,20.989,8.33333,2,0,0,4.3177,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,24,117,9025,4,195.679,21449.7,35669.2,38383.4,0,0,0,8625.38,55.9165,24573.6,30012.9,168.32,4.68,9,9,0.0486486,2,3,3,0,15.6543,8.33333,2,0,0,1.26921,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-random,random,24,117,9025,4,123.872,31110.1,43903.8,46054.6,0,0,0,9050.5,69.896,32403.5,42284.5,171.52,1.48,2,2,0.2,12,13,13,0,59.4585,1.92308,12,0,0,1.09335,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-count,random,24,117,9025,4,196.658,19816,25947.3,26110.2,0,0,0,7115.75,53.875,22004.6,24323.8,170.56,2.44,4,4,0.0243902,6,7,7,0,47.198,3.57143,6,0,0,0.86284,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,24,100,9025,4,359.165,10285.5,15694.8,16568.1,0,0,0,1138.54,10.0625,38.6898,53783.2,170.92,2.08,4,1638,0.0243902,7,8,8,0,100.566,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,24,100,45025,4,177.904,20932,27140.8,29250.6,0,0,0,15422.4,16.646,19954.5,24082.2,171.52,1.48,2,2,0.2,12,13,13,0,85.394,1.92308,12,0,0,3.72285,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,24,100,9025,4,185.28,0,0,0,19619.6,23693.2,23703.3,870,63.458,19408.4,21797,174.44,0,0,0,0.4,7,7,7,0,51.8785,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,24,117,45025,4,97.576,4426.52,6533.52,6710.4,49820.3,53764.5,53765.6,1201.88,66.8545,15536.8,45751.4,173.8,0.4,4,9,0.0243902,22,22,22,0,85.8669,1.13636,16,0,0,2.30986,1,7.138,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,25,100,9026,4,429.152,8275.08,13935.6,14164.9,0,0,0,5974.46,14.3125,9867.2,12933.6,168.32,4.68,9,9,0.0486486,2,3,3,0,34.3322,8.33333,2,0,0,1.08105,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,25,117,45026,4,407.316,8369.67,15555.5,15852.1,0,0,0,6953.71,9.5625,6964.97,11553.1,168.32,4.68,9,9,0.0486486,2,3,3,0,32.5853,8.33333,2,0,0,4.20408,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-hot,hot,25,117,45026,4,149.887,25955.8,35037.5,35480.5,0,0,0,10350,21.562,22531.4,30604.1,171.52,1.48,2,2,0.2,12,13,13,0,71.9456,1.92308,12,0,0,3.88583,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,25,100,9026,4,187.579,18618.7,34578.6,35705.6,0,0,0,7178.21,66.9795,18147.6,30320.4,170.56,2.44,4,4,0.0243902,6,7,7,0,45.019,3.57143,6,0,0,1.10835,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,25,100,9026,4,124.226,31005,40534.8,41221.6,0,0,0,8526.54,80.4585,23774.4,33878.9,171.52,1.48,2,2,0.2,12,13,13,0,59.6286,1.92308,12,0,0,1.62182,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,25,117,9026,4,163.896,22997,34119.2,36248.8,0,0,0,1199.5,65.1255,144.023,34778.4,171,2,4,1656,0.0240964,8,9,9,0,52.4467,2.77778,0,9,0,0.519354,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,25,117,9026,4,162.248,0,0,0,20732,35782.3,35788.7,1182.75,76.5625,22040.2,31571.7,174.44,0,0,0,0.4,7,7,7,0,45.4293,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,25,100,45026,4,109.087,4461.83,6924.97,7141.79,38765.6,51003.6,51016.6,1178.17,64.25,9548.84,30362.4,173.8,0.4,4,9,0.0243902,22,22,22,0,95.9963,1.13636,16,0,0,2.53086,1,7.382,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,26,100,45027,4,217.776,15840,25094.5,26338.2,0,0,0,8253.21,73.834,19437.6,24063,168.32,4.68,9,9,0.0486486,2,3,3,0,17.4221,8.33333,2,0,0,4.33308,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,26,117,9027,4,212.655,17737.3,26810.2,26851.2,0,0,0,6410.62,12.396,16729.3,23248.6,171.52,1.48,2,2,0.2,12,13,13,0,102.074,1.92308,12,0,0,0.853122,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-count,random,26,117,9027,4,280.121,14394.6,15270.4,15664.4,0,0,0,8508.96,16.3125,13294.8,14042.4,170.56,2.44,4,4,0.0243902,6,7,7,0,67.2291,3.57143,6,0,0,0.519675,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,26,100,9027,4,198.263,0,0,0,17860.6,21820.2,21855.1,1181.83,57.0215,155.294,256.554,174.44,0,0,0,0.4,7,7,7,0,55.5137,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,26,100,45027,4,140.937,27227.2,37864.7,38653.7,0,0,0,16450.7,63.625,24707.9,28878.5,171.52,1.48,2,2,0.2,12,13,13,0,67.6499,1.92308,12,0,0,3.25801,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,26,117,9027,4,304.912,10794.4,18637.8,18722.6,0,0,0,7293.62,39.8335,9882.36,15204.7,168.32,4.68,9,9,0.0486486,2,3,3,0,24.393,8.33333,2,0,0,0.820992,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,26,117,45027,4,93.2673,5560,8694.57,8981.01,50777.3,55615,56738.6,1149.83,44.8335,25042.5,48480.7,173.8,0.4,4,9,0.0243902,22,22,22,0,82.0752,1.13636,16,0,0,2.7033,1,9.333,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,26,100,9027,4,327.218,12053.7,17386.7,17784.7,0,0,0,972.5,37.687,67.9186,77.9693,170.92,2.08,4,1638,0.0243902,7,8,8,0,91.6211,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,27,100,9028,4,204.195,18533,27203.4,29220.9,0,0,0,7298.71,52.208,8937.37,12848.3,170.56,2.44,4,4,0.0243902,6,7,7,0,49.0067,3.57143,6,0,0,1.38762,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-random,random,27,100,9028,4,255.656,13969.3,19734.5,19767.1,0,0,0,9087.5,68.1665,8506.57,18832.7,168.32,4.68,9,9,0.0486486,2,3,3,0,20.4525,8.33333,2,0,0,1.28707,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,27,117,45028,4,122.705,30824.2,42477.7,44019.5,0,0,0,15719.8,53.8335,34191.3,37350.7,171.52,1.48,2,2,0.2,12,13,13,0,58.8986,1.92308,12,0,0,3.31206,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,27,100,45028,4,104.559,4977.87,7829.42,8079.18,43988,62580.5,62585.7,1177.08,36.0415,38698.8,42862.1,173.8,0.4,4,9,0.0243902,22,22,22,0,92.0115,1.13636,16,0,0,2.53086,1,8.417,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,27,117,9028,4,193.488,17872.4,28793.3,33556.3,0,0,0,1174.21,38.083,109.469,153.335,170.92,2.08,4,1638,0.0243902,7,8,8,0,54.1766,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
