case,workload,repetition,hnsw_seed,tail_seed,writers,writes_per_s,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,fence_us,query_p50_us,query_p95_us,query_p99_us,mean_D,mean_W,max_W,max_cap,max_risk,timed_sync_successes,total_sync_attempts,total_sync_successes,total_sync_failures,timed_syncs_per_s,total_records_per_sync,policy_fences,age_fences,overshoots,enrichment,alarm,alarm_latency_ms,crash_frontier,crash_visible_lsn,crash_durable_lsn,crash_child_status,exposed_weak_records,surviving_weak_records,lost_weak_records,has_L_lt_M,M_max,L_max,delta_max,amplification_max,stable_losses,weak_survivors,stable_records_unchanged,cohort_records_unchanged,cohort_expectations_ok,post_recovery_suffix_ok,frontier_ok,recovery_ok,strict_ok
fixed-time,random,8,100,9009,4,245.873,15431.8,23361.4,24214.7,0,0,0,969.875,65.3125,130.921,78260.5,170.92,2.08,4,1638,0.0243902,7,8,8,0,68.8444,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,8,117,9009,4,256.15,12477.4,31702,32509.7,0,0,0,7756.46,44.5835,9617.51,14941.9,168.32,4.68,9,9,0.0486486,2,3,3,0,20.492,8.33333,2,0,0,1.21354,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,8,117,9009,4,246.414,14069.5,21253.5,24129.4,0,0,0,7957.54,60.146,13528.7,18493.7,170.56,2.44,4,4,0.0243902,6,7,7,0,59.1395,3.57143,6,0,0,0.666738,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,8,100,45009,4,130.123,27140.5,41308.4,42435.1,0,0,0,14968.8,62.5005,25411.3,29988.1,171.52,1.48,2,2,0.2,12,13,13,0,62.4591,1.92308,12,0,0,3.46617,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,8,117,45009,4,86.7937,5709.08,8813.57,9079.61,55810.7,62730.3,62730.5,1198.46,62.291,48856.8,57491.5,173.8,0.4,4,9,0.0243902,22,22,22,0,76.3785,1.13636,16,0,0,2.53086,1,9.58,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,8,100,9009,4,164.053,0,0,0,22891,26834.2,26886,1192.58,54.5,23175.9,25209.4,174.44,0,0,0,0.4,7,7,7,0,45.935,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,8,100,45009,4,249.503,13564,21378.5,25162.8,0,0,0,8733.21,66.8125,10197.6,21840.7,168.32,4.68,9,9,0.0486486,2,3,3,0,19.9602,8.33333,2,0,0,4.26361,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot,hot,9,117,45010,4,312.67,10792.2,17536.5,17630,0,0,0,8408.83,53.625,12659,16440.9,168.32,4.68,9,9,0.0486486,2,3,3,0,25.0136,8.33333,2,0,0,4.29432,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,9,117,9010,4,182.469,0,0,0,19036.3,27805.6,27809.1,1156.38,56.5625,4364.58,15393.9,174.44,0,0,0,0.4,7,7,7,0,51.0913,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,9,100,45010,4,83.8567,6037.23,9798.26,10125.4,51468.5,64986,67398.8,1188.25,75.896,54201.7,60907.8,173.8,0.4,4,9,0.0243902,22,22,22,0,73.7939,1.13636,16,0,0,2.30986,1,10.573,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,9,100,9010,4,119.223,31854.7,44678.1,48228.3,0,0,0,8290.21,65.354,28847.1,35744,171.52,1.48,2,2,0.2,12,13,13,0,57.2272,1.92308,12,0,0,0.677152,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,9,117,9010,4,280.239,12413.7,21078.8,22842.1,0,0,0,1160,47.0835,79.5249,71255.9,170.92,2.08,4,1638,0.0243902,7,8,8,0,78.4671,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,9,100,9010,4,185.559,19846.7,27953.9,29223.9,0,0,0,8538.21,52.3335,20694.3,27078.1,170.56,2.44,4,4,0.0243902,6,7,7,0,44.5341,3.57143,6,0,0,1.04347,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,9,100,9010,4,250.731,15274.9,23002,23877.2,0,0,0,9357.83,68.667,10939.3,16769.6,168.32,4.68,9,9,0.0486486,2,3,3,0,20.0585,8.33333,2,0,0,0.784633,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,9,117,45010,4,127.808,31217,38125.8,41336.9,0,0,0,12023.4,66.4375,30751,35476.9,171.52,1.48,2,2,0.2,12,13,13,0,61.3476,1.92308,12,0,0,3.3194,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,10,100,9011,4,196.625,0,0,0,18763,22657.2,22661.9,1260.54,57.2915,17339.8,18407.1,174.44,0,0,0,0.4,7,7,7,0,55.0551,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,10,100,45011,4,128.304,31355.6,40429.7,40891.6,0,0,0,15129.2,72.958,30951,34462,171.52,1.48,2,2,0.2,12,13,13,0,61.5862,1.92308,12,0,0,3.48813,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,10,117,45011,4,77.5441,1689.25,1689.25,1689.25,52544.2,59849.7,60062.5,1210.71,58.021,19507.4,52950.7,174.4,0.04,1,9,0.00621118,25,25,25,0,77.5441,1,19,0,0,2.2891,1,1.697,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,10,117,9011,4,202.363,18312,28442,29565.9,0,0,0,8169.75,47.4585,18026.1,24250.4,170.56,2.44,4,4,0.0243902,6,7,7,0,48.5672,3.57143,6,0,0,0.960979,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,10,100,9011,4,199.974,19049.9,26459.7,28769.8,0,0,0,1161.58,37.7715,261.044,93816.1,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.9929,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,10,117,9011,4,282.116,12094.2,19382.2,19537.2,0,0,0,8135.17,56.7085,14507.6,17719.9,168.32,4.68,9,9,0.0486486,2,3,3,0,22.5693,8.33333,2,0,0,0.939457,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,10,100,45011,4,307.432,10969.2,20646,20717.8,0,0,0,8362.17,65.8335,5713.48,16664.1,168.32,4.68,9,9,0.0486486,2,3,3,0,24.5945,8.33333,2,0,0,4.26133,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,10,117,9011,4,144.151,26314.8,34097.3,35088.7,0,0,0,8124.58,67.0835,26766,32872.6,171.52,1.48,2,2,0.2,12,13,13,0,69.1927,1.92308,12,0,0,1.11238,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,11,117,45012,4,124.526,30404.7,43957.7,44227.5,0,0,0,15275.1,70.458,15528.5,40585.1,171.52,1.48,2,2,0.2,12,13,13,0,59.7724,1.92308,12,0,0,3.26046,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,11,100,9012,4,323.861,10566.8,17777.3,18031.7,0,0,0,7436.67,52.7495,9865.26,13362.3,168.32,4.68,9,9,0.0486486,2,3,3,0,25.9089,8.33333,2,0,0,0.861474,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,11,117,45012,4,487.086,6446.88,13178.5,13328.5,0,0,0,5042.12,11.729,7946.71,11922.4,168.32,4.68,9,9,0.0486486,2,3,3,0,38.9669,8.33333,2,0,0,4.20741,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,11,100,45012,4,149.389,3262.52,5015.61,5175.39,32747.1,36224.3,37327.6,826.25,13.354,26760,32361.4,173.8,0.4,4,9,0.0243902,22,22,22,0,131.462,1.13636,16,0,0,2.84158,1,5.258,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,11,117,9012,4,316.326,11338.2,17454.4,19452.4,0,0,0,1163.67,52.6455,99.7203,57958.4,170.92,2.08,4,1638,0.0243902,7,8,8,0,88.5713,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,11,117,9012,4,308.278,0,0,0,11803.7,14508.4,14512,1140.38,20.229,10518.1,10938.6,174.44,0,0,0,0.4,7,7,7,0,86.3179,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,11,100,9012,4,283.898,13863.1,14462.6,14550.7,0,0,0,8189.17,57.1875,13332,13735.5,170.56,2.44,4,4,0.0243902,6,7,7,0,68.1355,3.57143,6,0,0,1.43155,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,11,100,9012,4,160.145,24960.8,28298.4,28889.4,0,0,0,8697.83,75.0205,24035.7,26703.8,171.52,1.48,2,2,0.2,12,13,13,0,76.8696,1.92308,12,0,0,0.91196,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,12,100,45013,4,119.893,32905.2,45556,46595,0,0,0,14923.5,77.8545,34186.2,43376.2,171.52,1.48,2,2,0.2,12,13,13,0,57.5487,1.92308,12,0,0,3.11536,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,12,100,9013,4,176.154,0,0,0,19530.7,25954.9,25957.5,1177.58,52.646,22072.3,24920.2,174.44,0,0,0,0.4,7,7,7,0,49.323,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,12,100,9013,4,186.888,21121.8,29908.9,31535.7,0,0,0,1192.62,50.0215,101.834,108865,170.92,2.08,4,1638,0.0243902,7,8,8,0,52.3286,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,12,117,9013,4,241.61,14854.8,22727.9,26283.2,0,0,0,7749.12,72.9585,14870.5,23898.1,168.32,4.68,9,9,0.0486486,2,3,3,0,19.3288,8.33333,2,0,0,1.06614,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,12,117,9013,4,157.287,25044.6,32646.5,33959.7,0,0,0,8234.62,57.875,18769.8,26073.6,171.52,1.48,2,2,0.2,12,13,13,0,75.498,1.92308,12,0,0,0.70123,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-count,random,12,117,9013,4,205.132,18291.8,23993.4,24186.7,0,0,0,9147.42,68.667,217.215,12880.2,170.56,2.44,4,4,0.0243902,6,7,7,0,49.2318,3.57143,6,0,0,1.20721,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,12,117,45013,4,86.4212,6526.02,10514.2,10873.4,52696.8,61783.8,61788.6,941.709,71.167,27380.6,49245.2,173.8,0.4,4,9,0.0243902,22,22,22,0,76.0507,1.13636,16,0,0,2.30986,1,11.414,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,12,100,45013,4,257.942,13223.8,27894.3,28535.5,0,0,0,7414.83,51.7085,14902.2,23743,168.32,4.68,9,9,0.0486486,2,3,3,0,20.6354,8.33333,2,0,0,4.28163,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,13,100,9014,4,303.771,12119.2,17711.8,19087.2,0,0,0,8020.88,64.938,10134.4,16338.7,168.32,4.68,9,9,0.0486486,2,3,3,0,24.3017,8.33333,2,0,0,1.25226,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,13,117,9014,4,184.461,0,0,0,19720,24819.1,24847.3,948.625,60.9585,267.57,11102.5,174.44,0,0,0,0.4,7,7,7,0,51.6492,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,13,117,45014,4,152.896,25834.4,29162.4,29704.4,0,0,0,10894.5,72.7705,24497.5,25565,171.52,1.48,2,2,0.2,12,13,13,0,73.3903,1.92308,12,0,0,3.46192,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,13,100,9014,4,310.227,11495.5,16428.8,19069.1,0,0,0,5890.67,34.229,11383.5,14551.2,170.56,2.44,4,4,0.0243902,6,7,7,0,74.4546,3.57143,6,0,0,1.20533,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,13,117,9014,4,223.07,15539.8,34043.4,35948.8,0,0,0,1180.54,54.9795,93.6859,82108.5,170.92,2.08,4,1638,0.0243902,7,8,8,0,62.4597,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,13,100,45014,4,90.5441,5845.71,9587.34,9932.9,49763.1,66918.2,69088.4,1195.17,79.083,50166.4,57693.3,173.8,0.4,4,9,0.0243902,22,22,22,0,79.6788,1.13636,16,0,0,2.53086,1,10.442,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,13,117,45014,4,301.695,10692.2,17674.2,18029.4,0,0,0,8204.62,50.209,11756.9,16100,168.32,4.68,9,9,0.0486486,2,3,3,0,24.1356,8.33333,2,0,0,4.23863,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,13,100,9014,4,136.86,26918.4,42901.8,43550.2,0,0,0,9261.96,67.3125,21597,34312.6,171.52,1.48,2,2,0.2,12,13,13,0,65.6926,1.92308,12,0,0,1.15545,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,14,100,9015,4,175.897,20278.6,35203.1,36152.9,0,0,0,1244.04,50.5415,88.4686,104297,170.92,2.08,4,1638,0.0243902,7,8,8,0,49.2512,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,14,100,45015,4,148.977,25189.7,32833.1,33033,0,0,0,13941.5,49.604,27205,31669.6,171.52,1.48,2,2,0.2,12,13,13,0,71.5089,1.92308,12,0,0,3.4573,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,14,117,9015,4,222.04,18583,19801,19879.1,0,0,0,8361.29,59.7085,12994.9,17502.6,170.56,2.44,4,4,0.0243902,6,7,7,0,53.2896,3.57143,6,0,0,0.85384,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,14,100,45015,4,252.822,12660.7,21614.6,23703.1,0,0,0,8435.17,60.021,11859.8,20812.9,168.32,4.68,9,9,0.0486486,2,3,3,0,20.2257,8.33333,2,0,0,4.25666,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,14,117,45015,4,91.8189,5521.46,9214.04,9546.84,49851.8,57457.9,57462.6,1171.08,45.7915,47472.2,53989.6,173.8,0.4,4,9,0.0243902,22,22,22,0,80.8007,1.13636,16,0,0,2.7033,1,9.693,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,14,117,9015,4,275.018,11738.8,23430,23738.8,0,0,0,6993.75,59.0205,13283.2,20783,168.32,4.68,9,9,0.0486486,2,3,3,0,22.0015,8.33333,2,0,0,0.654048,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,14,117,9015,4,145.557,25990.5,36387.7,36648.9,0,0,0,8407.62,67.1875,26970.6,33048.1,171.52,1.48,2,2,0.2,12,13,13,0,69.8675,1.92308,12,0,0,0.877221,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,14,100,9015,4,186.661,0,0,0,19328,20701.8,20718.7,982.292,49.771,18610.4,19204,174.44,0,0,0,0.4,7,7,7,0,52.265,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,15,117,9016,4,197.79,20001.1,27206.5,29888.4,0,0,0,1199.42,66.875,119.67,92824.1,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.3813,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,15,100,9016,4,151.813,27884,33539.6,34087.4,0,0,0,9497.96,82.125,23530.1,31412.4,170.56,2.44,4,4,0.0243902,6,7,7,0,36.4352,3.57143,6,0,0,0.896595,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,15,117,45016,4,159.708,22093.5,39314.5,41712,0,0,0,12905.7,55.479,20638.1,34260.6,171.52,1.48,2,2,0.2,12,13,13,0,76.6598,1.92308,12,0,0,3.22725,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,15,100,9016,4,125.319,32639.2,39367.2,40903.6,0,0,0,8070.62,66.958,34164.2,38829.1,171.52,1.48,2,2,0.2,12,13,13,0,60.1531,1.92308,12,0,0,0.885046,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,15,100,45016,4,108.572,5348.08,9841.74,10320.7,41686.2,49434.5,51721.2,1203.96,31.416,36281.1,39726,173.8,0.4,4,9,0.0243902,22,22,22,0,95.5433,1.13636,16,0,0,2.84158,1,10.487,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,15,117,9016,4,177.386,0,0,0,18942.1,27017.8,27022.7,1185.33,70.229,19902.9,25018.1,174.44,0,0,0,0.4,7,7,7,0,49.6682,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,15,100,9016,4,295.18,12348.4,19667.5,20830.3,0,0,0,6840.67,28.896,11412.2,14926.6,168.32,4.68,9,9,0.0486486,2,3,3,0,23.6144,8.33333,2,0,0,0.995826,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,15,117,45016,4,340.482,9655.83,17008.2,17243.7,0,0,0,8099.58,54.771,11232.7,16197,168.32,4.68,9,9,0.0486486,2,3,3,0,27.2386,8.33333,2,0,0,4.27072,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,16,117,9017,4,297.301,11255.5,18661,19087.8,0,0,0,5817.88,42.8545,10313.2,15159.5,168.32,4.68,9,9,0.0486486,2,3,3,0,23.784,8.33333,2,0,0,1.00137,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,16,100,45017,4,126.443,32924.8,40775.2,41001.4,0,0,0,17388.2,63.0625,33221.1,37627.6,171.52,1.48,2,2,0.2,12,13,13,0,60.6927,1.92308,12,0,0,3.31206,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,16,100,45017,4,203.846,19486.3,31077.1,31458.9,0,0,0,9722.96,68.6045,19866.9,25314.7,168.32,4.68,9,9,0.0486486,2,3,3,0,16.3077,8.33333,2,0,0,4.32226,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,16,117,9017,4,169.235,22446.1,33142.6,33306.2,0,0,0,8029.33,71.771,13481.8,27922.9,170.56,2.44,4,4,0.0243902,6,7,7,0,40.6164,3.57143,6,0,0,1.35895,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,16,100,9017,4,179.065,21218.4,29973.5,35766.5,0,0,0,817.125,64.2295,298.281,102014,170.92,2.08,4,1638,0.0243902,7,8,8,0,50.1382,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,16,117,45017,4,83.5109,5717.85,9087.61,9384.72,51833.6,64127.8,66353.6,1153.5,63.542,30487,58227.7,173.8,0.4,4,9,0.0243902,22,22,22,0,73.4896,1.13636,16,0,0,2.7033,1,9.575,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,16,117,9017,4,170.467,23313.1,26448.7,26616.8,0,0,0,8102.92,60.417,21989.1,25184.4,171.52,1.48,2,2,0.2,12,13,13,0,81.8239,1.92308,12,0,0,0.89518,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,16,100,9017,4,184.829,0,0,0,18822.3,20493.2,20577.8,1209.83,62.3335,18389.6,19174.8,174.44,0,0,0,0.4,7,7,7,0,51.7521,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,17,117,45018,4,258.795,12611,19581.1,25204.8,0,0,0,8197.25,67.812,11231.9,16207.2,168.32,4.68,9,9,0.0486486,2,3,3,0,20.7036,8.33333,2,0,0,4.32032,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,17,100,9018,4,287.245,12515.7,17727.1,17923.2,0,0,0,5723.5,36.5415,10788.4,13809.6,170.56,2.44,4,4,0.0243902,6,7,7,0,68.9387,3.57143,6,0,0,1.27248,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,17,117,9018,4,197.696,19259.5,26693.6,31222.6,0,0,0,878.083,57.5835,94.6439,81011,170.92,2.08,4,1638,0.0243902,7,8,8,0,55.3549,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,17,117,45018,4,242.056,16496.9,18452.2,18727.9,0,0,0,11722.2,9.6455,14355.7,16314.2,171.52,1.48,2,2,0.2,12,13,13,0,116.187,1.92308,12,0,0,3.46091,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,17,100,45018,4,94.2332,4248.87,7100.34,7356.97,48669.3,61902.6,61915.7,1151.33,27.854,21502.6,50291.2,173.8,0.4,4,9,0.0243902,22,22,22,0,82.9252,1.13636,16,0,0,2.7033,1,7.657,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,17,117,9018,4,197.99,0,0,0,17875.1,24843.7,24852,1193,63.4375,8055.27,21918.6,174.44,0,0,0,0.4,7,7,7,0,55.4373,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,17,100,9018,4,108.423,34096.5,50789.1,54265.1,0,0,0,8935.12,81.458,32893.5,38751.1,171.52,1.48,2,2,0.2,12,13,13,0,52.043,1.92308,12,0,0,1.09635,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
