case,workload,repetition,hnsw_seed,tail_seed,writers,writes_per_s,weak_p50_us,weak_p95_us,weak_p99_us,stable_p50_us,stable_p95_us,stable_p99_us,fence_us,query_p50_us,query_p95_us,query_p99_us,mean_D,mean_W,max_W,max_cap,max_risk,timed_sync_successes,total_sync_attempts,total_sync_successes,total_sync_failures,timed_syncs_per_s,total_records_per_sync,policy_fences,age_fences,overshoots,enrichment,alarm,alarm_latency_ms,crash_frontier,crash_visible_lsn,crash_durable_lsn,crash_child_status,exposed_weak_records,surviving_weak_records,lost_weak_records,has_L_lt_M,M_max,L_max,delta_max,amplification_max,stable_losses,weak_survivors,stable_records_unchanged,cohort_records_unchanged,cohort_expectations_ok,post_recovery_suffix_ok,frontier_ok,recovery_ok,strict_ok
exchange-hot-guard,hot,7,100,45008,4,115.189,3810.75,5603.32,5760.8,37754.6,46960.8,46964,1165.83,45.0415,36208.3,45197.1,173.8,0.4,4,9,0.0243902,22,22,22,0,101.367,1.13636,16,0,0,2.30986,1,6.133,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,8,117,9009,4,158.994,25893.2,33746.8,35957.2,0,0,0,7019.75,41.291,19020.5,29082.4,171.52,1.48,2,2,0.2,12,13,13,0,76.3171,1.92308,12,0,0,1.52607,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,8,100,9009,4,342.742,10844,17014.9,18473.6,0,0,0,1141.46,12.0205,1874.36,12128.7,170.92,2.08,4,1638,0.0243902,7,8,8,0,95.9678,3.125,0,8,0,0.803922,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,8,117,9009,4,552.359,5451.29,10640.5,10734.5,0,0,0,6443.58,10.6875,6634.17,9203.73,168.32,4.68,9,9,0.0486486,2,3,3,0,44.1887,8.33333,2,0,0,1.08105,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
fixed-count,random,8,117,9009,4,382.962,10043.1,10792,10810.6,0,0,0,7070.62,11.3335,6385.45,9006.27,170.56,2.44,4,4,0.0243902,6,7,7,0,91.9108,3.57143,6,0,0,1.16689,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,8,100,45009,4,239.561,16454.8,18463.8,18624.9,0,0,0,7637.46,29.0625,16066.2,17114.6,171.52,1.48,2,2,0.2,12,13,13,0,114.989,1.92308,12,0,0,3.65505,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,8,117,45009,4,112.005,4177.73,6123.06,6291.14,38892.7,45834.9,45835,1212.12,45.7495,18943.6,41879.1,173.8,0.4,4,9,0.0243902,22,22,22,0,98.5646,1.13636,16,0,0,2.53086,1,6.472,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,8,100,9009,4,243.134,0,0,0,15877.7,18740.6,18765.6,1227.58,59.625,14773.8,16826.5,174.44,0,0,0,0.4,7,7,7,0,68.0775,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,8,100,45009,4,464.703,6779.33,11559.9,11984,0,0,0,7103.21,48.792,4895.77,7783.35,168.32,4.68,9,9,0.0486486,2,3,3,0,37.1762,8.33333,2,0,0,4.24181,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot,hot,9,117,45010,4,434.687,8979.58,11566.6,11915.5,0,0,0,6844.46,34.0005,8299.15,10180.9,168.32,4.68,9,9,0.0486486,2,3,3,0,34.775,8.33333,2,0,0,4.23798,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
stable-group,random,9,117,9010,4,184.934,0,0,0,21869.8,27801.4,27816.3,1155.62,54.4375,12840.5,22779,174.44,0,0,0,0.4,7,7,7,0,51.7816,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,9,100,45010,4,118.41,3976.27,5604.62,5748.09,39773.5,41841.9,41845.7,1173.04,60.917,17482.1,40105,173.8,0.4,4,9,0.0243902,22,22,22,0,104.201,1.13636,16,0,0,2.53086,1,6.086,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,9,100,9010,4,175.77,18920.8,33056.4,34794.6,0,0,0,7851.17,53.437,5656,27552.9,171.52,1.48,2,2,0.2,12,13,13,0,84.3697,1.92308,12,0,0,0.875072,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,9,117,9010,4,249.223,16044.4,25647.5,27133.6,0,0,0,1119.12,48.583,78.779,72998.9,170.92,2.08,4,1638,0.0243902,7,8,8,0,69.7824,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,9,100,9010,4,289.183,12166.7,16561.9,17646.9,0,0,0,8070.67,53.417,12825,15573,170.56,2.44,4,4,0.0243902,6,7,7,0,69.404,3.57143,6,0,0,0.68096,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,9,100,9010,4,343.084,10213.8,20135,20689.6,0,0,0,6640.79,51.375,8770.99,17183.6,168.32,4.68,9,9,0.0486486,2,3,3,0,27.4467,8.33333,2,0,0,0.971436,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,9,117,45010,4,151.193,28400,32634.9,32705.8,0,0,0,12448.2,38.25,11917.5,25883.9,171.52,1.48,2,2,0.2,12,13,13,0,72.5724,1.92308,12,0,0,3.69668,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,10,100,9011,4,307.923,0,0,0,10857.7,13910.2,13921,1172.54,36.4165,12211.5,12764.5,174.44,0,0,0,0.4,7,7,7,0,86.2185,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,10,100,45011,4,212.858,17150.6,22713,25201.1,0,0,0,9428.54,34.9795,17023.8,21297.9,171.52,1.48,2,2,0.2,12,13,13,0,102.172,1.92308,12,0,0,3.56074,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,10,117,45011,4,125.576,3816.21,5756.31,5934.93,37009.8,39790.5,39976.1,1177.75,56.2915,34136.9,37403.7,173.8,0.4,4,9,0.0243902,22,22,22,0,110.507,1.13636,16,0,0,2.7033,1,6.175,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,10,117,9011,4,254.096,13939.7,20967.9,21548,0,0,0,6991.08,34.9375,16633.5,19276.2,170.56,2.44,4,4,0.0243902,6,7,7,0,60.9831,3.57143,6,0,0,1.48322,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,10,100,9011,4,280.538,14159.2,19968,23693.3,0,0,0,1156.46,44.7915,95.4286,20075.3,170.92,2.08,4,1638,0.0243902,7,8,8,0,78.5507,3.125,0,8,0,0.85,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,10,117,9011,4,449.095,8108.21,14036.4,14459.2,0,0,0,7042.5,35.604,7072.87,11214.8,168.32,4.68,9,9,0.0486486,2,3,3,0,35.9276,8.33333,2,0,0,1.15211,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,10,100,45011,4,412.507,8589.71,14820.1,16363.8,0,0,0,7597.54,54,5520.01,12645.8,168.32,4.68,9,9,0.0486486,2,3,3,0,33.0006,8.33333,2,0,0,4.28309,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,10,117,9011,4,193.661,18658.4,32184.3,32350.3,0,0,0,6006.04,27.687,19260,27570.1,171.52,1.48,2,2,0.2,12,13,13,0,92.9575,1.92308,12,0,0,0.428276,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,11,117,45012,4,271.208,14861.4,15780,16050.1,0,0,0,5869.88,9.1255,14109.8,14986.2,171.52,1.48,2,2,0.2,12,13,13,0,130.18,1.92308,12,0,0,3.64179,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,11,100,9012,4,518.782,6443.92,11912.3,12034.2,0,0,0,5610.29,25.479,7189.36,9982.84,168.32,4.68,9,9,0.0486486,2,3,3,0,41.5026,8.33333,2,0,0,0.714288,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,11,117,45012,4,507.664,6369.5,11264.8,12497.8,0,0,0,5549.33,26.979,8238.56,9644.77,168.32,4.68,9,9,0.0486486,2,3,3,0,40.6131,8.33333,2,0,0,4.24895,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,11,100,45012,4,113.664,4172.27,6589.34,6763.6,37754.7,62839.2,62856.4,1148.46,32.8125,31714.3,53959.5,173.8,0.4,4,9,0.0243902,22,22,22,0,100.024,1.13636,16,0,0,2.7033,1,6.918,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,11,117,9012,4,320.715,11498.3,18415.1,20507.5,0,0,0,1151.08,31.4375,64.8103,86.8102,170.92,2.08,4,1638,0.0243902,7,8,8,0,89.8001,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,11,117,9012,4,290.025,0,0,0,12711,13882.5,13886.5,1151.12,50.771,11178.3,12418.9,174.44,0,0,0,0.4,7,7,7,0,81.207,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,11,100,9012,4,322.205,11327,13933.3,15552.2,0,0,0,7107.62,35.188,9833.08,11005.7,170.56,2.44,4,4,0.0243902,6,7,7,0,77.3292,3.57143,6,0,0,1.1424,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,11,100,9012,4,146.284,28223.5,35776.2,37205.1,0,0,0,7369.12,44.3955,24975.2,34919,171.52,1.48,2,2,0.2,12,13,13,0,70.2162,1.92308,12,0,0,1.68215,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,12,100,45013,4,161.897,22488.2,38150.6,44626,0,0,0,11429.7,49.0625,28714.6,32507.5,171.52,1.48,2,2,0.2,12,13,13,0,77.7107,1.92308,12,0,0,3.36899,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,12,100,9013,4,290.643,0,0,0,11898.4,13876,13885.3,1193.62,51.8755,11282.9,12500.6,174.44,0,0,0,0.4,7,7,7,0,81.3801,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,12,100,9013,4,286.321,12637,21623.4,26423.5,0,0,0,1152.75,46.3125,83.5955,63531.4,170.92,2.08,4,1638,0.0243902,7,8,8,0,80.1698,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,12,117,9013,4,434.463,8520.04,13346.6,13871.8,0,0,0,6228.08,52.458,8560.03,10216.9,168.32,4.68,9,9,0.0486486,2,3,3,0,34.7571,8.33333,2,0,0,0.74779,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,12,117,9013,4,143.364,25455.1,40334.6,41463.1,0,0,0,6726.92,45.354,23208.8,37202.1,171.52,1.48,2,2,0.2,12,13,13,0,68.815,1.92308,12,0,0,0.655217,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-count,random,12,117,9013,4,289.361,11090.2,24882.3,26401.6,0,0,0,7343.04,36.2915,12566.7,20227.3,170.56,2.44,4,4,0.0243902,6,7,7,0,69.4467,3.57143,6,0,0,0.913864,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,12,117,45013,4,102.817,3952.83,6428.07,6619.25,43907.1,63747.5,63773.5,1156.5,57,44482,57678.4,173.8,0.4,4,9,0.0243902,22,22,22,0,90.4789,1.13636,16,0,0,2.53086,1,6.937,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,12,100,45013,4,388.884,7640.17,18497.1,19214.6,0,0,0,7142.54,31.5,7449.31,14069,168.32,4.68,9,9,0.0486486,2,3,3,0,31.1107,8.33333,2,0,0,4.23795,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,13,100,9014,4,452.936,6985.38,12346.4,12811,0,0,0,4577.29,56.0835,2835.14,5569.25,168.32,4.68,9,9,0.0486486,2,3,3,0,36.2349,8.33333,2,0,0,1.14768,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
stable-group,random,13,117,9014,4,286.924,0,0,0,11895.5,14831.5,14849.6,1162.58,35.2495,11387.1,13125.1,174.44,0,0,0,0.4,7,7,7,0,80.3386,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,13,117,45014,4,167.491,20667.6,30021.9,32877.3,0,0,0,8432.42,41.667,22170.4,27973.8,171.52,1.48,2,2,0.2,12,13,13,0,80.3955,1.92308,12,0,0,3.56882,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,13,100,9014,4,313.809,12195.6,16617.3,16833.5,0,0,0,6596.62,40.5835,5281.67,12304.5,170.56,2.44,4,4,0.0243902,6,7,7,0,75.3142,3.57143,6,0,0,1.33066,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,13,117,9014,4,269.486,11356.8,29963.2,32155.5,0,0,0,1173.25,26.6875,68.7519,38560.5,170.92,2.08,4,1638,0.0243902,7,8,8,0,75.4561,3.125,0,8,0,0.856459,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,13,100,45014,4,121.217,3603.88,5569.38,5754.31,34868.7,49904.5,49916.6,1171.92,34.4795,13768.7,43072.8,173.8,0.4,4,9,0.0243902,22,22,22,0,106.671,1.13636,16,0,0,2.53086,1,6.061,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,13,117,45014,4,462.178,6645.08,14206.8,14291.6,0,0,0,5609,46.229,6957.29,12066.7,168.32,4.68,9,9,0.0486486,2,3,3,0,36.9742,8.33333,2,0,0,4.2423,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
strict-random,random,13,100,9014,4,226.527,17486.6,19438.5,19670.1,0,0,0,6066.54,57.5,15649,18401.2,171.52,1.48,2,2,0.2,12,13,13,0,108.733,1.92308,12,0,0,1.32916,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,14,100,9015,4,336.349,11363.2,16633,16844.8,0,0,0,1167.5,26.8755,61.0373,76.3715,170.92,2.08,4,1638,0.0243902,7,8,8,0,94.1777,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,14,100,45015,4,180.507,19744.1,33309.7,34478.1,0,0,0,13020.1,54.8335,18047.9,21802.2,171.52,1.48,2,2,0.2,12,13,13,0,86.6433,1.92308,12,0,0,3.26876,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,14,117,9015,4,267.174,13739.8,19421.8,19775.3,0,0,0,7493.21,41.979,13034.9,15755.4,170.56,2.44,4,4,0.0243902,6,7,7,0,64.1217,3.57143,6,0,0,0.887909,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,14,100,45015,4,487.832,6231.38,13622.6,13799,0,0,0,7641.67,26.125,5196.38,10450,168.32,4.68,9,9,0.0486486,2,3,3,0,39.0265,8.33333,2,0,0,4.24704,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,14,117,45015,4,156.181,3428.67,5156.1,5282.59,29885,31979.9,32952.3,1154.79,32.521,28551.7,29417.8,173.8,0.4,4,9,0.0243902,22,22,22,0,137.44,1.13636,16,0,0,2.7033,1,5.552,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,14,117,9015,4,495.771,6021.25,12579.8,12616.4,0,0,0,7312,28.021,5071.88,9738.23,168.32,4.68,9,9,0.0486486,2,3,3,0,39.6617,8.33333,2,0,0,0.74687,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-random,random,14,117,9015,4,251.357,15665.3,18950.6,18997.5,0,0,0,4790.46,36.208,14867.6,17389.1,171.52,1.48,2,2,0.2,12,13,13,0,120.652,1.92308,12,0,0,1.26037,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,14,100,9015,4,280.515,0,0,0,13732.2,18002.7,18051,1175.42,33.959,12640.2,15678.4,174.44,0,0,0,0.4,7,7,7,0,78.5442,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-time,random,15,117,9016,4,301.082,11046.9,23430.2,24156.8,0,0,0,1171.08,40.7295,130.141,189.679,170.92,2.08,4,1638,0.0243902,7,8,8,0,84.303,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
fixed-count,random,15,100,9016,4,303.818,13245.6,14820.1,15097.5,0,0,0,4108.79,36.8335,12609.8,13718.4,170.56,2.44,4,4,0.0243902,6,7,7,0,72.9163,3.57143,6,0,0,0.805817,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,15,117,45016,4,222.052,18746,19735.5,20518.4,0,0,0,8401.96,37.1455,3090.46,14010.4,171.52,1.48,2,2,0.2,12,13,13,0,106.585,1.92308,12,0,0,3.7037,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,15,100,9016,4,183.333,19793.9,29726.6,31340.7,0,0,0,6548.25,42.708,19286.1,25356.2,171.52,1.48,2,2,0.2,12,13,13,0,87.9999,1.92308,12,0,0,0.860236,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,15,100,45016,4,106.647,6303.69,12569.6,13222.1,41838.9,54994.8,57597.6,1165.42,48.188,42857.4,46360,173.8,0.4,4,9,0.0243902,22,22,22,0,93.8492,1.13636,16,0,0,2.7033,1,13.482,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
stable-group,random,15,117,9016,4,206.734,0,0,0,15664.3,26707.3,26724.6,1170.12,55.7705,11253.6,16456.4,174.44,0,0,0,0.4,7,7,7,0,57.8856,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-random,random,15,100,9016,4,442.466,7327.79,12633.3,12700.4,0,0,0,6857.17,27.8955,8612.82,11624.9,168.32,4.68,9,9,0.0486486,2,3,3,0,35.3973,8.33333,2,0,0,0.974029,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,15,117,45016,4,440.967,7046.75,13746.7,14168.4,0,0,0,6298.79,28.625,6279.79,11070.8,168.32,4.68,9,9,0.0486486,2,3,3,0,35.2774,8.33333,2,0,0,4.22203,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
exchange-random,random,16,117,9017,4,387.711,8951.83,18613.6,18999.6,0,0,0,6330.5,36.771,11243.1,14370.8,168.32,4.68,9,9,0.0486486,2,3,3,0,31.0169,8.33333,2,0,0,0.832163,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.2,0.2,0.2,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,16,100,45017,4,201.515,19332.1,25337.4,27210.9,0,0,0,12174.8,47.813,14122.6,19801.2,171.52,1.48,2,2,0.2,12,13,13,0,96.7272,1.92308,12,0,0,3.56201,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,16,100,45017,4,401.836,10096.3,14609.8,14920.2,0,0,0,7955.67,35.3125,10836.6,12377.7,168.32,4.68,9,9,0.0486486,2,3,3,0,32.1468,8.33333,2,0,0,4.23953,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,16,117,9017,4,307.178,10593.9,20502.4,24691.4,0,0,0,7104.21,54.146,9885.17,20422.4,170.56,2.44,4,4,0.0243902,6,7,7,0,73.7227,3.57143,6,0,0,1.35794,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,16,100,9017,4,253.638,14551.9,25443.3,28983.2,0,0,0,1152.75,48.1245,98.1663,4492.19,170.92,2.08,4,1638,0.0243902,7,8,8,0,71.0186,3.125,0,8,0,0.803922,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,16,117,45017,4,107.769,4008.21,5681.66,5823.53,39226.3,51513.5,51526.2,1169.08,32.4585,19382,46374,173.8,0.4,4,9,0.0243902,22,22,22,0,94.837,1.13636,16,0,0,2.7033,1,5.949,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-random,random,16,117,9017,4,170.653,23461.7,29844.2,29915.4,0,0,0,6940.88,38.3545,20327.6,28048.1,171.52,1.48,2,2,0.2,12,13,13,0,81.9135,1.92308,12,0,0,0.639582,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
stable-group,random,16,100,9017,4,237.807,0,0,0,13843.8,19640.1,19651.9,1200.92,56.375,116.261,9037.96,174.44,0,0,0,0.4,7,7,7,0,66.5859,3.57143,0,0,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot,hot,17,117,45018,4,295.474,12203.1,24118.8,27959.8,0,0,0,6088.38,39.3125,5609.96,12593.4,168.32,4.68,9,9,0.0486486,2,3,3,0,23.6379,8.33333,2,0,0,4.2418,0,-1,terminal-unfenced-suffix,1048601,1048592,-1,9,0,9,0,0.3,0.3,0.3,5.55112e-17,0,0,1,1,1,1,1,1,1
fixed-count,random,17,100,9018,4,203.83,17582.5,28881.1,29278.5,0,0,0,6162.5,39.8745,3262.71,15887,170.56,2.44,4,4,0.0243902,6,7,7,0,48.9191,3.57143,6,0,0,1.25918,0,-1,terminal-unfenced-suffix,1048601,1048600,-1,1,0,1,0,0.1,0.1,0.1,0,0,0,1,1,1,1,1,1,1
fixed-time,random,17,117,9018,4,297.572,12248.5,17201.2,20566.8,0,0,0,1143.92,50.083,79.7974,61177.1,170.92,2.08,4,1638,0.0243902,7,8,8,0,83.3201,3.125,0,8,0,1,0,-1,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
strict-hot,hot,17,117,45018,4,216.868,16726.9,26003.5,28292.9,0,0,0,7707.92,11.104,12275.3,18144.4,171.52,1.48,2,2,0.2,12,13,13,0,104.097,1.92308,12,0,0,3.47215,0,-1,fence-after-sync-before-publish,2097154,1048601,86,2,2,0,1,0.2,0,0,0,0,0,1,1,1,1,1,1,1
exchange-hot-guard,hot,17,100,45018,4,155.85,3174.67,5139.79,5328.66,28834.2,37284.7,38534.7,1160.75,28.104,11588.1,27859.1,173.8,0.4,4,9,0.0243902,22,22,22,0,137.148,1.13636,16,0,0,2.7033,1,5.604,terminal-unfenced-suffix,1048601,1048601,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
