case,workload,repetition,hnsw_seed,tail_seed,operation,index,ack,latency_us,lsn,visible_lsn,durable_lsn,durable_records,weak_records,cap,risk,snapshot_lsn,exact_recall,tail_evaluations,crash_frontier,expected_recovery,crash_child_status
strict-hot,hot,4,100,45005,query,24,,41.625,,1048600,1048598,182,2,2,0.2,1048600,1,2,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,25,,40.666,,1048600,1048598,182,2,2,0.2,1048600,1,2,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,26,,42.083,,1048600,1048598,184,1,2,0.1,1048600,1,2,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,27,,169.625,,1048601,1048600,184,1,2,0.1,1048601,1,1,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,28,,68.25,,1048601,1048600,184,1,2,0.1,1048601,1,1,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,29,,46.709,,1048601,1048600,184,1,2,0.1,1048601,1,1,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,30,,67.75,,1048601,1048600,184,1,2,0.1,1048601,1,1,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,query,31,,43.458,,1048601,1048600,184,1,2,0.1,1048601,1,1,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,timed-prefix-fence,0,stable,14797.3,0,0,0,0,0,0,0,0,0,0,fence-after-sync-before-publish,,86
strict-hot,hot,4,100,45005,crash-cohort,0,weak,0,2097153,2097153,1048601,185,1,2,0.1,,,,fence-after-sync-before-publish,survive,86
strict-hot,hot,4,100,45005,crash-cohort,1,weak,0,2097154,2097154,1048601,185,2,2,0.2,,,,fence-after-sync-before-publish,survive,86
strict-hot,hot,4,100,45005,crash-fence,0,none,0,2097154,2097154,1048601,0,2,0,0,,,,fence-after-sync-before-publish,child-exit-after-sync,86
strict-hot,hot,4,100,45005,post-recovery-suffix,0,stable,9044.33,3145729,3145729,3145729,188,0,2,0.1,,,,fence-after-sync-before-publish,workflow-resumed,86
stable-group,random,5,117,9006,write,0,stable,10905,1048577,1048580,1048580,164,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,1,stable,10889.2,1048578,1048580,1048580,164,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,2,stable,10877,1048579,1048580,1048580,164,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,3,stable,10868.2,1048580,1048580,1048580,164,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,4,stable,22865.3,1048581,1048584,1048584,168,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,5,stable,22833.9,1048582,1048584,1048584,168,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,6,stable,22841.8,1048583,1048584,1048584,168,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,7,stable,22836.5,1048584,1048584,1048584,168,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,8,stable,13890,1048585,1048588,1048588,172,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,9,stable,13881.6,1048586,1048588,1048588,172,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,10,stable,13893.4,1048587,1048588,1048588,172,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,11,stable,13872.8,1048588,1048588,1048588,172,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,12,stable,20684.6,1048589,1048592,1048592,176,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,13,stable,20663.6,1048590,1048592,1048592,176,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,14,stable,20671.6,1048591,1048592,1048592,176,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,15,stable,20676.5,1048592,1048592,1048592,176,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,16,stable,10874.5,1048593,1048596,1048596,180,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,17,stable,10874.3,1048594,1048596,1048596,180,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,18,stable,10859.8,1048595,1048596,1048596,180,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,19,stable,10777.7,1048596,1048596,1048596,180,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,20,stable,15813.1,1048597,1048600,1048600,184,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,21,stable,15813.1,1048598,1048600,1048600,184,0,0,0.2,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,22,stable,15670.2,1048599,1048600,1048600,184,0,0,0.3,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,23,stable,15651.6,1048600,1048600,1048600,184,0,0,0.4,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,write,24,stable,9899.12,1048601,1048601,1048601,185,0,0,0.1,,,,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,0,,66.084,,160,160,160,0,0,0,160,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,1,,32.292,,160,160,160,0,0,0,160,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,2,,27.958,,160,160,160,0,0,0,160,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,3,,19.791,,160,160,160,0,0,0,160,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,4,,20.083,,160,160,164,0,0,0,160,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,5,,63.042,,1048580,1048580,164,0,0,0,1048580,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,6,,46.917,,1048580,1048580,164,0,0,0,1048580,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,7,,30.209,,1048580,1048580,164,0,0,0,1048580,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,8,,18.167,,1048580,1048580,164,0,0,0,1048580,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,9,,23.291,,1048580,1048580,164,0,0,0,1048580,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,10,,21760.5,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,11,,34.375,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,12,,27.375,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,13,,28.708,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,14,,32.166,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,15,,29.417,,1048584,1048584,168,0,0,0,1048584,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,16,,12950.7,,1048588,1048588,172,0,0,0,1048588,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,17,,52.125,,1048588,1048588,172,0,0,0,1048588,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,18,,29.75,,1048588,1048588,172,0,0,0,1048588,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,19,,41.791,,1048588,1048588,172,0,0,0,1048588,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,20,,38.958,,1048588,1048588,172,0,0,0,1048588,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,21,,19665.3,,1048592,1048592,176,0,0,0,1048592,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,22,,49.959,,1048592,1048592,176,0,0,0,1048592,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,23,,36.916,,1048592,1048592,176,0,0,0,1048592,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,24,,41.791,,1048592,1048592,176,0,0,0,1048592,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,25,,48.083,,1048592,1048592,180,0,0,0,1048592,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,26,,93.5,,1048596,1048596,180,0,0,0,1048596,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,27,,34.917,,1048596,1048596,180,0,0,0,1048596,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,28,,26.166,,1048596,1048596,180,0,0,0,1048596,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,29,,37.875,,1048596,1048596,180,0,0,0,1048596,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,30,,14806,,1048600,1048600,184,0,0,0,1048600,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,query,31,,36.667,,1048600,1048600,184,0,0,0,1048600,1,0,terminal-unfenced-suffix,,-1
stable-group,random,5,117,9006,cleanup-fence,0,stable,1196.88,0,0,0,0,0,0,0,0,0,0,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,0,weak,1490.5,1048577,1048577,160,160,1,8,0.00621118,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,1,weak,4127.04,1048578,1048578,160,160,2,8,0.0123457,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,2,weak,6480.08,1048579,1048579,160,160,3,8,0.0184049,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,3,weak,9509.92,1048580,1048580,160,160,4,8,0.0243902,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,4,weak,12449.4,1048581,1048581,160,160,5,8,0.030303,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,5,weak,11181.2,1048582,1048582,160,160,6,8,0.0361446,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,6,weak,10243.6,1048583,1048583,160,160,7,8,0.0419162,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,7,weak,8586.12,1048584,1048584,160,160,8,8,0.047619,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,8,weak,12919.5,1048585,1048585,1048584,168,1,8,0.00591716,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,9,weak,12687.6,1048586,1048586,1048584,168,2,8,0.0117647,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,10,weak,12639.5,1048587,1048587,1048584,168,3,8,0.0175439,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,11,weak,12713,1048588,1048588,1048584,168,4,8,0.0232558,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,12,weak,6651.21,1048589,1048589,1048584,168,5,8,0.0289017,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,13,weak,6632.38,1048590,1048590,1048584,168,6,8,0.0344828,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,14,weak,7859.17,1048591,1048591,1048584,168,7,8,0.04,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,15,weak,7905.25,1048592,1048592,1048584,168,8,8,0.0454545,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,16,weak,17405.1,1048593,1048593,1048592,176,1,9,0.00564972,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,17,weak,17085.3,1048594,1048594,1048592,176,2,9,0.011236,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,18,weak,15860.5,1048595,1048595,1048592,176,3,9,0.0167598,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,19,weak,18766.8,1048596,1048596,1048592,176,4,9,0.0222222,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,20,weak,9333,1048597,1048597,1048592,176,5,9,0.0276243,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,21,weak,9515.75,1048598,1048598,1048592,176,6,9,0.032967,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,22,weak,11443.3,1048599,1048599,1048592,176,7,9,0.0382514,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,23,weak,10180.7,1048600,1048600,1048592,176,8,9,0.0434783,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,write,24,weak,13124.9,1048601,1048601,1048592,176,9,9,0.0486486,,,,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,0,,150.708,,160,160,160,0,8,0,160,1,0,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,1,,65.583,,160,160,160,0,8,0,160,1,0,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,2,,78,,160,160,160,0,8,0,160,1,0,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,3,,35.5,,160,160,160,0,8,0,160,1,0,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,4,,8718.17,,1048580,160,160,4,8,0.0243902,1048580,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,5,,73.875,,1048580,160,160,4,8,0.0243902,1048580,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,6,,66.208,,1048580,160,160,4,8,0.0243902,1048580,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,7,,7786.12,,1048584,160,160,8,8,0.047619,1048584,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,8,,44.5,,1048584,160,160,8,8,0.047619,1048584,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,9,,42.083,,1048584,160,160,8,8,0.047619,1048584,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,10,,65.083,,1048584,160,160,8,8,0.047619,1048584,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,11,,11949.1,,1048588,1048584,168,4,8,0.0232558,1048588,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,12,,64,,1048588,1048584,168,4,8,0.0232558,1048588,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,13,,56.334,,1048588,1048584,168,4,8,0.0232558,1048588,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,14,,58.583,,1048588,1048584,168,4,8,0.0232558,1048588,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,15,,7164.46,,1048592,1048584,168,8,8,0.0454545,1048592,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,16,,66.709,,1048592,1048584,168,8,8,0.0454545,1048592,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,17,,54.666,,1048592,1048584,168,8,8,0.0454545,1048592,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,18,,58.042,,1048592,1048584,176,4,9,0.0222222,1048592,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,19,,77,,1048596,1048592,176,4,9,0.0222222,1048596,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,20,,65.625,,1048596,1048592,176,4,9,0.0222222,1048596,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,21,,48,,1048596,1048592,176,4,9,0.0222222,1048596,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,22,,47,,1048596,1048592,176,8,9,0.0434783,1048596,1,4,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,23,,53.334,,1048600,1048592,176,8,9,0.0434783,1048600,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,24,,38.25,,1048600,1048592,176,8,9,0.0434783,1048600,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,25,,30.709,,1048600,1048592,176,8,9,0.0434783,1048600,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,26,,31.083,,1048600,1048592,176,8,9,0.0434783,1048600,1,8,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,27,,4325.83,,1048601,1048592,176,9,9,0.0486486,1048601,1,9,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,28,,55.75,,1048601,1048592,176,9,9,0.0486486,1048601,1,9,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,29,,41.125,,1048601,1048592,176,9,9,0.0486486,1048601,1,9,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,30,,50.583,,1048601,1048592,176,9,9,0.0486486,1048601,1,9,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,query,31,,32.75,,1048601,1048592,176,9,9,0.0486486,1048601,1,9,terminal-unfenced-suffix,,-1
exchange-hot,hot,5,117,45006,cleanup-fence,0,stable,7057.38,0,0,0,0,0,0,0,0,0,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,0,weak,1444.29,1048577,1048577,160,160,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,1,weak,3001,1048578,1048578,160,160,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,2,weak,9067.17,1048579,1048579,1048578,162,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,3,weak,10585.9,1048580,1048580,1048578,162,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,4,weak,18114.1,1048581,1048581,1048580,164,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,5,weak,18131.5,1048582,1048582,1048580,164,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,6,weak,18816.8,1048583,1048583,1048582,166,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,7,weak,20027.4,1048584,1048584,1048582,166,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,8,weak,20196.2,1048585,1048585,1048584,168,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,9,weak,21372.2,1048586,1048586,1048584,168,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,10,weak,21000.6,1048587,1048587,1048586,170,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,11,weak,21640.3,1048588,1048588,1048586,170,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,12,weak,27092.3,1048589,1048589,1048588,172,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,13,weak,27867.7,1048590,1048590,1048588,172,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,14,weak,31615,1048591,1048591,1048590,174,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,15,weak,31583.8,1048592,1048592,1048590,174,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,16,weak,40533,1048593,1048593,1048592,176,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,17,weak,38477,1048594,1048594,1048592,176,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,18,weak,41663.7,1048595,1048595,1048594,178,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,19,weak,41692.9,1048596,1048596,1048594,178,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,20,weak,29684.5,1048597,1048597,1048596,180,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,21,weak,32156.3,1048598,1048598,1048596,180,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,22,weak,28860.2,1048599,1048599,1048598,182,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,23,weak,27246.7,1048600,1048600,1048598,182,2,2,0.2,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,write,24,weak,22925.5,1048601,1048601,1048600,184,1,2,0.1,,,,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,0,,122.333,,160,160,160,0,2,0,160,1,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,1,,48.083,,160,160,160,0,2,0,160,1,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,2,,31.333,,160,160,160,0,2,0,160,1,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,3,,24.125,,160,160,160,0,2,0,160,1,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,4,,22.375,,160,160,160,0,2,0,160,1,0,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,5,,9552.54,,1048580,1048578,162,2,2,0.2,1048580,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,6,,38.667,,1048580,1048578,162,2,2,0.2,1048580,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,7,,35.667,,1048580,1048578,162,2,2,0.2,1048580,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,8,,36.625,,1048580,1048578,162,2,2,0.2,1048580,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,9,,40.75,,1048580,1048578,166,2,2,0.2,1048580,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,10,,103.5,,1048584,1048582,166,2,2,0.2,1048584,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,11,,72.958,,1048584,1048582,166,2,2,0.2,1048584,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,12,,61.834,,1048584,1048582,166,2,2,0.2,1048584,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,13,,20991.8,,1048588,1048586,170,2,2,0.2,1048588,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,14,,59.416,,1048588,1048586,170,2,2,0.2,1048588,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,15,,76.5,,1048588,1048586,170,2,2,0.2,1048588,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,16,,64.5,,1048588,1048586,170,2,2,0.2,1048588,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,17,,30707.4,,1048592,1048590,174,2,2,0.2,1048592,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,18,,35.459,,1048592,1048590,174,2,2,0.2,1048592,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,19,,43.541,,1048592,1048590,174,2,2,0.2,1048592,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,20,,53.875,,1048592,1048590,174,2,2,0.2,1048592,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,21,,86.75,,1048592,1048590,178,2,2,0.2,1048592,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,22,,78.875,,1048596,1048594,178,2,2,0.2,1048596,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,23,,35.958,,1048596,1048594,178,2,2,0.2,1048596,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,24,,48.958,,1048596,1048594,178,2,2,0.2,1048596,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,25,,47.875,,1048596,1048594,178,2,2,0.2,1048596,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,26,,26318,,1048600,1048598,182,2,2,0.2,1048600,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,27,,76.375,,1048600,1048598,182,2,2,0.2,1048600,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,28,,62.083,,1048600,1048598,182,2,2,0.2,1048600,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,29,,63.209,,1048600,1048598,182,2,2,0.2,1048600,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,30,,65.333,,1048600,1048598,184,1,2,0.1,1048600,1,2,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,query,31,,57.708,,1048601,1048600,184,1,2,0.1,1048601,1,1,terminal-unfenced-suffix,,-1
strict-random,random,5,100,9006,cleanup-fence,0,stable,7452.62,0,0,0,0,0,0,0,0,0,0,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,0,weak,1703.83,1048577,1048577,160,160,1,8,0.00621118,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,1,weak,5279.25,1048579,1048579,160,160,3,8,0.0184049,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,2,weak,3640.29,1048578,1048578,160,160,2,8,0.0123457,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,3,weak,6787.92,1048580,1048580,160,160,4,8,0.0243902,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,4,stable,39007.2,1048581,1048584,1048584,168,0,8,0.00606061,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,5,stable,37095.8,1048582,1048584,1048584,168,0,8,0.0060241,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,6,stable,35396.2,1048583,1048584,1048584,168,0,8,0.00598802,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,7,stable,33969,1048584,1048584,1048584,168,0,8,0.00595238,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,8,stable,30870.5,1048585,1048588,1048588,172,0,8,0.00591716,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,9,stable,30871,1048586,1048588,1048588,172,0,8,0.00588235,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,10,stable,30869.4,1048587,1048588,1048588,172,0,8,0.00584795,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,11,stable,30832.5,1048588,1048588,1048588,172,0,9,0.00581395,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,12,stable,44801.6,1048589,1048592,1048592,176,0,9,0.00578035,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,13,stable,44801.2,1048590,1048592,1048592,176,0,9,0.00574713,,,,terminal-unfenced-suffix,,-1
exchange-hot-guard,hot,5,100,45006,write,14,stable,44779,1048591,1048592,1048592,176,0,9,0.00571429,,,,terminal-unfenced-suffix,,-1
